rsassa-pss-256,X25519,,rsassa-pss-256,P-256,,rsassa-pss-256,mlkem512,,ed25519,X25519,,ed25519,P-256,,ed25519,mlkem512,,falcon512,X25519,,falcon512,P-256,,falcon512,mlkem512,,sphincssha2128fsimple,X25519,,sphincssha2128fsimple,P-256,,sphincssha2128fsimple,mlkem512,,sphincssha2128ssimple,X25519,,sphincssha2128ssimple,P-256,,sphincssha2128ssimple,mlkem512,
2773,"2,52","1100,40",2688,"2,71","991,88",2709,"2,33","1162,66",8199,"7,16","1145,11",6560,"6,77","968,98",7783,"7,25","1073,52",6505,"5,09","1278,00",3824,"3,49","1095,70",6509,"5,20","1251,73",634,"2,49","254,62",570,"2,50","228,00",648,"2,60","249,23",42,"0,11","381,82",41,"0,11","372,73",42,"0,09","466,67"
2547,"2,57","991,05",2847,"2,71","1050,55",2601,"2,22","1171,62",8152,"7,20","1132,22",6839,"6,95","984,03",7876,"7,13","1104,63",6520,"5,17","1261,12",5671,"5,29","1072,02",4332,"3,56","1216,85",659,"2,50","263,60",595,"2,52","236,11",652,"2,54","256,69",44,"0,10","440,00",43,"0,12","358,33",43,"0,11","390,91"
2522,"2,56","985,16",2437,"2,30","1059,57",2932,"2,53","1158,89",5624,"4,86","1157,20",6636,"6,90","961,74",7808,"7,24","1078,45",4373,"3,43","1274,93",5531,"5,27","1049,53",6450,"5,33","1210,13",619,"2,38","260,08",656,"2,67","245,69",432,"1,74","248,28",42,"0,10","420,00",43,"0,11","390,91",42,"0,11","381,82"
2831,"2,43","1165,02",2785,"2,73","1020,15",2921,"2,46","1187,40",8158,"7,19","1134,63",6605,"6,84","965,64",7572,"7,00","1081,71",6555,"5,08","1290,35",3802,"3,58","1062,01",6377,"5,35","1191,96",655,"2,62","250,00",628,"2,69","233,46",652,"2,54","256,69",42,"0,10","420,00",40,"0,10","400,00",42,"0,10","420,00"
2713,"2,35","1154,47",2862,"2,69","1063,94",2017,"1,68","1200,60",8189,"7,06","1159,92",6845,"6,99","979,26",7332,"6,85","1070,36",6490,"5,15","1260,19",5774,"5,16","1118,99",5033,"4,16","1209,86",673,"2,54","264,96",409,"1,80","227,22",655,"2,52","259,92",43,"0,11","390,91",40,"0,11","363,64",43,"0,10","430,00"
2770,"2,38","1163,87",2629,"2,57","1022,96",2926,"2,50","1170,40",5561,"4,91","1132,59",6327,"6,63","954,30",8044,"7,40","1087,03",4392,"3,47","1265,71",5663,"5,34","1060,49",6252,"5,15","1213,98",614,"2,38","257,98",655,"2,63","249,05",437,"1,71","255,56",40,"0,08","500,00",43,"0,12","358,33",42,"0,09","466,67"
2978,"2,55","1167,84",2595,"2,45","1059,18",2909,"2,51","1158,96",8263,"7,25","1139,72",6753,"6,96","970,26",8171,"7,46","1095,31",6611,"5,09","1298,82",4276,"4,17","1025,42",6377,"5,31","1200,94",562,"2,36","238,14",644,"2,71","237,64",656,"2,57","255,25",42,"0,11","381,82",43,"0,12","358,33",43,"0,11","390,91"
2535,"2,39","1060,67",2883,"2,75","1048,36",2005,"1,70","1179,41",8451,"7,21","1172,12",6517,"7,05","924,40",5382,"5,01","1074,25",6751,"5,08","1328,94",5541,"5,07","1092,90",6096,"5,05","1207,13",667,"2,51","265,74",429,"1,77","242,37",643,"2,56","251,17",44,"0,11","400,00",42,"0,11","381,82",43,"0,10","430,00"
2627,"2,60","1010,38",2766,"2,64","1047,73",2963,"2,57","1152,92",6072,"5,65","1074,69",6444,"6,53","986,83",8120,"7,29","1113,85",4310,"3,51","1227,92",5704,"5,32","1072,18",6336,"5,32","1190,98",645,"2,58","250,00",649,"2,70","240,37",508,"1,99","255,28",40,"0,09","444,44",42,"0,10","420,00",41,"0,10","410,00"
2758,"2,55","1081,57",1959,"1,80","1088,33",2878,"2,54","1133,07",8040,"6,97","1153,52",6334,"6,45","982,02",7974,"7,44","1071,77",6391,"5,13","1245,81",5454,"5,04","1082,14",6196,"5,21","1189,25",436,"1,69","257,99",640,"2,72","235,29",627,"2,49","251,81",39,"0,10","390,00",43,"0,12","358,33",39,"0,09","433,33"
2456,"2,41","1019,09",2955,"2,61","1132,18",2068,"1,74","1188,51",8219,"7,15","1149,51",6623,"6,95","952,95",5616,"4,94","1136,84",6645,"5,17","1285,30",5612,"5,16","1087,60",5929,"4,92","1205,08",649,"2,58","251,55",426,"1,81","235,36",640,"2,57","249,03",42,"0,10","420,00",41,"0,11","372,73",44,"0,10","440,00"
2431,"2,40","1012,92",2836,"2,67","1062,17",2979,"2,54","1172,83",7742,"6,88","1125,29",6860,"7,03","975,82",8021,"7,36","1089,81",5202,"4,03","1290,82",5585,"5,09","1097,25",5881,"4,83","1217,60",649,"2,62","247,71",642,"2,66","241,35",620,"2,39","259,41",43,"0,11","390,91",42,"0,09","466,67",42,"0,09","466,67"
2664,"2,62","1016,79",1941,"1,87","1037,97",2903,"2,51","1156,57",7994,"7,19","1111,82",4658,"4,64","1003,88",7786,"7,32","1063,66",6266,"5,05","1240,79",5393,"4,91","1098,37",6441,"5,31","1212,99",448,"1,70","263,53",654,"2,71","241,33",650,"2,57","252,92",28,"0,07","400,00",42,"0,10","420,00",39,"0,09","433,33"
2779,"2,45","1134,29",2985,"2,67","1117,98",2359,"2,03","1162,07",8201,"7,12","1151,83",6795,"6,95","977,70",5483,"5,04","1087,90",6657,"5,14","1295,14",5731,"5,20","1102,12",6410,"5,31","1207,16",631,"2,56","246,48",497,"2,10","236,67",645,"2,55","252,94",43,"0,10","430,00",43,"0,12","358,33",43,"0,10","430,00"
1800,"1,68","1071,43",2895,"2,77","1045,13",2817,"2,45","1149,80",7763,"6,65","1167,37",6482,"6,93","935,35",7752,"7,49","1034,98",6323,"4,97","1272,23",5617,"5,20","1080,19",4280,"3,51","1219,37",662,"2,57","257,59",623,"2,60","239,62",622,"2,37","262,45",43,"0,11","390,91",42,"0,11","381,82",43,"0,09","477,78"
2691,"2,53","1063,64",1992,"1,77","1125,42",2800,"2,44","1147,54",7307,"6,65","1098,80",4563,"4,78","954,60",8055,"7,38","1091,46",6567,"5,01","1310,78",5339,"4,87","1096,30",6431,"5,21","1234,36",436,"1,68","259,52",655,"2,66","246,24",601,"2,37","253,59",28,"0,07","400,00",42,"0,11","381,82",41,"0,10","410,00"
2823,"2,50","1129,20",2914,"2,66","1095,49",2848,"2,43","1172,02",8179,"7,25","1128,14",6863,"7,08","969,35",6341,"5,91","1072,93",6583,"5,04","1306,15",5426,"4,77","1137,53",6481,"5,31","1220,53",629,"2,62","240,08",610,"2,58","236,43",623,"2,59","240,54",43,"0,11","390,91",42,"0,09","466,67",43,"0,09","477,78"
1910,"1,62","1179,01",2836,"2,73","1038,83",2942,"2,60","1131,54",7863,"7,16","1098,18",6665,"6,92","963,15",7627,"7,17","1063,74",6126,"4,93","1242,60",5494,"5,08","1081,50",4233,"3,57","1185,71",663,"2,59","255,98",638,"2,71","235,42",657,"2,59","253,67",43,"0,11","390,91",42,"0,10","420,00",42,"0,10","420,00"
2718,"2,47","1100,40",2216,"2,05","1080,98",2880,"2,47","1165,99",5336,"5,01","1065,07",4354,"4,74","918,57",7933,"7,46","1063,40",5882,"4,68","1256,84",5648,"5,25","1075,81",6308,"5,24","1203,82",506,"1,99","254,27",660,"2,68","246,27",447,"1,72","259,88",28,"0,07","400,00",42,"0,10","420,00",41,"0,11","372,73"
2936,"2,45","1198,37",2732,"2,77","986,28",2835,"2,38","1191,18",8372,"7,19","1164,39",6719,"6,96","965,37",7824,"7,15","1094,27",6685,"5,05","1323,76",3830,"3,51","1091,17",6360,"5,23","1216,06",627,"2,57","243,97",592,"2,51","235,86",649,"2,58","251,55",43,"0,11","390,91",44,"0,11","400,00",43,"0,11","390,91"
1823,"1,71","1066,08",2804,"2,69","1042,38",2734,"2,35","1163,40",7939,"7,09","1119,75",6643,"6,92","959,97",7932,"7,32","1083,61",6455,"5,25","1229,52",5537,"5,22","1060,73",4388,"3,65","1202,19",661,"2,58","256,20",603,"2,44","247,13",664,"2,53","262,45",44,"0,12","366,67",43,"0,11","390,91",42,"0,10","420,00"
2641,"2,54","1039,76",2691,"2,64","1019,32",2910,"2,56","1136,72",5393,"4,84","1114,26",5253,"5,48","958,58",8135,"7,35","1106,80",4366,"3,45","1265,51",5667,"5,20","1089,81",6318,"5,24","1205,73",622,"2,45","253,88",630,"2,70","233,33",450,"1,72","261,63",34,"0,09","377,78",40,"0,08","500,00",41,"0,11","372,73"
2709,"2,53","1070,75",2868,"2,78","1031,65",2875,"2,48","1159,27",8178,"7,26","1126,45",6594,"6,85","962,63",7515,"6,97","1078,19",6663,"5,04","1322,02",3784,"3,52","1075,00",6355,"5,36","1185,63",653,"2,59","252,12",631,"2,68","235,45",658,"2,60","253,08",42,"0,08","525,00",40,"0,10","400,00",43,"0,10","430,00"
2160,"1,84","1173,91",2739,"2,77","988,81",1930,"1,66","1162,65",8110,"7,18","1129,53",6832,"7,03","971,83",7408,"6,84","1083,04",6504,"5,21","1248,37",5693,"5,32","1070,11",5053,"4,08","1238,48",650,"2,57","252,92",444,"1,82","243,96",651,"2,56","254,30",43,"0,10","430,00",42,"0,11","381,82",41,"0,10","410,00"
2723,"2,51","1084,86",2574,"2,65","971,32",2888,"2,46","1173,98",5482,"4,86","1127,98",6361,"6,73","945,17",8100,"7,34","1103,54",4447,"3,49","1274,21",5757,"5,23","1100,76",6307,"5,19","1215,22",605,"2,39","253,14",649,"2,69","241,26",430,"1,67","257,49",41,"0,10","410,00",44,"0,11","400,00",43,"0,10","430,00"
2703,"2,53","1068,38",2621,"2,43","1078,60",2992,"2,50","1196,80",8155,"7,20","1132,64",6818,"6,92","985,26",8062,"7,38","1092,41",6586,"5,08","1296,46",3621,"3,57","1014,29",6288,"5,19","1211,56",600,"2,29","262,01",631,"2,70","233,70",654,"2,60","251,54",43,"0,12","358,33",41,"0,10","410,00",44,"0,09","488,89"
2639,"2,26","1167,70",2775,"2,82","984,04",1969,"1,76","1118,75",8217,"7,30","1125,62",6579,"6,93","949,35",5292,"5,00","1058,40",6618,"5,05","1310,50",5670,"5,28","1073,86",6157,"5,00","1231,40",651,"2,58","252,33",445,"1,78","250,00",644,"2,60","247,69",43,"0,10","430,00",43,"0,11","390,91",40,"0,11","363,64"
2713,"2,56","1059,77",2799,"2,83","989,05",2894,"2,60","1113,08",6442,"5,69","1132,16",6469,"6,54","989,14",8141,"7,28","1118,27",4483,"3,50","1280,86",5744,"5,24","1096,18",6358,"5,31","1197,36",653,"2,59","252,12",632,"2,76","228,99",512,"1,97","259,90",40,"0,11","363,64",43,"0,11","390,91",43,"0,11","390,91"
2802,"2,61","1073,56",1865,"1,85","1008,11",2899,"2,56","1132,42",7874,"7,08","1112,15",6200,"6,48","956,79",8167,"7,34","1112,67",6556,"5,10","1285,49",4411,"4,08","1081,13",6402,"5,32","1203,38",445,"1,75","254,29",634,"2,68","236,57",634,"2,51","252,59",43,"0,10","430,00",41,"0,10","410,00",44,"0,10","440,00"
2586,"2,37","1091,14",2839,"2,72","1043,75",2039,"1,68","1213,69",8117,"7,25","1119,59",6588,"7,13","923,98",5463,"5,02","1088,25",6660,"5,14","1295,72",5608,"5,11","1097,46",6108,"4,92","1241,46",651,"2,62","248,47",432,"1,80","240,00",645,"2,52","255,95",42,"0,11","381,82",43,"0,11","390,91",39,"0,09","433,33"
2561,"2,37","1080,59",2698,"2,74","984,67",2859,"2,51","1139,04",7902,"6,99","1130,47",6648,"7,04","944,32",8226,"7,35","1119,18",5126,"3,97","1291,18",5633,"5,26","1070,91",5826,"4,85","1201,24",654,"2,56","255,47",661,"2,60","254,23",626,"2,44","256,56",37,"0,10","370,00",43,"0,10","430,00",40,"0,10","400,00"
2794,"2,53","1104,35",1909,"1,92","994,27",2867,"2,47","1160,73",8154,"7,29","1118,52",4630,"4,69","987,21",8076,"7,28","1109,34",6432,"5,00","1286,40",5357,"4,93","1086,61",6390,"5,29","1207,94",447,"1,77","252,54",647,"2,72","237,87",651,"2,48","262,50",40,"0,09","444,44",43,"0,11","390,91",44,"0,10","440,00"
2854,"2,42","1179,34",2742,"2,68","1023,13",2333,"1,97","1184,26",8346,"7,14","1168,91",6824,"6,96","980,46",5587,"4,85","1151,96",6570,"5,09","1290,77",5854,"5,18","1130,12",6410,"5,26","1218,63",641,"2,60","246,54",505,"2,14","235,98",628,"2,60","241,54",44,"0,12","366,67",43,"0,11","390,91",43,"0,10","430,00"
1886,"1,73","1090,17",2827,"2,64","1070,83",2887,"2,51","1150,20",7598,"6,77","1122,30",6500,"7,00","928,57",7998,"7,48","1069,25",6293,"4,98","1263,65",5588,"5,19","1076,69",4304,"3,46","1243,93",651,"2,63","247,53",644,"2,68","240,30",617,"2,38","259,24",43,"0,09","477,78",41,"0,11","372,73",40,"0,10","400,00"
2870,"2,46","1166,67",1832,"1,86","984,95",2920,"2,61","1118,77",7507,"6,47","1160,28",4673,"4,61","1013,67",8180,"7,39","1106,90",6416,"5,23","1226,77",5283,"5,00","1056,60",6305,"5,29","1191,87",454,"1,72","263,95",651,"2,66","244,74",600,"2,33","257,51",41,"0,09","455,56",43,"0,10","430,00",44,"0,11","400,00"
2931,"2,43","1206,17",2779,"2,70","1029,26",2841,"2,44","1164,34",8222,"7,17","1146,72",6733,"6,97","966,00",6521,"5,87","1110,90",6636,"5,17","1283,56",5352,"4,92","1087,80",6550,"5,38","1217,47",660,"2,62","251,91",608,"2,54","239,37",637,"2,54","250,79",44,"0,12","366,67",43,"0,10","430,00",42,"0,07","600,00"
1917,"1,67","1147,90",2844,"2,73","1041,76",2869,"2,59","1107,72",8139,"7,06","1152,83",6586,"6,92","951,73",7796,"7,12","1094,94",6035,"4,87","1239,22",5641,"5,16","1093,22",4196,"3,56","1178,65",643,"2,60","247,31",650,"2,62","248,09",664,"2,58","257,36",42,"0,11","381,82",41,"0,11","372,73",40,"0,10","400,00"
2822,"2,54","1111,02",2136,"2,12","1007,55",2948,"2,52","1169,84",5473,"4,83","1133,13",4354,"4,69","928,36",8022,"7,28","1101,92",5897,"4,67","1262,74",5426,"5,28","1027,65",6448,"5,40","1194,07",511,"1,99","256,78",644,"2,62","245,80",434,"1,76","246,59",41,"0,09","455,56",42,"0,11","381,82",44,"0,13","338,46"
2875,"2,47","1163,97",2672,"2,55","1047,84",2710,"2,33","1163,09",7995,"7,27","1099,72",6765,"6,97","970,59",7947,"6,94","1145,10",6651,"5,15","1291,46",3896,"3,49","1116,33",6307,"5,23","1205,93",637,"2,57","247,86",603,"2,47","244,13",632,"2,59","244,02",43,"0,10","430,00",43,"0,11","390,91",41,"0,11","372,73"
1879,"1,76","1067,61",2749,"2,77","992,42",2676,"2,41","1110,37",8069,"7,24","1114,50",6747,"6,98","966,62",8106,"7,27","1114,99",6583,"5,05","1303,56",5663,"5,17","1095,36",4255,"3,55","1198,59",654,"2,58","253,49",587,"2,40","244,58",658,"2,51","262,15",41,"0,11","372,73",40,"0,11","363,64",43,"0,10","430,00"
2763,"2,53","1092,09",2732,"2,54","1075,59",3043,"2,49","1222,09",5438,"4,83","1125,88",5230,"5,51","949,18",8139,"7,49","1086,65",4287,"3,44","1246,22",5641,"5,28","1068,37",6429,"5,31","1210,73",628,"2,45","256,33",639,"2,70","236,67",439,"1,71","256,73",43,"0,08","537,50",41,"0,11","372,73",43,"0,11","390,91"
2865,"2,45","1169,39",2814,"2,68","1050,00",2997,"2,57","1166,15",8293,"7,23","1147,03",6779,"6,83","992,53",7707,"7,02","1097,86",6683,"5,20","1285,19",3799,"3,52","1079,26",6377,"5,26","1212,36",645,"2,58","250,00",636,"2,66","239,10",645,"2,59","249,03",43,"0,11","390,91",43,"0,10","430,00",41,"0,11","372,73"
2145,"1,96","1094,39",2839,"2,75","1032,36",1952,"1,76","1109,09",8248,"7,26","1136,09",6770,"7,10","953,52",7489,"6,70","1117,76",6510,"5,15","1264,08",5673,"5,30","1070,38",5086,"4,07","1249,63",661,"2,54","260,24",443,"1,82","243,41",649,"2,51","258,57",40,"0,10","400,00",44,"0,11","400,00",43,"0,11","390,91"
2623,"2,53","1036,76",2608,"2,48","1051,61",2884,"2,50","1153,60",5496,"4,91","1119,35",6429,"6,73","955,27",8225,"7,26","1132,92",4490,"3,42","1312,87",5745,"5,33","1077,86",6343,"5,18","1224,52",613,"2,37","258,65",653,"2,74","238,32",445,"1,69","263,31",44,"0,10","440,00",40,"0,10","400,00",42,"0,10","420,00"
2896,"2,45","1182,04",2585,"2,51","1029,88",2990,"2,51","1191,24",7921,"7,02","1128,35",6638,"7,07","938,90",8172,"7,28","1122,53",6584,"5,11","1288,45",3814,"3,58","1065,36",6531,"5,31","1229,94",597,"2,39","249,79",636,"2,78","228,78",657,"2,61","251,72",41,"0,09","455,56",42,"0,10","420,00",40,"0,09","444,44"
2682,"2,31","1161,04",2813,"2,78","1011,87",2019,"1,71","1180,70",8219,"7,17","1146,30",6664,"6,94","960,23",5442,"4,89","1112,88",6542,"5,13","1275,24",5515,"5,24","1052,48",6019,"4,99","1206,21",665,"2,52","263,89",421,"1,82","231,32",647,"2,59","249,81",39,"0,09","433,33",44,"0,11","400,00",43,"0,11","390,91"
2790,"2,41","1157,68",2729,"2,67","1022,10",2893,"2,53","1143,48",6391,"5,72","1117,31",6403,"6,59","971,62",7866,"7,47","1053,01",4507,"3,49","1291,40",5685,"5,30","1072,64",6407,"5,28","1213,45",635,"2,57","247,08",656,"2,64","248,48",513,"2,02","253,96",40,"0,07","571,43",41,"0,11","372,73",43,"0,10","430,00"
2860,"2,51","1139,44",1892,"1,84","1028,26",2917,"2,58","1130,62",7697,"7,24","1063,12",6398,"6,39","1001,25",7965,"7,36","1082,20",6649,"5,23","1271,32",4389,"4,11","1067,88",6272,"5,25","1194,67",431,"1,76","244,89",627,"2,66","235,71",631,"2,47","255,47",43,"0,11","390,91",43,"0,11","390,91",40,"0,10","400,00"
2605,"2,40","1085,42",2789,"2,87","971,78",2036,"1,61","1264,60",8293,"7,25","1143,86",6317,"6,89","916,84",5423,"4,91","1104,48",6545,"5,19","1261,08",5388,"5,25","1026,29",6016,"4,87","1235,32",656,"2,61","251,34",438,"1,78","246,07",635,"2,52","251,98",42,"0,11","381,82",42,"0,11","381,82",44,"0,11","400,00"
2652,"2,36","1123,73",2797,"2,74","1020,80",2951,"2,60","1135,00",7724,"7,00","1103,43",6831,"7,01","974,47",7619,"7,53","1011,82",5309,"4,15","1279,28",5700,"5,36","1063,43",5855,"4,93","1187,63",671,"2,59","259,07",651,"2,71","240,22",615,"2,35","261,70",30,"0,08","375,00",42,"0,12","350,00",42,"0,09","466,67"
2773,"2,50","1109,20",1856,"1,84","1008,70",2976,"2,49","1195,18",7974,"7,15","1115,24",4580,"4,59","997,82",7964,"7,46","1067,56",6362,"4,98","1277,51",5350,"4,90","1091,84",6456,"5,18","1246,33",418,"1,76","237,50",631,"2,73","231,14",643,"2,51","256,18",42,"0,09","466,67",42,"0,10","420,00",39,"0,10","390,00"
2793,"2,40","1163,75",2837,"2,69","1054,65",2397,"2,01","1192,54",8118,"7,26","1118,18",6920,"7,21","959,78",5508,"5,11","1077,89",6589,"5,12","1286,91",5620,"5,22","1076,63",6554,"5,33","1229,64",669,"2,51","266,53",506,"2,12","238,68",654,"2,50","261,60",43,"0,10","430,00",41,"0,12","341,67",42,"0,09","466,67"
1833,"1,75","1047,43",2788,"2,74","1017,52",2881,"2,52","1143,25",7649,"6,77","1129,84",6817,"6,94","982,28",7891,"7,31","1079,48",6171,"4,96","1244,15",5691,"5,29","1075,80",4195,"3,55","1181,69",664,"2,60","255,38",621,"2,62","237,02",593,"2,31","256,71",28,"0,06","466,67",42,"0,09","466,67",43,"0,11","390,91"
2838,"2,46","1153,66",1846,"1,89","976,72",2924,"2,53","1155,73",7274,"6,60","1102,12",4532,"4,69","966,31",8052,"7,40","1088,11",6386,"5,08","1257,09",5218,"4,91","1062,73",6405,"5,24","1222,33",423,"1,78","237,64",638,"2,58","247,29",584,"2,30","253,91",45,"0,11","409,09",43,"0,10","430,00",43,"0,12","358,33"
2884,"2,54","1135,43",2885,"2,72","1060,66",2785,"2,34","1190,17",8265,"7,16","1154,33",6809,"6,99","974,11",6428,"5,87","1095,06",6610,"5,04","1311,51",5204,"4,81","1081,91",6505,"5,32","1222,74",634,"2,54","249,61",620,"2,55","243,14",652,"2,57","253,70",42,"0,09","466,67",41,"0,11","372,73",43,"0,09","477,78"
1890,"1,72","1098,84",2846,"2,80","1016,43",2852,"2,51","1136,25",8101,"7,23","1120,47",6659,"6,90","965,07",7705,"7,23","1065,70",6080,"4,87","1248,46",5568,"5,23","1064,63",4250,"3,68","1154,89",659,"2,53","260,47",641,"2,70","237,41",647,"2,52","256,75",29,"0,07","414,29",41,"0,10","410,00",43,"0,10","430,00"
2884,"2,42","1191,74",2153,"2,16","996,76",2895,"2,52","1148,81",5481,"4,99","1098,40",4416,"4,76","927,73",8265,"7,43","1112,38",6010,"4,76","1262,61",5507,"5,31","1037,10",6329,"5,22","1212,45",492,"1,97","249,75",637,"2,75","231,64",420,"1,70","247,06",44,"0,08","550,00",43,"0,10","430,00",41,"0,11","372,73"
2802,"2,45","1143,67",2721,"2,56","1062,89",2759,"2,39","1154,39",8262,"7,20","1147,50",6915,"6,96","993,53",7751,"7,15","1084,06",6663,"5,05","1319,41",3856,"3,46","1114,45",6430,"5,40","1190,74",639,"2,53","252,57",605,"2,50","242,00",646,"2,46","262,60",43,"0,11","390,91",40,"0,10","400,00",43,"0,11","390,91"
1906,"1,73","1101,73",2860,"2,68","1067,16",2686,"2,28","1178,07",8061,"7,21","1118,03",6801,"6,99","972,96",7842,"7,25","1081,66",6532,"5,09","1283,30",5703,"5,23","1090,44",4361,"3,61","1208,03",669,"2,56","261,33",596,"2,52","236,51",651,"2,59","251,35",34,"0,08","425,00",40,"0,10","400,00",42,"0,09","466,67"
2813,"2,34","1202,14",2625,"2,69","975,84",2873,"2,45","1172,65",5381,"4,70","1144,89",5335,"5,61","950,98",8056,"7,28","1106,59",4422,"3,45","1281,74",5551,"5,18","1071,62",6330,"5,27","1201,14",597,"2,42","246,69",637,"2,61","244,06",434,"1,71","253,80",42,"0,10","420,00",43,"0,12","358,33",39,"0,10","390,00"
2853,"2,50","1141,20",2826,"2,67","1058,43",2954,"2,48","1191,13",8407,"7,20","1167,64",6585,"6,79","969,81",7619,"6,89","1105,81",6703,"5,07","1322,09",3834,"3,56","1076,97",6409,"5,36","1195,71",657,"2,50","262,80",641,"2,69","238,29",614,"2,51","244,62",43,"0,11","390,91",44,"0,12","366,67",42,"0,09","466,67"
2075,"2,06","1007,28",2832,"2,75","1029,82",1948,"1,67","1166,47",8079,"7,11","1136,29",6814,"6,87","991,85",7453,"6,77","1100,89",6662,"5,12","1301,17",5702,"5,28","1079,92",4994,"4,20","1189,05",668,"2,56","260,94",440,"1,79","245,81",645,"2,43","265,43",41,"0,10","410,00",40,"0,10","400,00",43,"0,10","430,00"
2841,"2,36","1203,81",2593,"2,62","989,69",2860,"2,53","1130,43",5392,"4,77","1130,40",6406,"6,75","949,04",7987,"7,40","1079,32",4363,"3,40","1283,24",5723,"5,24","1092,18",6324,"5,18","1220,85",598,"2,42","247,11",646,"2,68","241,04",446,"1,72","259,30",43,"0,10","430,00",43,"0,11","390,91",39,"0,10","390,00"
