SIG_ALG,KEM_ALG,Read Bytes,Written Bytes
ed25519,P-256,701,590
ed25519,x25519,668,557
ed25519,p256_mlkem512,1469,1382
ed25519,x25519_mlkem512,1436,1349
ed25519,mlkem512,1404,1317
