ecdsa-secp384,P-521,,ecdsa-secp384,mlkem1024,,mldsa87,P-521,,mldsa87,mlkem1024,,falcon1024,P-521,,falcon1024,mlkem1024,,sphincssha2256fsimple,P-521,,sphincssha2256fsimple,mlkem1024,,sphincssha2256ssimple,P-521,,sphincssha2256ssimple,mlkem1024,
171,"2,31","74,03",219,"1,38","158,70",189,"1,84","102,72",174,"0,27","644,44",129,"1,22","105,74",243,"0,34","714,71",98,"1,35","72,59",72,"0,41","175,61",25,"0,29","86,21",25,"0,09","277,78"
169,"2,45","68,98",218,"1,44","151,39",193,"1,76","109,66",257,"0,43","597,67",189,"1,75","108,00",252,"0,39","646,15",64,"0,94","68,09",108,"0,57","189,47",26,"0,30","86,67",25,"0,09","277,78"
134,"1,82","73,63",147,"0,95","154,74",181,"1,63","111,04",259,"0,37","700,00",190,"1,77","107,34",255,"0,35","728,57",98,"1,29","75,97",107,"0,60","178,33",23,"0,27","85,19",25,"0,09","277,78"
166,"2,35","70,64",219,"1,44","152,08",174,"1,73","100,58",203,"0,27","751,85",128,"1,17","109,40",239,"0,35","682,86",98,"1,30","75,38",73,"0,41","178,05",25,"0,30","83,33",25,"0,09","277,78"
171,"2,36","72,46",218,"1,42","153,52",189,"1,85","102,16",254,"0,37","686,49",190,"1,78","106,74",233,"0,33","706,06",77,"1,07","71,96",108,"0,59","183,05",25,"0,28","89,29",26,"0,10","260,00"
164,"2,24","73,21",147,"0,96","153,12",191,"1,89","101,06",259,"0,37","700,00",187,"1,89","98,94",254,"0,39","651,28",95,"1,30","73,08",106,"0,58","182,76",22,"0,26","84,62",25,"0,10","250,00"
169,"2,44","69,26",221,"1,40","157,86",130,"1,19","109,24",247,"0,34","726,47",126,"1,27","99,21",254,"0,37","686,49",96,"1,33","72,18",72,"0,38","189,47",23,"0,27","85,19",24,"0,09","266,67"
171,"2,41","70,95",217,"1,45","149,66",192,"1,80","106,67",258,"0,34","758,82",193,"1,76","109,66",171,"0,22","777,27",95,"1,27","74,80",109,"0,59","184,75",25,"0,28","89,29",25,"0,08","312,50"
161,"2,24","71,88",171,"1,14","150,00",192,"1,87","102,67",259,"0,37","700,00",190,"1,72","110,47",255,"0,36","708,33",97,"1,29","75,19",106,"0,59","179,66",25,"0,31","80,65",26,"0,11","236,36"
156,"2,25","69,33",216,"1,36","158,82",130,"1,21","107,44",242,"0,36","672,22",149,"1,39","107,19",254,"0,37","686,49",98,"1,34","73,13",86,"0,46","186,96",23,"0,28","82,14",23,"0,08","287,50"
170,"2,40","70,83",220,"1,39","158,27",191,"1,89","101,06",238,"0,36","661,11",189,"1,66","113,86",171,"0,22","777,27",90,"1,23","73,17",107,"0,57","187,72",25,"0,29","86,21",26,"0,11","236,36"
172,"2,45","70,20",208,"1,37","151,82",191,"1,81","105,52",258,"0,37","697,30",189,"1,76","107,39",255,"0,38","671,05",98,"1,33","73,68",107,"0,55","194,55",24,"0,28","85,71",25,"0,11","227,27"
114,"1,64","69,51",218,"1,45","150,34",130,"1,20","108,33",259,"0,34","761,76",181,"1,70","106,47",254,"0,38","668,42",98,"1,26","77,78",104,"0,57","182,46",24,"0,31","77,42",23,"0,10","230,00"
169,"2,40","70,42",218,"1,43","152,45",191,"1,82","104,95",174,"0,26","669,23",190,"1,76","107,95",171,"0,23","743,48",90,"1,20","75,00",108,"0,62","174,19",26,"0,30","86,67",24,"0,10","240,00"
171,"2,37","72,15",204,"1,40","145,71",192,"1,81","106,08",261,"0,34","767,65",187,"1,90","98,42",255,"0,39","653,85",89,"1,27","70,08",107,"0,60","178,33",24,"0,27","88,89",25,"0,08","312,50"
117,"1,62","72,22",200,"1,34","149,25",151,"1,41","107,09",259,"0,36","719,44",180,"1,61","111,80",255,"0,34","750,00",98,"1,33","73,68",103,"0,58","177,59",24,"0,29","82,76",26,"0,10","260,00"
170,"2,39","71,13",220,"1,39","158,27",190,"1,71","111,11",174,"0,24","725,00",174,"1,56","111,54",200,"0,31","645,16",98,"1,31","74,81",99,"0,56","176,79",24,"0,31","77,42",25,"0,09","277,78"
171,"2,35","72,77",219,"1,42","154,23",189,"1,84","102,72",260,"0,34","764,71",191,"1,74","109,77",248,"0,37","670,27",92,"1,19","77,31",106,"0,60","176,67",24,"0,29","82,76",25,"0,10","250,00"
114,"1,65","69,09",148,"0,91","162,64",183,"1,71","107,02",259,"0,32","809,38",190,"1,73","109,83",254,"0,35","725,71",99,"1,25","79,20",107,"0,60","178,33",24,"0,28","85,71",24,"0,11","218,18"
170,"2,42","70,25",220,"1,42","154,93",192,"1,76","109,09",174,"0,27","644,44",129,"1,21","106,61",243,"0,33","736,36",96,"1,31","73,28",74,"0,41","180,49",25,"0,28","89,29",25,"0,10","250,00"
172,"2,34","73,50",220,"1,39","158,27",194,"1,78","108,99",259,"0,35","740,00",191,"1,76","108,52",252,"0,39","646,15",93,"1,25","74,40",107,"0,60","178,33",23,"0,27","85,19",26,"0,10","260,00"
134,"1,86","72,04",149,"0,95","156,84",180,"1,70","105,88",259,"0,36","719,44",189,"1,76","107,39",254,"0,37","686,49",96,"1,35","71,11",106,"0,59","179,66",25,"0,30","83,33",24,"0,10","240,00"
170,"2,30","73,91",219,"1,41","155,32",173,"1,73","100,00",203,"0,28","725,00",128,"1,25","102,40",239,"0,34","702,94",94,"1,29","72,87",73,"0,39","187,18",25,"0,30","83,33",25,"0,10","250,00"
170,"2,43","69,96",218,"1,45","150,34",193,"1,79","107,82",254,"0,36","705,56",190,"1,75","108,57",233,"0,36","647,22",95,"1,30","73,08",108,"0,59","183,05",23,"0,27","85,19",25,"0,10","250,00"
159,"2,36","67,37",147,"1,00","147,00",190,"1,84","103,26",259,"0,35","740,00",189,"1,75","108,00",254,"0,36","705,56",96,"1,31","73,28",106,"0,60","176,67",23,"0,27","85,19",24,"0,08","300,00"
169,"2,42","69,83",217,"1,45","149,66",130,"1,20","108,33",247,"0,32","771,88",127,"1,24","102,42",255,"0,36","708,33",91,"1,24","73,39",73,"0,42","173,81",25,"0,31","80,65",26,"0,11","236,36"
171,"2,40","71,25",218,"1,47","148,30",192,"1,82","105,49",258,"0,35","737,14",191,"1,76","108,52",171,"0,22","777,27",97,"1,35","71,85",107,"0,59","181,36",24,"0,29","82,76",25,"0,09","277,78"
158,"2,33","67,81",172,"1,11","154,95",193,"1,78","108,43",260,"0,34","764,71",189,"1,79","105,59",256,"0,36","711,11",97,"1,33","72,93",108,"0,62","174,19",24,"0,29","82,76",25,"0,09","277,78"
154,"2,20","70,00",215,"1,40","153,57",129,"1,25","103,20",242,"0,32","756,25",150,"1,37","109,49",254,"0,34","747,06",90,"1,32","68,18",86,"0,45","191,11",25,"0,29","86,21",26,"0,12","216,67"
