SIG_ALG;KEM_ALG;Read Bytes;Written Bytes
ed25519;X25519;668;509
ed25519;P-256;701;542
ed25519;P-384;733;574
ed25519;P-521;769;610
ed448;X25519;793;509
ed448;P-256;826;542
ed448;P-384;858;574
ed448;P-521;894;610
