SIG_ALG;KEM_ALG;Read Bytes;Written Bytes
ed25519;kyber512;1404;1269
ed25519;kyber768;1724;1653
ed25519;kyber1024;2204;2037
ed448;kyber512;1529;1269
ed448;kyber768;1849;1653
ed448;kyber1024;2328;2037
