rsassa-pss-256,X25519,,rsassa-pss-256,P-256,,rsassa-pss-256,mlkem512,,ed25519,X25519,,ed25519,P-256,,ed25519,mlkem512,,falcon512,X25519,,falcon512,P-256,,falcon512,mlkem512,,sphincssha2128fsimple,X25519,,sphincssha2128fsimple,P-256,,sphincssha2128fsimple,mlkem512,,sphincssha2128ssimple,X25519,,sphincssha2128ssimple,P-256,,sphincssha2128ssimple,mlkem512,
129,"0,15","860,00",128,"0,19","673,68",87,"0,11","790,91",133,"0,18","738,89",133,"0,21","633,33",133,"0,20","665,00",122,"0,15","813,33",129,"0,21","614,29",90,"0,12","750,00",105,"0,46","228,26",112,"0,51","219,61",113,"0,48","235,42",32,"0,10","320,00",31,"0,09","344,44",32,"0,09","355,56"
129,"0,16","806,25",129,"0,18","716,67",129,"0,15","860,00",90,"0,13","692,31",126,"0,20","630,00",132,"0,20","660,00",132,"0,17","776,47",132,"0,20","660,00",132,"0,16","825,00",112,"0,49","228,57",106,"0,52","203,85",110,"0,48","229,17",29,"0,08","362,50",30,"0,10","300,00",31,"0,09","344,44"
88,"0,11","800,00",111,"0,16","693,75",129,"0,17","758,82",133,"0,17","782,35",132,"0,20","660,00",90,"0,13","692,31",133,"0,17","782,35",125,"0,19","657,89",133,"0,18","738,89",111,"0,52","213,46",110,"0,53","207,55",106,"0,48","220,83",30,"0,08","375,00",32,"0,09","355,56",31,"0,08","387,50"
129,"0,16","806,25",128,"0,19","673,68",87,"0,12","725,00",133,"0,18","738,89",132,"0,22","600,00",133,"0,19","700,00",89,"0,11","809,09",131,"0,21","623,81",89,"0,11","809,09",104,"0,46","226,09",111,"0,54","205,56",111,"0,50","222,00",33,"0,08","412,50",29,"0,08","362,50",31,"0,09","344,44"
129,"0,17","758,82",129,"0,20","645,00",129,"0,17","758,82",89,"0,13","684,62",124,"0,20","620,00",133,"0,20","665,00",132,"0,16","825,00",132,"0,19","694,74",133,"0,18","738,89",104,"0,44","236,36",105,"0,49","214,29",109,"0,48","227,08",32,"0,09","355,56",29,"0,09","322,22",30,"0,09","333,33"
87,"0,11","790,91",121,"0,16","756,25",129,"0,16","806,25",134,"0,18","744,44",122,"0,18","677,78",104,"0,17","611,76",133,"0,17","782,35",124,"0,18","688,89",132,"0,16","825,00",112,"0,51","219,61",101,"0,47","214,89",109,"0,49","222,45",30,"0,08","375,00",31,"0,09","344,44",31,"0,08","387,50"
129,"0,16","806,25",118,"0,17","694,12",101,"0,14","721,43",133,"0,19","700,00",133,"0,21","633,33",130,"0,19","684,21",89,"0,12","741,67",121,"0,18","672,22",105,"0,14","750,00",112,"0,50","224,00",111,"0,54","205,56",111,"0,48","231,25",32,"0,10","320,00",29,"0,09","322,22",32,"0,09","355,56"
130,"0,16","812,50",129,"0,19","678,95",126,"0,17","741,18",89,"0,11","809,09",132,"0,21","628,57",133,"0,21","633,33",132,"0,18","733,33",132,"0,20","660,00",129,"0,18","716,67",106,"0,47","225,53",111,"0,52","213,46",107,"0,50","214,00",32,"0,08","400,00",32,"0,10","320,00",29,"0,08","362,50"
87,"0,11","790,91",129,"0,19","678,95",129,"0,16","806,25",133,"0,19","700,00",90,"0,15","600,00",126,"0,21","600,00",132,"0,18","733,33",132,"0,20","660,00",133,"0,17","782,35",111,"0,48","231,25",75,"0,33","227,27",110,"0,45","244,44",29,"0,08","362,50",31,"0,09","344,44",32,"0,09","355,56"
129,"0,15","860,00",86,"0,13","661,54",123,"0,15","820,00",133,"0,18","738,89",132,"0,21","628,57",132,"0,20","660,00",90,"0,13","692,31",88,"0,13","676,92",126,"0,18","700,00",111,"0,51","217,65",112,"0,50","224,00",112,"0,51","219,61",31,"0,09","344,44",29,"0,09","322,22",32,"0,09","355,56"
129,"0,16","806,25",129,"0,18","716,67",128,"0,18","711,11",104,"0,15","693,33",133,"0,21","633,33",133,"0,21","633,33",132,"0,17","776,47",132,"0,22","600,00",132,"0,16","825,00",108,"0,46","234,78",111,"0,54","205,56",103,"0,48","214,58",31,"0,08","387,50",30,"0,08","375,00",29,"0,09","322,22"
102,"0,12","850,00",129,"0,19","678,95",129,"0,17","758,82",131,"0,19","689,47",89,"0,14","635,71",124,"0,18","688,89",132,"0,17","776,47",132,"0,19","694,74",133,"0,16","831,25",112,"0,49","228,57",76,"0,36","211,11",102,"0,47","217,02",31,"0,08","387,50",31,"0,10","310,00",32,"0,09","355,56"
126,"0,15","840,00",87,"0,13","669,23",121,"0,16","756,25",133,"0,17","782,35",132,"0,22","600,00",122,"0,19","642,11",104,"0,12","866,67",89,"0,12","741,67",124,"0,16","775,00",108,"0,51","211,76",111,"0,52","213,46",111,"0,50","222,00",31,"0,08","387,50",31,"0,09","344,44",31,"0,08","387,50"
129,"0,17","758,82",128,"0,18","711,11",118,"0,15","786,67",127,"0,16","793,75",133,"0,19","700,00",133,"0,20","665,00",130,"0,17","764,71",132,"0,20","660,00",122,"0,17","717,65",109,"0,49","222,45",112,"0,54","207,41",111,"0,49","226,53",30,"0,08","375,00",30,"0,09","333,33",29,"0,09","322,22"
124,"0,16","775,00",129,"0,17","758,82",129,"0,16","806,25",133,"0,19","700,00",90,"0,13","692,31",133,"0,20","665,00",132,"0,16","825,00",131,"0,19","689,47",132,"0,20","660,00",111,"0,52","213,46",75,"0,35","214,29",76,"0,34","223,53",32,"0,09","355,56",32,"0,10","320,00",28,"0,09","311,11"
128,"0,17","752,94",87,"0,12","725,00",129,"0,16","806,25",133,"0,20","665,00",132,"0,21","628,57",89,"0,14","635,71",126,"0,16","787,50",89,"0,13","684,62",133,"0,16","831,25",107,"0,48","222,92",110,"0,57","192,98",110,"0,52","211,54",32,"0,08","400,00",30,"0,10","300,00",31,"0,09","344,44"
129,"0,15","860,00",128,"0,18","711,11",87,"0,10","870,00",124,"0,18","688,89",133,"0,21","633,33",133,"0,19","700,00",132,"0,17","776,47",132,"0,20","660,00",89,"0,11","809,09",111,"0,49","226,53",111,"0,52","213,46",111,"0,52","213,46",29,"0,08","362,50",30,"0,09","333,33",30,"0,09","333,33"
120,"0,16","750,00",129,"0,18","716,67",129,"0,17","758,82",123,"0,17","723,53",103,"0,17","605,88",133,"0,19","700,00",132,"0,18","733,33",132,"0,20","660,00",132,"0,18","733,33",111,"0,48","231,25",87,"0,45","193,33",76,"0,34","223,53",28,"0,07","400,00",31,"0,09","344,44",30,"0,09","333,33"
119,"0,14","850,00",101,"0,14","721,43",128,"0,16","800,00",133,"0,18","738,89",130,"0,22","590,91",90,"0,13","692,31",124,"0,16","775,00",104,"0,15","693,33",133,"0,19","700,00",105,"0,49","214,29",108,"0,52","207,69",111,"0,50","222,00",32,"0,09","355,56",31,"0,09","344,44",31,"0,09","344,44"
130,"0,15","866,67",126,"0,19","663,16",129,"0,16","806,25",133,"0,19","700,00",133,"0,22","604,55",132,"0,21","628,57",121,"0,15","806,67",128,"0,20","640,00",89,"0,12","741,67",112,"0,50","224,00",112,"0,51","219,61",111,"0,51","217,65",31,"0,09","344,44",32,"0,10","320,00",30,"0,09","333,33"
129,"0,16","806,25",128,"0,19","673,68",129,"0,18","716,67",90,"0,12","750,00",126,"0,18","700,00",133,"0,19","700,00",133,"0,16","831,25",132,"0,21","628,57",133,"0,16","831,25",111,"0,50","222,00",106,"0,51","207,84",76,"0,32","237,50",21,"0,06","350,00",32,"0,08","400,00",31,"0,08","387,50"
87,"0,12","725,00",122,"0,20","610,00",128,"0,16","800,00",133,"0,18","738,89",132,"0,21","628,57",89,"0,13","684,62",132,"0,17","776,47",126,"0,19","663,16",132,"0,17","776,47",103,"0,46","223,91",110,"0,52","211,54",111,"0,49","226,53",31,"0,08","387,50",31,"0,09","344,44",31,"0,08","387,50"
129,"0,15","860,00",128,"0,18","711,11",129,"0,18","716,67",133,"0,17","782,35",133,"0,23","578,26",133,"0,20","665,00",90,"0,12","750,00",131,"0,19","689,47",89,"0,13","684,62",103,"0,48","214,58",112,"0,51","219,61",111,"0,50","222,00",31,"0,09","344,44",31,"0,09","344,44",29,"0,09","322,22"
129,"0,16","806,25",129,"0,18","716,67",129,"0,16","806,25",90,"0,11","818,18",124,"0,19","652,63",133,"0,22","604,55",132,"0,18","733,33",131,"0,20","655,00",133,"0,16","831,25",111,"0,51","217,65",105,"0,49","214,29",88,"0,41","214,63",21,"0,06","350,00",31,"0,10","310,00",30,"0,10","300,00"
87,"0,11","790,91",121,"0,17","711,76",129,"0,18","716,67",133,"0,19","700,00",122,"0,19","642,11",104,"0,16","650,00",132,"0,17","776,47",124,"0,19","652,63",132,"0,17","776,47",112,"0,52","215,38",102,"0,47","217,02",109,"0,49","222,45",31,"0,08","387,50",29,"0,09","322,22",31,"0,09","344,44"
129,"0,16","806,25",118,"0,16","737,50",129,"0,17","758,82",133,"0,17","782,35",133,"0,20","665,00",130,"0,18","722,22",89,"0,11","809,09",121,"0,20","605,00",105,"0,13","807,69",106,"0,48","220,83",111,"0,53","209,43",111,"0,48","231,25",31,"0,08","387,50",31,"0,10","310,00",29,"0,09","322,22"
129,"0,17","758,82",128,"0,20","640,00",129,"0,17","758,82",89,"0,13","684,62",132,"0,19","694,74",133,"0,21","633,33",133,"0,17","782,35",132,"0,18","733,33",129,"0,17","758,82",112,"0,49","228,57",112,"0,54","207,41",106,"0,50","212,00",22,"0,05","440,00",32,"0,08","400,00",32,"0,10","320,00"
87,"0,12","725,00",129,"0,18","716,67",129,"0,15","860,00",133,"0,17","782,35",90,"0,14","642,86",127,"0,19","668,42",132,"0,17","776,47",132,"0,20","660,00",132,"0,18","733,33",110,"0,54","203,70",74,"0,40","185,00",111,"0,51","217,65",31,"0,09","344,44",29,"0,08","362,50",31,"0,09","344,44"
129,"0,14","921,43",87,"0,14","621,43",129,"0,16","806,25",133,"0,18","738,89",133,"0,20","665,00",132,"0,21","628,57",89,"0,12","741,67",88,"0,13","676,92",127,"0,15","846,67",108,"0,47","229,79",111,"0,52","213,46",111,"0,50","222,00",32,"0,10","320,00",30,"0,09","333,33",29,"0,09","322,22"
130,"0,16","812,50",128,"0,18","711,11",129,"0,18","716,67",105,"0,13","807,69",132,"0,23","573,91",133,"0,21","633,33",133,"0,16","831,25",132,"0,19","694,74",131,"0,17","770,59",111,"0,54","205,56",112,"0,51","219,61",105,"0,46","228,26",24,"0,07","342,86",31,"0,09","344,44",29,"0,08","362,50"
101,"0,13","776,92",129,"0,19","678,95",129,"0,19","678,95",130,"0,16","812,50",89,"0,14","635,71",124,"0,17","729,41",132,"0,15","880,00",132,"0,20","660,00",133,"0,18","738,89",107,"0,52","205,77",75,"0,36","208,33",111,"0,53","209,43",31,"0,09","344,44",32,"0,09","355,56",31,"0,09","344,44"
126,"0,14","900,00",86,"0,14","614,29",129,"0,17","758,82",133,"0,19","700,00",133,"0,21","633,33",122,"0,16","762,50",105,"0,13","807,69",89,"0,13","684,62",124,"0,15","826,67",109,"0,51","213,73",112,"0,52","215,38",111,"0,48","231,25",30,"0,08","375,00",28,"0,09","311,11",30,"0,10","300,00"
129,"0,17","758,82",129,"0,18","716,67",129,"0,18","716,67",127,"0,17","747,06",133,"0,21","633,33",133,"0,18","738,89",129,"0,15","860,00",132,"0,18","733,33",122,"0,16","762,50",111,"0,49","226,53",111,"0,51","217,65",103,"0,45","228,89",29,"0,08","362,50",32,"0,10","320,00",29,"0,08","362,50"
123,"0,15","820,00",128,"0,19","673,68",128,"0,19","673,68",133,"0,18","738,89",89,"0,14","635,71",133,"0,21","633,33",133,"0,18","738,89",131,"0,19","689,47",132,"0,17","776,47",106,"0,51","207,84",75,"0,34","220,59",104,"0,46","226,09",31,"0,08","387,50",31,"0,10","310,00",30,"0,08","375,00"
129,"0,16","806,25",87,"0,12","725,00",129,"0,17","758,82",133,"0,17","782,35",132,"0,21","628,57",89,"0,13","684,62",126,"0,14","900,00",89,"0,14","635,71",132,"0,18","733,33",111,"0,50","222,00",112,"0,51","219,61",111,"0,47","236,17",31,"0,09","344,44",30,"0,09","333,33",29,"0,08","362,50"
129,"0,15","860,00",129,"0,19","678,95",129,"0,16","806,25",124,"0,17","729,41",133,"0,20","665,00",133,"0,19","700,00",131,"0,17","770,59",132,"0,19","694,74",90,"0,12","750,00",111,"0,53","209,43",111,"0,52","213,46",111,"0,48","231,25",30,"0,09","333,33",33,"0,09","366,67",30,"0,09","333,33"
121,"0,15","806,67",128,"0,19","673,68",129,"0,17","758,82",123,"0,17","723,53",104,"0,17","611,76",133,"0,19","700,00",133,"0,17","782,35",132,"0,18","733,33",132,"0,15","880,00",106,"0,47","225,53",89,"0,40","222,50",75,"0,34","220,59",31,"0,09","344,44",30,"0,08","375,00",30,"0,09","333,33"
119,"0,14","850,00",101,"0,17","594,12",129,"0,17","758,82",133,"0,19","700,00",130,"0,21","619,05",89,"0,14","635,71",124,"0,16","775,00",104,"0,16","650,00",133,"0,20","665,00",112,"0,50","224,00",108,"0,52","207,69",112,"0,48","233,33",32,"0,10","320,00",31,"0,09","344,44",30,"0,09","333,33"
130,"0,17","764,71",125,"0,19","657,89",93,"0,12","775,00",133,"0,18","738,89",132,"0,19","694,74",133,"0,20","665,00",122,"0,16","762,50",129,"0,19","678,95",89,"0,12","741,67",112,"0,50","224,00",112,"0,49","228,57",110,"0,51","215,69",29,"0,08","362,50",32,"0,10","320,00",29,"0,07","414,29"
129,"0,17","758,82",129,"0,17","758,82",125,"0,17","735,29",89,"0,12","741,67",127,"0,20","635,00",133,"0,21","633,33",132,"0,16","825,00",131,"0,20","655,00",132,"0,18","733,33",103,"0,46","223,91",107,"0,49","218,37",76,"0,33","230,30",29,"0,08","362,50",29,"0,08","362,50",30,"0,08","375,00"
87,"0,11","790,91",122,"0,17","717,65",128,"0,17","752,94",134,"0,17","788,24",132,"0,20","660,00",89,"0,12","741,67",133,"0,17","782,35",126,"0,20","630,00",133,"0,17","782,35",104,"0,48","216,67",111,"0,49","226,53",111,"0,48","231,25",32,"0,08","400,00",32,"0,11","290,91",30,"0,08","375,00"
