ecdsa-secp384,P-521,,ecdsa-secp384,mlkem1024,,mldsa87,P-521,,mldsa87,mlkem1024,,falcon1024,P-521,,falcon1024,mlkem1024,,sphincssha2256fsimple,P-521,,sphincssha2256fsimple,mlkem1024,,sphincssha2256ssimple,P-521,,sphincssha2256ssimple,mlkem1024,
385,"5,74","67,07",354,"2,10","168,57",492,"4,54","108,37",1033,"1,03","1002,91",394,"3,46","113,87",526,"0,60","876,67",152,"2,03","74,88",195,"1,01","193,07",28,"0,31","90,32",25,"0,10","250,00"
329,"5,22","63,03",423,"2,61","162,07",388,"3,40","114,12",758,"0,85","891,76",448,"3,82","117,28",759,"0,77","985,71",191,"2,46","77,64",220,"1,21","181,82",24,"0,30","80,00",25,"0,10","250,00"
211,"3,11","67,85",711,"4,32","164,58",368,"3,34","110,18",1138,"1,14","998,25",299,"2,75","108,73",852,"0,87","979,31",146,"2,06","70,87",96,"0,50","192,00",28,"0,34","82,35",23,"0,09","255,56"
337,"4,82","69,92",327,"1,82","179,67",321,"2,82","113,83",878,"0,89","986,52",403,"3,43","117,49",815,"0,86","947,67",140,"1,78","78,65",177,"0,96","184,38",26,"0,30","86,67",23,"0,10","230,00"
331,"4,79","69,10",328,"1,80","182,22",395,"3,73","105,90",906,"0,94","963,83",326,"2,99","109,03",679,"0,83","818,07",167,"2,27","73,57",149,"0,76","196,05",26,"0,29","89,66",27,"0,10","270,00"
201,"3,13","64,22",732,"3,99","183,46",374,"3,23","115,79",360,"0,38","947,37",271,"2,41","112,45",1033,"1,29","800,78",147,"1,92","76,56",102,"0,58","175,86",29,"0,33","87,88",24,"0,10","240,00"
242,"3,73","64,88",379,"2,10","180,48",346,"2,98","116,11",1230,"1,19","1033,61",343,"2,88","119,10",411,"0,49","838,78",197,"2,55","77,25",192,"1,04","184,62",28,"0,32","87,50",26,"0,09","288,89"
276,"4,55","60,66",343,"1,89","181,48",448,"4,02","111,44",713,"0,70","1018,57",470,"4,31","109,05",593,"0,67","885,07",141,"1,92","73,44",233,"1,23","189,43",25,"0,30","83,33",25,"0,10","250,00"
245,"3,72","65,86",482,"2,77","174,01",329,"2,87","114,63",520,"0,47","1106,38",315,"2,76","114,13",563,"0,59","954,24",140,"1,79","78,21",154,"0,75","205,33",23,"0,29","79,31",24,"0,10","240,00"
240,"3,43","69,97",578,"3,22","179,50",336,"2,92","115,07",958,"0,86","1113,95",350,"3,01","116,28",821,"0,86","954,65",145,"1,88","77,13",177,"0,84","210,71",27,"0,35","77,14",24,"0,10","240,00"
216,"3,28","65,85",479,"2,77","172,92",378,"3,19","118,50",553,"0,49","1128,57",237,"2,02","117,33",459,"0,46","997,83",155,"2,08","74,52",214,"1,13","189,38",28,"0,34","82,35",27,"0,11","245,45"
344,"5,03","68,39",508,"2,86","177,62",250,"2,29","109,17",422,"0,37","1140,54",447,"4,01","111,47",425,"0,49","867,35",141,"1,87","75,40",152,"0,76","200,00",25,"0,32","78,12",25,"0,09","277,78"
257,"3,72","69,09",364,"2,06","176,70",390,"3,47","112,39",574,"0,53","1083,02",331,"2,84","116,55",922,"1,01","912,87",175,"2,41","72,61",124,"0,61","203,28",28,"0,36","77,78",25,"0,10","250,00"
143,"2,16","66,20",434,"2,56","169,53",325,"2,90","112,07",572,"0,52","1100,00",460,"4,02","114,43",677,"0,70","967,14",139,"1,83","75,96",143,"0,77","185,71",23,"0,29","79,31",27,"0,10","270,00"
339,"5,17","65,57",563,"3,25","173,23",347,"3,08","112,66",1050,"0,98","1071,43",331,"2,83","116,96",432,"0,49","881,63",195,"2,59","75,29",202,"1,01","200,00",26,"0,32","81,25",25,"0,10","250,00"
284,"4,29","66,20",573,"3,30","173,64",253,"2,27","111,45",888,"0,88","1009,09",278,"2,54","109,45",837,"0,87","962,07",155,"2,11","73,46",131,"0,74","177,03",27,"0,32","84,38",24,"0,09","266,67"
267,"4,18","63,88",336,"1,89","177,78",446,"4,04","110,40",513,"0,47","1091,49",332,"2,84","116,90",891,"1,07","832,71",148,"1,93","76,68",229,"1,20","190,83",26,"0,31","83,87",28,"0,10","280,00"
333,"5,00","66,60",456,"2,61","174,71",419,"3,61","116,07",587,"0,56","1048,21",411,"3,77","109,02",794,"0,89","892,13",123,"1,64","75,00",180,"1,00","180,00",26,"0,31","83,87",24,"0,08","300,00"
393,"5,87","66,95",493,"2,78","177,34",104,"0,95","109,47",807,"0,74","1090,54",245,"2,19","111,87",1323,"1,31","1009,92",174,"2,28","76,32",225,"1,15","195,65",27,"0,32","84,38",25,"0,10","250,00"
190,"2,86","66,43",716,"4,02","178,11",328,"3,05","107,54",698,"0,71","983,10",261,"2,34","111,54",601,"0,59","1018,64",153,"1,95","78,46",189,"1,00","189,00",26,"0,31","83,87",24,"0,09","266,67"
231,"3,46","66,76",492,"2,69","182,90",302,"2,66","113,53",1085,"0,96","1130,21",464,"4,19","110,74",533,"0,53","1005,66",190,"2,61","72,80",197,"0,97","203,09",22,"0,26","84,62",27,"0,11","245,45"
382,"5,44","70,22",316,"1,83","172,68",255,"2,38","107,14",691,"0,67","1031,34",327,"2,88","113,54",869,"0,90","965,56",181,"2,29","79,04",223,"1,16","192,24",27,"0,32","84,38",26,"0,10","260,00"
266,"3,73","71,31",427,"2,41","177,18",310,"2,76","112,32",493,"0,45","1095,56",397,"3,52","112,78",507,"0,59","859,32",182,"2,31","78,79",170,"0,85","200,00",28,"0,32","87,50",24,"0,10","240,00"
335,"5,05","66,34",446,"2,46","181,30",609,"5,39","112,99",542,"0,50","1084,00",464,"3,96","117,17",767,"0,85","902,35",128,"1,65","77,58",172,"0,90","191,11",18,"0,23","78,26",23,"0,10","230,00"
214,"3,26","65,64",756,"4,70","160,85",311,"2,73","113,92",480,"0,44","1090,91",167,"1,53","109,15",672,"0,73","920,55",159,"2,04","77,94",135,"0,69","195,65",25,"0,30","83,33",25,"0,10","250,00"
235,"3,78","62,17",237,"1,28","185,16",355,"3,16","112,34",635,"0,57","1114,04",323,"2,79","115,77",822,"0,88","934,09",151,"2,02","74,75",184,"0,90","204,44",28,"0,35","80,00",24,"0,10","240,00"
213,"3,50","60,86",448,"2,51","178,49",444,"3,85","115,32",1483,"1,42","1044,37",269,"2,40","112,08",642,"0,63","1019,05",157,"2,03","77,34",192,"1,06","181,13",18,"0,22","81,82",27,"0,09","300,00"
218,"3,22","67,70",706,"4,27","165,34",342,"3,04","112,50",730,"0,70","1042,86",353,"3,09","114,24",788,"0,79","997,47",180,"2,39","75,31",228,"1,19","191,60",26,"0,34","76,47",27,"0,10","270,00"
216,"3,22","67,08",174,"1,02","170,59",336,"3,07","109,45",711,"0,65","1093,85",370,"3,19","115,99",952,"0,91","1046,15",176,"2,29","76,86",202,"1,08","187,04",24,"0,27","88,89",28,"0,11","254,55"
224,"3,33","67,27",314,"1,81","173,48",388,"3,63","106,89",906,"0,81","1118,52",344,"3,21","107,17",595,"0,62","959,68",186,"2,53","73,52",173,"0,89","194,38",18,"0,24","75,00",23,"0,09","255,56"
322,"5,04","63,89",470,"2,85","164,91",344,"3,02","113,91",807,"0,72","1120,83",415,"3,59","115,60",495,"0,49","1010,20",110,"1,58","69,62",193,"1,06","182,08",27,"0,32","84,38",27,"0,11","245,45"
276,"4,20","65,71",622,"3,62","171,82",236,"2,12","111,32",945,"0,87","1086,21",513,"4,39","116,86",848,"0,82","1034,15",205,"2,66","77,07",184,"0,97","189,69",27,"0,34","79,41",26,"0,10","260,00"
194,"3,07","63,19",498,"2,96","168,24",388,"3,46","112,14",732,"0,75","976,00",371,"3,49","106,30",752,"0,73","1030,14",172,"2,27","75,77",177,"0,89","198,88",18,"0,24","75,00",25,"0,10","250,00"
335,"4,97","67,40",515,"3,06","168,30",407,"3,47","117,29",836,"0,79","1058,23",384,"3,34","114,97",823,"0,81","1016,05",122,"1,71","71,35",214,"1,07","200,00",26,"0,32","81,25",28,"0,11","254,55"
343,"5,48","62,59",332,"1,96","169,39",195,"1,73","112,72",803,"0,75","1070,67",419,"3,53","118,70",782,"0,78","1002,56",181,"2,37","76,37",221,"1,22","181,15",26,"0,32","81,25",26,"0,10","260,00"
169,"2,67","63,30",590,"3,44","171,51",446,"3,79","117,68",1245,"1,18","1055,08",473,"4,17","113,43",864,"0,88","981,82",150,"2,07","72,46",120,"0,63","190,48",25,"0,30","83,33",24,"0,10","240,00"
260,"4,05","64,20",371,"2,16","171,76",411,"3,69","111,38",1071,"1,02","1050,00",340,"2,95","115,25",562,"0,57","985,96",115,"1,54","74,68",111,"0,53","209,43",27,"0,34","79,41",27,"0,10","270,00"
228,"3,44","66,28",407,"2,25","180,89",185,"1,62","114,20",912,"0,90","1013,33",245,"2,14","114,49",907,"0,90","1007,78",173,"2,27","76,21",163,"0,85","191,76",29,"0,35","82,86",27,"0,10","270,00"
222,"3,34","66,47",663,"3,91","169,57",347,"3,27","106,12",574,"0,52","1103,85",429,"3,70","115,95",734,"0,68","1079,41",176,"2,37","74,26",179,"0,87","205,75",28,"0,32","87,50",23,"0,10","230,00"
321,"4,58","70,09",473,"2,86","165,38",421,"3,67","114,71",966,"0,88","1097,73",367,"3,22","113,98",807,"0,79","1021,52",131,"1,75","74,86",142,"0,71","200,00",25,"0,30","83,33",25,"0,10","250,00"
342,"5,23","65,39",543,"3,28","165,55",249,"2,20","113,18",859,"0,77","1115,58",307,"2,61","117,62",360,"0,36","1000,00",135,"1,81","74,59",211,"1,14","185,09",29,"0,32","90,62",27,"0,11","245,45"
