rsassa-pss-256,X25519,,rsassa-pss-256,P-256,,rsassa-pss-256,mlkem512,,ed25519,X25519,,ed25519,P-256,,ed25519,mlkem512,,falcon512,X25519,,falcon512,P-256,,falcon512,mlkem512,,sphincssha2128fsimple,X25519,,sphincssha2128fsimple,P-256,,sphincssha2128fsimple,mlkem512,,sphincssha2128ssimple,X25519,,sphincssha2128ssimple,P-256,,sphincssha2128ssimple,mlkem512,
322,"0,25","1288,00",418,"0,36","1161,11",480,"0,44","1090,91",319,"0,28","1139,29",593,"0,67","885,07",530,"0,53","1000,00",245,"0,22","1113,64",532,"0,51","1043,14",447,"0,35","1277,14",282,"1,25","225,60",269,"0,98","274,49",338,"1,35","250,37",36,"0,09","400,00",42,"0,10","420,00",37,"0,10","370,00"
576,"0,46","1252,17",460,"0,46","1000,00",403,"0,47","857,45",681,"0,60","1135,00",765,"0,82","932,93",406,"0,41","990,24",752,"0,56","1342,86",295,"0,32","921,88",676,"0,54","1251,85",295,"1,28","230,47",226,"0,82","275,61",413,"1,65","250,30",35,"0,10","350,00",40,"0,09","444,44",42,"0,11","381,82"
500,"0,40","1250,00",326,"0,32","1018,75",379,"0,37","1024,32",391,"0,35","1117,14",672,"0,64","1050,00",219,"0,21","1042,86",276,"0,22","1254,55",646,"0,67","964,18",549,"0,43","1276,74",320,"1,38","231,88",323,"1,30","248,46",380,"1,57","242,04",40,"0,09","444,44",39,"0,10","390,00",40,"0,10","400,00"
509,"0,40","1272,50",415,"0,38","1092,11",616,"0,59","1044,07",408,"0,36","1133,33",786,"0,77","1020,78",309,"0,31","996,77",982,"0,76","1292,11",379,"0,37","1024,32",410,"0,35","1171,43",186,"0,82","226,83",335,"1,19","281,51",223,"0,88","253,41",38,"0,09","422,22",43,"0,09","477,78",35,"0,10","350,00"
750,"0,58","1293,10",568,"0,49","1159,18",491,"0,53","926,42",342,"0,29","1179,31",210,"0,19","1105,26",668,"0,69","968,12",678,"0,51","1329,41",319,"0,34","938,24",513,"0,39","1315,38",323,"1,31","246,56",268,"1,08","248,15",291,"1,15","253,04",37,"0,10","370,00",44,"0,11","400,00",37,"0,11","336,36"
301,"0,24","1254,17",217,"0,19","1142,11",323,"0,34","950,00",690,"0,57","1210,53",648,"0,62","1045,16",757,"0,74","1022,97",404,"0,31","1303,23",511,"0,55","929,09",813,"0,66","1231,82",333,"1,42","234,51",293,"1,20","244,17",481,"1,84","261,41",35,"0,09","388,89",42,"0,10","420,00",40,"0,11","363,64"
671,"0,52","1290,38",336,"0,30","1120,00",573,"0,55","1041,82",503,"0,44","1143,18",652,"0,62","1051,61",635,"0,57","1114,04",457,"0,36","1269,44",560,"0,58","965,52",372,"0,31","1200,00",213,"0,94","226,60",429,"1,52","282,24",263,"1,03","255,34",39,"0,09","433,33",44,"0,10","440,00",40,"0,09","444,44"
502,"0,38","1321,05",413,"0,39","1058,97",339,"0,32","1059,38",492,"0,43","1144,19",431,"0,46","936,96",715,"0,80","893,75",513,"0,41","1251,22",547,"0,53","1032,08",658,"0,53","1241,51",292,"1,26","231,75",381,"1,49","255,70",244,"0,92","265,22",36,"0,09","400,00",40,"0,10","400,00",39,"0,10","390,00"
289,"0,21","1376,19",336,"0,34","988,24",515,"0,47","1095,74",604,"0,56","1078,57",799,"0,76","1051,32",518,"0,48","1079,17",642,"0,52","1234,62",499,"0,55","907,27",465,"0,40","1162,50",311,"1,35","230,37",301,"1,23","244,72",207,"0,84","246,43",35,"0,10","350,00",31,"0,07","442,86",38,"0,10","380,00"
481,"0,38","1265,79",443,"0,41","1080,49",578,"0,44","1313,64",227,"0,19","1194,74",405,"0,41","987,80",757,"0,78","970,51",534,"0,43","1241,86",443,"0,48","922,92",645,"0,53","1216,98",310,"1,39","223,02",390,"1,68","232,14",228,"0,86","265,12",39,"0,10","390,00",40,"0,09","444,44",34,"0,09","377,78"
399,"0,32","1246,88",331,"0,29","1141,38",471,"0,36","1308,33",401,"0,35","1145,71",315,"0,31","1016,13",605,"0,65","930,77",545,"0,41","1329,27",393,"0,44","893,18",682,"0,58","1175,86",369,"1,61","229,19",310,"1,26","246,03",280,"1,08","259,26",41,"0,11","372,73",34,"0,09","377,78",40,"0,11","363,64"
534,"0,41","1302,44",461,"0,49","940,82",527,"0,43","1225,58",660,"0,58","1137,93",410,"0,42","976,19",502,"0,48","1045,83",397,"0,31","1280,65",574,"0,66","869,70",382,"0,32","1193,75",332,"1,41","235,46",401,"1,74","230,46",263,"1,06","248,11",35,"0,09","388,89",38,"0,09","422,22",39,"0,11","354,55"
355,"0,28","1267,86",441,"0,46","958,70",594,"0,52","1142,31",581,"0,50","1162,00",617,"0,67","920,90",725,"0,76","953,95",337,"0,27","1248,15",731,"0,74","987,84",677,"0,56","1208,93",337,"1,47","229,25",372,"1,55","240,00",280,"1,06","264,15",37,"0,10","370,00",35,"0,09","388,89",34,"0,10","340,00"
439,"0,33","1330,30",524,"0,46","1139,13",493,"0,40","1232,50",399,"0,33","1209,09",557,"0,52","1071,15",203,"0,20","1015,00",433,"0,37","1170,27",403,"0,38","1060,53",483,"0,43","1123,26",383,"1,57","243,95",347,"1,38","251,45",346,"1,37","252,55",36,"0,09","400,00",45,"0,11","409,09",38,"0,11","345,45"
761,"0,59","1289,83",597,"0,60","995,00",568,"0,49","1159,18",498,"0,43","1158,14",861,"0,89","967,42",539,"0,50","1078,00",575,"0,48","1197,92",737,"0,76","969,74",460,"0,37","1243,24",368,"1,56","235,90",346,"1,38","250,72",220,"0,85","258,82",34,"0,08","425,00",38,"0,09","422,22",33,"0,09","366,67"
675,"0,51","1323,53",414,"0,45","920,00",720,"0,61","1180,33",289,"0,24","1204,17",634,"0,68","932,35",407,"0,38","1071,05",583,"0,45","1295,56",460,"0,48","958,33",421,"0,35","1202,86",281,"1,22","230,33",290,"1,18","245,76",383,"1,55","247,10",35,"0,08","437,50",36,"0,07","514,29",35,"0,10","350,00"
574,"0,43","1334,88",627,"0,56","1119,64",578,"0,55","1050,91",403,"0,35","1151,43",558,"0,54","1033,33",331,"0,29","1141,38",454,"0,37","1227,03",509,"0,50","1018,00",218,"0,19","1147,37",325,"1,39","233,81",285,"1,21","235,54",283,"0,95","297,89",40,"0,12","333,33",44,"0,12","366,67",39,"0,10","390,00"
528,"0,44","1200,00",490,"0,44","1113,64",383,"0,37","1035,14",348,"0,29","1200,00",290,"0,29","1000,00",372,"0,32","1162,50",661,"0,51","1296,08",511,"0,53","964,15",877,"0,69","1271,01",373,"1,61","231,68",271,"1,09","248,62",372,"1,44","258,33",39,"0,09","433,33",41,"0,09","455,56",35,"0,09","388,89"
232,"0,21","1104,76",572,"0,55","1040,00",612,"0,57","1073,68",330,"0,32","1031,25",553,"0,59","937,29",359,"0,31","1158,06",331,"0,27","1225,93",535,"0,46","1163,04",382,"0,30","1273,33",280,"1,26","222,22",151,"0,61","247,54",187,"0,72","259,72",23,"0,05","460,00",42,"0,10","420,00",30,"0,09","333,33"
504,"0,38","1326,32",514,"0,54","951,85",472,"0,40","1180,00",461,"0,39","1182,05",290,"0,29","1000,00",792,"0,68","1164,71",434,"0,34","1276,47",930,"0,86","1081,40",568,"0,44","1290,91",401,"1,73","231,79",235,"0,95","247,37",336,"1,35","248,89",37,"0,09","411,11",40,"0,11","363,64",36,"0,09","400,00"
282,"0,24","1175,00",467,"0,40","1167,50",496,"0,44","1127,27",683,"0,57","1198,25",565,"0,59","957,63",584,"0,52","1123,08",535,"0,41","1304,88",547,"0,50","1094,00",532,"0,45","1182,22",331,"1,39","238,13",357,"1,55","230,32",321,"1,23","260,98",40,"0,09","444,44",43,"0,11","390,91",35,"0,09","388,89"
373,"0,31","1203,23",403,"0,41","982,93",571,"0,51","1119,61",635,"0,57","1114,04",570,"0,57","1000,00",711,"0,69","1030,43",203,"0,19","1068,42",407,"0,35","1162,86",667,"0,53","1258,49",198,"0,85","232,94",325,"1,24","262,10",157,"0,65","241,54",24,"0,05","480,00",41,"0,09","455,56",36,"0,10","360,00"
722,"0,60","1203,33",424,"0,39","1087,18",452,"0,41","1102,44",639,"0,56","1141,07",387,"0,41","943,90",849,"0,75","1132,00",995,"0,71","1401,41",605,"0,54","1120,37",537,"0,47","1142,55",339,"1,48","229,05",235,"0,97","242,27",348,"1,37","254,01",42,"0,10","420,00",44,"0,10","440,00",39,"0,10","390,00"
369,"0,29","1272,41",904,"0,82","1102,44",495,"0,43","1151,16",564,"0,48","1175,00",894,"0,94","951,06",535,"0,46","1163,04",580,"0,48","1208,33",413,"0,39","1058,97",546,"0,43","1269,77",284,"1,18","240,68",398,"1,54","258,44",202,"0,75","269,33",35,"0,08","437,50",39,"0,10","390,00",40,"0,10","400,00"
521,"0,41","1270,73",401,"0,39","1028,21",574,"0,49","1171,43",394,"0,36","1094,44",513,"0,57","900,00",712,"0,63","1130,16",297,"0,24","1237,50",415,"0,36","1152,78",369,"0,30","1230,00",324,"1,39","233,09",406,"1,64","247,56",175,"0,62","282,26",28,"0,07","400,00",37,"0,09","411,11",38,"0,11","345,45"
672,"0,51","1317,65",547,"0,48","1139,58",484,"0,46","1052,17",582,"0,51","1141,18",832,"0,81","1027,16",857,"0,76","1127,63",377,"0,29","1300,00",396,"0,36","1100,00",530,"0,44","1204,55",204,"0,79","258,23",311,"1,23","252,85",393,"1,58","248,73",37,"0,10","370,00",44,"0,10","440,00",33,"0,09","366,67"
390,"0,29","1344,83",520,"0,56","928,57",380,"0,36","1055,56",576,"0,50","1152,00",513,"0,51","1005,88",471,"0,46","1023,91",278,"0,23","1208,70",421,"0,40","1052,50",417,"0,36","1158,33",340,"1,48","229,73",449,"1,86","241,40",359,"1,44","249,31",38,"0,09","422,22",43,"0,10","430,00",36,"0,11","327,27"
393,"0,30","1310,00",234,"0,24","975,00",636,"0,55","1156,36",645,"0,59","1093,22",425,"0,43","988,37",836,"0,74","1129,73",671,"0,53","1266,04",778,"0,69","1127,54",502,"0,38","1321,05",290,"1,25","232,00",430,"1,67","257,49",278,"1,11","250,45",32,"0,08","400,00",39,"0,08","487,50",39,"0,09","433,33"
548,"0,44","1245,45",318,"0,30","1060,00",387,"0,35","1105,71",640,"0,54","1185,19",531,"0,52","1021,15",514,"0,49","1048,98",401,"0,31","1293,55",463,"0,44","1052,27",443,"0,37","1197,30",280,"1,25","224,00",272,"1,10","247,27",347,"1,37","253,28",39,"0,10","390,00",36,"0,10","360,00",41,"0,10","410,00"
441,"0,40","1102,50",353,"0,37","954,05",416,"0,37","1124,32",318,"0,29","1096,55",705,"0,76","927,63",263,"0,25","1052,00",512,"0,40","1280,00",513,"0,49","1046,94",318,"0,26","1223,08",258,"1,08","238,89",371,"1,53","242,48",298,"1,14","261,40",41,"0,11","372,73",38,"0,08","475,00",34,"0,10","340,00"
572,"0,47","1217,02",629,"0,67","938,81",433,"0,36","1202,78",344,"0,30","1146,67",655,"0,62","1056,45",552,"0,49","1126,53",342,"0,30","1140,00",543,"0,47","1155,32",348,"0,28","1242,86",308,"1,29","238,76",257,"1,01","254,46",298,"1,11","268,47",35,"0,08","437,50",40,"0,10","400,00",39,"0,09","433,33"
500,"0,46","1086,96",187,"0,20","935,00",406,"0,39","1041,03",425,"0,36","1180,56",946,"0,92","1028,26",563,"0,57","987,72",416,"0,33","1260,61",453,"0,43","1053,49",345,"0,29","1189,66",218,"0,74","294,59",335,"1,35","248,15",280,"1,07","261,68",40,"0,09","444,44",45,"0,10","450,00",37,"0,10","370,00"
492,"0,43","1144,19",830,"0,82","1012,20",306,"0,24","1275,00",816,"0,67","1217,91",208,"0,20","1040,00",350,"0,31","1129,03",599,"0,47","1274,47",591,"0,53","1115,09",534,"0,43","1241,86",350,"1,48","236,49",368,"1,52","242,11",323,"1,24","260,48",38,"0,09","422,22",41,"0,11","372,73",35,"0,10","350,00"
412,"0,35","1177,14",393,"0,39","1007,69",742,"0,66","1124,24",593,"0,48","1235,42",561,"0,55","1020,00",565,"0,52","1086,54",360,"0,28","1285,71",350,"0,32","1093,75",413,"0,33","1251,52",185,"0,74","250,00",328,"1,32","248,48",335,"1,28","261,72",35,"0,08","437,50",36,"0,09","400,00",33,"0,10","330,00"
284,"0,24","1183,33",520,"0,60","866,67",530,"0,47","1127,66",572,"0,50","1144,00",445,"0,46","967,39",305,"0,28","1089,29",437,"0,37","1181,08",439,"0,40","1097,50",388,"0,31","1251,61",361,"1,37","263,50",240,"0,96","250,00",265,"1,04","254,81",41,"0,10","410,00",25,"0,07","357,14",36,"0,08","450,00"
449,"0,41","1095,12",457,"0,40","1142,50",468,"0,42","1114,29",595,"0,50","1190,00",339,"0,35","968,57",668,"0,59","1132,20",371,"0,31","1196,77",502,"0,46","1091,30",270,"0,20","1350,00",318,"1,16","274,14",252,"0,89","283,15",354,"1,29","274,42",41,"0,11","372,73",39,"0,10","390,00",41,"0,11","372,73"
641,"0,56","1144,64",405,"0,39","1038,46",431,"0,39","1105,13",495,"0,43","1151,16",519,"0,57","910,53",632,"0,57","1108,77",383,"0,30","1276,67",458,"0,43","1065,12",441,"0,37","1191,89",344,"1,25","275,20",261,"1,09","239,45",193,"0,80","241,25",39,"0,09","433,33",36,"0,10","360,00",28,"0,07","400,00"
418,"0,42","995,24",322,"0,29","1110,34",738,"0,56","1317,86",561,"0,45","1246,67",651,"0,66","986,36",606,"0,53","1143,40",698,"0,60","1163,33",686,"0,61","1124,59",348,"0,28","1242,86",329,"1,16","283,62",417,"1,71","243,86",311,"1,16","268,10",37,"0,10","370,00",40,"0,10","400,00",39,"0,11","354,55"
664,"0,58","1144,83",407,"0,42","969,05",330,"0,30","1100,00",826,"0,68","1214,71",374,"0,41","912,20",572,"0,48","1191,67",459,"0,37","1240,54",448,"0,39","1148,72",313,"0,26","1203,85",142,"0,49","289,80",248,"1,01","245,54",306,"1,28","239,06",35,"0,09","388,89",37,"0,11","336,36",37,"0,10","370,00"
439,"0,33","1330,30",448,"0,45","995,56",401,"0,39","1028,21",661,"0,53","1247,17",485,"0,50","970,00",910,"0,80","1137,50",620,"0,47","1319,15",616,"0,53","1162,26",432,"0,35","1234,29",312,"1,16","268,97",445,"1,80","247,22",298,"1,15","259,13",34,"0,09","377,78",298,"1,22","244,26",22,"0,05","440,00"
387,"0,33","1172,73",534,"0,54","988,89",714,"0,65","1098,46",523,"0,44","1188,64",850,"0,82","1036,59",666,"0,63","1057,14",718,"0,60","1196,67",486,"0,44","1104,55",446,"0,36","1238,89",402,"1,39","289,21",307,"1,20","255,83",253,"1,00","253,00",38,"0,08","475,00",303,"1,18","256,78",39,"0,09","433,33"
