ecdsa-secp384,P-521,,ecdsa-secp384,mlkem1024,,mldsa87,P-521,,mldsa87,mlkem1024,,falcon1024,P-521,,falcon1024,mlkem1024,,sphincssha2256fsimple,P-521,,sphincssha2256fsimple,mlkem1024,,sphincssha2256ssimple,P-521,,sphincssha2256ssimple,mlkem1024,
147,"1,95","75,38",615,"4,22","145,73",302,"2,91","103,78",650,"0,61","1065,57",240,"2,20","109,09",536,"0,57","940,35",170,"2,11","80,57",165,"0,88","187,50",28,"0,31","90,32",29,"0,11","263,64"
279,"3,67","76,02",366,"2,37","154,43",285,"2,77","102,89",741,"0,72","1029,17",362,"3,24","111,73",262,"0,27","970,37",167,"1,99","83,92",191,"0,90","212,22",25,"0,29","86,21",28,"0,10","280,00"
248,"3,18","77,99",287,"1,79","160,34",258,"2,44","105,74",423,"0,39","1084,62",309,"2,69","114,87",856,"0,78","1097,44",175,"2,15","81,40",232,"1,09","212,84",26,"0,32","81,25",27,"0,10","270,00"
298,"4,07","73,22",419,"2,54","164,96",267,"2,61","102,30",652,"0,61","1068,85",297,"2,62","113,36",487,"0,50","974,00",155,"2,01","77,11",157,"0,75","209,33",24,"0,30","80,00",29,"0,11","263,64"
249,"3,17","78,55",580,"3,38","171,60",392,"3,92","100,00",545,"0,52","1048,08",329,"2,93","112,29",333,"0,32","1040,62",130,"1,67","77,84",122,"0,58","210,34",25,"0,34","73,53",28,"0,10","280,00"
354,"4,51","78,49",348,"2,02","172,28",307,"2,84","108,10",188,"0,18","1044,44",288,"2,62","109,92",629,"0,66","953,03",139,"1,75","79,43",194,"0,94","206,38",29,"0,36","80,56",28,"0,10","280,00"
363,"4,70","77,23",332,"1,96","169,39",367,"3,25","112,92",611,"0,61","1001,64",301,"2,68","112,31",251,"0,23","1091,30",121,"1,60","75,62",187,"0,99","188,89",26,"0,31","83,87",29,"0,11","263,64"
332,"4,21","78,86",367,"2,10","174,76",290,"2,65","109,43",507,"0,48","1056,25",189,"1,72","109,88",700,"0,63","1111,11",193,"2,33","82,83",128,"0,60","213,33",29,"0,33","87,88",27,"0,10","270,00"
300,"4,01","74,81",432,"2,44","177,05",268,"2,56","104,69",405,"0,38","1065,79",358,"3,12","114,74",462,"0,45","1026,67",199,"2,45","81,22",155,"0,74","209,46",25,"0,30","83,33",28,"0,10","280,00"
346,"4,32","80,09",395,"2,28","173,25",410,"3,67","111,72",651,"0,64","1017,19",364,"3,31","109,97",394,"0,42","938,10",168,"2,08","80,77",198,"0,96","206,25",26,"0,31","83,87",26,"0,10","260,00"
406,"5,45","74,50",706,"3,97","177,83",397,"3,63","109,37",973,"0,84","1158,33",308,"2,81","109,61",230,"0,24","958,33",178,"2,15","82,79",131,"0,67","195,52",24,"0,29","82,76",27,"0,11","245,45"
298,"3,95","75,44",290,"1,68","172,62",330,"3,05","108,20",328,"0,32","1025,00",303,"2,77","109,39",976,"0,91","1072,53",167,"2,03","82,27",238,"1,12","212,50",29,"0,34","85,29",27,"0,10","270,00"
168,"2,17","77,42",322,"1,87","172,19",253,"2,30","110,00",610,"0,56","1089,29",467,"4,22","110,66",586,"0,58","1010,34",162,"2,00","81,00",211,"1,07","197,20",28,"0,33","84,85",24,"0,09","266,67"
308,"3,91","78,77",344,"2,02","170,30",428,"4,00","107,00",526,"0,47","1119,15",328,"2,99","109,70",617,"0,58","1063,79",138,"1,67","82,63",91,"0,41","221,95",26,"0,30","86,67",26,"0,10","260,00"
272,"3,51","77,49",362,"2,04","177,45",384,"3,48","110,34",345,"0,33","1045,45",343,"3,12","109,94",550,"0,56","982,14",152,"1,84","82,61",197,"0,97","203,09",27,"0,32","84,38",20,"0,07","285,71"
128,"1,61","79,50",438,"2,61","167,82",340,"3,07","110,75",476,"0,46","1034,78",320,"2,89","110,73",652,"0,65","1003,08",127,"1,54","82,47",193,"0,92","209,78",24,"0,29","82,76",28,"0,10","280,00"
307,"4,04","75,99",408,"2,18","187,16",278,"2,69","103,35",596,"0,55","1083,64",320,"2,81","113,88",513,"0,52","986,54",151,"1,82","82,97",160,"0,80","200,00",25,"0,30","83,33",29,"0,11","263,64"
249,"3,25","76,62",504,"2,73","184,62",321,"2,89","111,07",435,"0,43","1011,63",241,"2,23","108,07",490,"0,50","980,00",90,"1,09","82,57",232,"1,09","212,84",28,"0,31","90,32",20,"0,06","333,33"
180,"2,29","78,60",331,"1,86","177,96",292,"2,85","102,46",343,"0,33","1039,39",330,"2,99","110,37",760,"0,77","987,01",160,"1,99","80,40",152,"0,76","200,00",27,"0,31","87,10",26,"0,10","260,00"
328,"4,26","77,00",364,"2,10","173,33",316,"2,88","109,72",410,"0,37","1108,11",244,"2,22","109,91",278,"0,29","958,62",141,"1,73","81,50",94,"0,46","204,35",25,"0,29","86,21",26,"0,09","288,89"
249,"3,14","79,30",367,"2,01","182,59",307,"2,69","114,13",669,"0,63","1061,90",264,"2,32","113,79",689,"0,63","1093,65",126,"1,53","82,35",186,"0,89","208,99",26,"0,32","81,25",16,"0,05","320,00"
246,"3,10","79,35",500,"2,73","183,15",346,"3,07","112,70",279,"0,28","996,43",341,"3,00","113,67",538,"0,59","911,86",148,"1,84","80,43",184,"0,86","213,95",27,"0,32","84,38",26,"0,09","288,89"
244,"3,23","75,54",420,"2,26","185,84",390,"3,80","102,63",417,"0,43","969,77",336,"3,04","110,53",386,"0,36","1072,22",157,"1,89","83,07",159,"0,74","214,86",28,"0,31","90,32",29,"0,10","290,00"
363,"4,56","79,61",606,"3,26","185,89",307,"2,71","113,28",849,"0,95","893,68",272,"2,42","112,40",814,"0,82","992,68",104,"1,35","77,04",148,"0,70","211,43",28,"0,31","90,32",23,"0,08","287,50"
265,"3,33","79,58",325,"1,90","171,05",253,"2,44","103,69",574,"0,51","1125,49",285,"2,60","109,62",711,"0,75","948,00",153,"1,97","77,66",206,"0,98","210,20",26,"0,32","81,25",28,"0,11","254,55"
195,"2,53","77,08",395,"2,28","173,25",248,"2,56","96,88",320,"0,32","1000,00",269,"2,27","118,50",532,"0,55","967,27",157,"1,92","81,77",204,"0,96","212,50",25,"0,28","89,29",24,"0,09","266,67"
275,"3,45","79,71",594,"3,57","166,39",338,"3,10","109,03",385,"0,36","1069,44",313,"2,75","113,82",572,"0,56","1021,43",134,"1,62","82,72",153,"0,73","209,59",28,"0,33","84,85",28,"0,10","280,00"
221,"3,16","69,94",116,"0,74","156,76",331,"3,37","98,22",582,"0,52","1119,23",308,"2,67","115,36",703,"0,68","1033,82",153,"1,94","78,87",228,"1,06","215,09",26,"0,30","86,67",28,"0,11","254,55"
239,"3,35","71,34",319,"1,85","172,43",352,"3,34","105,39",300,"0,27","1111,11",171,"1,52","112,50",482,"0,43","1120,93",168,"2,01","83,58",218,"1,10","198,18",27,"0,32","84,38",29,"0,11","263,64"
171,"2,66","64,29",587,"3,72","157,80",289,"2,61","110,73",670,"0,61","1098,36",268,"2,40","111,67",600,"0,59","1016,95",182,"2,19","83,11",112,"0,52","215,38",25,"0,30","83,33",24,"0,09","266,67"
293,"4,47","65,55",367,"2,07","177,29",350,"3,29","106,38",615,"0,53","1160,38",405,"3,37","120,18",705,"0,73","965,75",190,"2,36","80,51",215,"1,02","210,78",28,"0,34","82,35",28,"0,11","254,55"
270,"4,26","63,38",295,"1,73","170,52",363,"3,49","104,01",616,"0,55","1120,00",370,"3,39","109,14",423,"0,43","983,72",185,"2,25","82,22",185,"0,91","203,30",27,"0,30","90,00",30,"0,11","272,73"
170,"2,63","64,64",453,"2,77","163,54",316,"3,07","102,93",386,"0,36","1072,22",174,"1,57","110,83",526,"0,53","992,45",137,"1,69","81,07",119,"0,57","208,77",26,"0,30","86,67",24,"0,10","240,00"
206,"3,39","60,77",283,"1,74","162,64",254,"2,36","107,63",527,"0,46","1145,65",309,"2,93","105,46",567,"0,56","1012,50",154,"1,86","82,80",157,"0,73","215,07",27,"0,33","81,82",29,"0,11","263,64"
205,"3,10","66,13",446,"2,51","177,69",349,"2,87","121,60",876,"0,81","1081,48",266,"2,26","117,70",763,"0,76","1003,95",174,"2,10","82,86",183,"0,89","205,62",25,"0,28","89,29",26,"0,11","236,36"
232,"3,15","73,65",565,"3,35","168,66",134,"1,17","114,53",367,"0,33","1112,12",224,"2,09","107,18",560,"0,57","982,46",173,"2,05","84,39",198,"0,98","202,04",28,"0,32","87,50",27,"0,10","270,00"
241,"3,28","73,48",267,"1,46","182,88",237,"2,01","117,91",128,"0,12","1066,67",325,"2,94","110,54",585,"0,57","1026,32",171,"2,10","81,43",136,"0,62","219,35",26,"0,30","86,67",27,"0,09","300,00"
346,"4,71","73,46",349,"2,04","171,08",411,"3,51","117,09",409,"0,40","1022,50",406,"3,63","111,85",430,"0,40","1075,00",157,"1,88","83,51",188,"0,99","189,90",28,"0,32","87,50",30,"0,11","272,73"
262,"3,61","72,58",556,"3,00","185,33",335,"2,99","112,04",681,"0,64","1064,06",238,"1,96","121,43",580,"0,57","1017,54",110,"1,34","82,09",140,"0,66","212,12",28,"0,33","84,85",27,"0,11","245,45"
184,"2,57","71,60",275,"1,49","184,56",331,"2,80","118,21",151,"0,15","1006,67",194,"1,60","121,25",524,"0,50","1048,00",160,"1,95","82,05",186,"0,88","211,36",27,"0,32","84,38",25,"0,10","250,00"
