ecdsa-secp384,P-521,,ecdsa-secp384,mlkem1024,,mldsa87,P-521,,mldsa87,mlkem1024,,falcon1024,P-521,,falcon1024,mlkem1024,,sphincssha2256fsimple,P-521,,sphincssha2256fsimple,mlkem1024,,sphincssha2256ssimple,P-521,,sphincssha2256ssimple,mlkem1024,
365,"5,29","69,00",817,"4,99","163,73",568,"4,86","116,87",1752,"1,98","884,85",528,"4,54","116,30",1141,"1,29","884,50",189,"2,35","80,43",239,"1,23","194,31",29,"0,32","90,62",30,"0,10","300,00"
401,"5,50","72,91",562,"3,38","166,27",557,"4,91","113,44",1973,"2,03","971,92",525,"4,60","114,13",1706,"1,96","870,41",200,"2,52","79,37",160,"0,81","197,53",27,"0,31","87,10",29,"0,11","263,64"
402,"5,55","72,43",830,"5,00","166,00",389,"3,32","117,17",1947,"2,05","949,76",520,"4,51","115,30",1729,"1,94","891,24",196,"2,48","79,03",238,"1,17","203,42",27,"0,31","87,10",28,"0,09","311,11"
354,"5,22","67,82",796,"5,14","154,86",574,"4,85","118,35",1317,"1,41","934,04",533,"4,70","113,40",1139,"1,29","882,95",181,"2,27","79,74",235,"1,17","200,85",29,"0,33","87,88",30,"0,10","300,00"
358,"5,21","68,71",634,"3,85","164,68",553,"5,02","110,16",1952,"2,11","925,12",536,"4,69","114,29",1692,"1,95","867,69",185,"2,27","81,50",184,"0,95","193,68",29,"0,31","93,55",30,"0,11","272,73"
363,"5,57","65,17",778,"4,99","155,91",437,"3,85","113,51",1959,"2,02","969,80",515,"4,55","113,19",1716,"1,93","889,12",196,"2,55","76,86",233,"1,18","197,46",27,"0,31","87,10",27,"0,08","337,50"
394,"5,63","69,98",816,"4,96","164,52",561,"4,80","116,88",1330,"1,43","930,07",541,"4,74","114,14",1139,"1,22","933,61",201,"2,40","83,75",240,"1,20","200,00",29,"0,33","87,88",28,"0,09","311,11"
265,"3,69","71,82",764,"4,72","161,86",577,"4,93","117,04",1913,"2,15","889,77",539,"4,72","114,19",1739,"1,78","976,97",136,"1,65","82,42",227,"1,13","200,88",29,"0,32","90,62",31,"0,11","281,82"
387,"5,62","68,86",820,"4,93","166,33",532,"4,74","112,24",1943,"2,15","903,72",497,"4,35","114,25",1712,"1,92","891,67",197,"2,52","78,17",238,"1,17","203,42",28,"0,32","87,50",29,"0,10","290,00"
387,"5,57","69,48",785,"5,09","154,22",555,"4,91","113,03",1300,"1,50","866,67",493,"4,38","112,56",1322,"1,44","918,06",202,"2,53","79,84",239,"1,17","204,27",29,"0,30","96,67",29,"0,09","322,22"
258,"3,76","68,62",777,"4,63","167,82",559,"4,84","115,50",1982,"2,00","991,00",537,"4,72","113,77",1676,"1,99","842,21",128,"1,68","76,19",217,"1,09","199,08",28,"0,31","90,32",30,"0,11","272,73"
378,"5,60","67,50",758,"4,67","162,31",521,"4,58","113,76",1974,"2,02","977,23",550,"4,73","116,28",1698,"2,03","836,45",201,"2,45","82,04",224,"1,08","207,41",29,"0,35","82,86",29,"0,12","241,67"
401,"5,51","72,78",799,"5,05","158,22",518,"4,48","115,62",1581,"1,56","1013,46",369,"3,15","117,14",1600,"1,75","914,29",196,"2,47","79,35",241,"1,16","207,76",29,"0,33","87,88",29,"0,09","322,22"
274,"3,71","73,85",795,"5,09","156,19",562,"5,02","111,95",1882,"2,09","900,48",537,"4,70","114,26",1724,"1,90","907,37",137,"1,62","84,57",233,"1,20","194,17",28,"0,31","90,32",29,"0,10","290,00"
364,"5,65","64,42",560,"3,35","167,16",546,"4,98","109,64",1944,"2,21","879,64",529,"4,76","111,13",1724,"1,84","936,96",200,"2,52","79,37",160,"0,79","202,53",29,"0,31","93,55",28,"0,08","350,00"
400,"5,49","72,86",814,"5,03","161,83",378,"3,41","110,85",1879,"1,94","968,56",361,"3,18","113,52",1578,"1,75","901,71",201,"2,45","82,04",239,"1,21","197,52",29,"0,34","85,29",30,"0,13","230,77"
310,"4,34","71,43",816,"5,01","162,87",566,"4,92","115,04",1947,"1,95","998,46",531,"4,76","111,55",1606,"1,64","979,27",157,"1,95","80,51",234,"1,17","200,00",28,"0,30","93,33",29,"0,10","290,00"
373,"5,48","68,07",568,"3,34","170,06",559,"4,90","114,08",1986,"2,01","988,06",536,"4,78","112,13",1703,"1,91","891,62",192,"2,49","77,11",163,"0,75","217,33",29,"0,32","90,62",29,"0,10","290,00"
395,"5,57","70,92",795,"4,97","159,96",380,"3,28","115,85",1855,"1,96","946,43",357,"3,18","112,26",1704,"1,93","882,90",200,"2,48","80,65",241,"1,24","194,35",29,"0,36","80,56",29,"0,10","290,00"
377,"5,22","72,22",801,"5,03","159,24",564,"4,92","114,63",1790,"1,82","983,52",535,"4,72","113,35",1133,"1,29","878,29",187,"2,39","78,24",240,"1,21","198,35",27,"0,31","87,10",30,"0,11","272,73"
401,"5,46","73,44",548,"3,38","162,13",542,"4,93","109,94",1953,"2,13","916,90",543,"4,66","116,52",1707,"1,80","948,33",197,"2,56","76,95",163,"0,78","208,97",27,"0,32","84,38",28,"0,09","311,11"
403,"5,53","72,88",808,"5,01","161,28",377,"3,35","112,54",1943,"2,09","929,67",409,"3,83","106,79",1683,"2,02","833,17",199,"2,53","78,66",240,"1,22","196,72",29,"0,30","96,67",30,"0,11","272,73"
367,"5,13","71,54",823,"5,01","164,27",576,"4,88","118,03",1322,"1,38","957,97",523,"4,68","111,75",1142,"1,28","892,19",187,"2,32","80,60",237,"1,18","200,85",29,"0,35","82,86",30,"0,11","272,73"
362,"5,19","69,75",641,"3,93","163,10",560,"4,93","113,59",1970,"2,04","965,69",540,"4,68","115,38",1721,"1,84","935,33",182,"2,26","80,53",186,"0,92","202,17",28,"0,32","87,50",27,"0,10","270,00"
395,"5,58","70,79",780,"4,90","159,18",444,"3,82","116,23",1980,"1,98","1000,00",515,"4,48","114,96",1689,"1,87","903,21",198,"2,47","80,16",232,"1,14","203,51",29,"0,30","96,67",28,"0,10","280,00"
406,"5,60","72,50",801,"4,93","162,47",545,"4,85","112,37",1322,"1,43","924,48",539,"4,74","113,71",1150,"1,35","851,85",199,"2,41","82,57",238,"1,22","195,08",28,"0,31","90,32",29,"0,11","263,64"
265,"3,73","71,05",763,"4,74","160,97",556,"4,96","112,10",1957,"2,07","945,41",547,"4,70","116,38",1694,"1,94","873,20",134,"1,74","77,01",229,"1,13","202,65",29,"0,32","90,62",29,"0,10","290,00"
397,"5,41","73,38",797,"4,87","163,66",543,"4,69","115,78",1969,"2,06","955,83",508,"4,33","117,32",1689,"1,90","888,95",202,"2,47","81,78",237,"1,13","209,73",29,"0,32","90,62",28,"0,10","280,00"
373,"5,68","65,67",810,"4,97","162,98",559,"4,88","114,55",1295,"1,43","905,59",486,"4,38","110,96",1327,"1,41","941,13",198,"2,53","78,26",237,"1,24","191,13",28,"0,32","87,50",29,"0,11","263,64"
262,"3,74","70,05",862,"4,90","175,92",562,"4,88","115,16",1974,"2,03","972,41",540,"4,72","114,41",1685,"1,83","920,77",133,"1,72","77,33",221,"1,12","197,32",29,"0,32","90,62",28,"0,10","280,00"
382,"5,57","68,58",848,"4,96","170,97",531,"4,73","112,26",1980,"1,99","994,97",544,"4,63","117,49",1713,"1,93","887,56",200,"2,44","81,97",222,"1,08","205,56",29,"0,32","90,62",28,"0,10","280,00"
382,"5,57","68,58",874,"4,91","178,00",503,"4,53","111,04",1520,"1,68","904,76",364,"3,16","115,19",1626,"1,72","945,35",195,"2,46","79,27",237,"1,22","194,26",27,"0,30","90,00",30,"0,09","333,33"
254,"3,83","66,32",879,"4,92","178,66",552,"4,91","112,42",1865,"2,16","863,43",537,"4,65","115,48",1705,"1,92","888,02",131,"1,69","77,51",235,"1,14","206,14",29,"0,31","93,55",28,"0,09","311,11"
399,"5,49","72,68",852,"4,94","172,47",563,"4,88","115,37",1969,"2,03","969,95",528,"4,60","114,78",1678,"1,98","847,47",199,"2,44","81,56",161,"0,79","203,80",29,"0,31","93,55",29,"0,10","290,00"
387,"5,67","68,25",833,"5,05","164,95",380,"3,30","115,15",1890,"1,95","969,23",359,"3,24","110,80",1591,"1,70","935,88",196,"2,49","78,71",233,"1,22","190,98",28,"0,30","93,33",29,"0,11","263,64"
306,"4,28","71,50",872,"4,98","175,10",557,"4,86","114,61",1969,"1,98","994,44",528,"4,72","111,86",1573,"1,77","888,70",156,"1,98","78,79",236,"1,15","205,22",29,"0,32","90,62",28,"0,09","311,11"
392,"5,52","71,01",849,"4,91","172,91",567,"5,00","113,40",1982,"2,05","966,83",528,"4,73","111,63",1700,"1,96","867,35",195,"2,42","80,58",154,"0,74","208,11",30,"0,32","93,75",29,"0,11","263,64"
387,"5,63","68,74",858,"4,97","172,64",382,"3,29","116,11",1818,"2,05","886,83",362,"3,12","116,03",1700,"1,96","867,35",197,"2,50","78,80",233,"1,17","199,15",26,"0,31","83,87",30,"0,13","230,77"
373,"5,24","71,18",856,"4,94","173,28",562,"4,99","112,63",1790,"1,79","1000,00",525,"4,75","110,53",1144,"1,28","893,75",188,"2,43","77,37",233,"1,15","202,61",28,"0,32","87,50",26,"0,10","260,00"
394,"5,51","71,51",842,"4,99","168,74",577,"4,89","118,00",1961,"1,95","1005,64",540,"4,74","113,92",1685,"1,95","864,10",199,"2,48","80,24",159,"0,74","214,86",29,"0,32","90,62",29,"0,09","322,22"
394,"5,56","70,86",863,"4,90","176,12",382,"3,40","112,35",1939,"2,10","923,33",412,"3,67","112,26",1699,"1,89","898,94",198,"2,49","79,52",231,"1,14","202,63",29,"0,34","85,29",29,"0,10","290,00"
