rsassa-pss-256,X25519,,rsassa-pss-256,P-256,,rsassa-pss-256,mlkem512,,ed25519,X25519,,ed25519,P-256,,ed25519,mlkem512,,falcon512,X25519,,falcon512,P-256,,falcon512,mlkem512,,sphincssha2128fsimple,X25519,,sphincssha2128fsimple,P-256,,sphincssha2128fsimple,mlkem512,,sphincssha2128ssimple,X25519,,sphincssha2128ssimple,P-256,,sphincssha2128ssimple,mlkem512,
Group 1 Connections,Time (s),Connections/User Sec,Group 2 Connections,Time (s),Connections/User Sec,Group 3 Connections,Time (s),Connections/User Sec,Group 4 Connections,Time (s),Connections/User Sec,Group 5 Connections,Time (s),Connections/User Sec,Group 6 Connections,Time (s),Connections/User Sec,Group 7 Connections,Time (s),Connections/User Sec,Group 8 Connections,Time (s),Connections/User Sec,Group 9 Connections,Time (s),Connections/User Sec,Group 10 Connections,Time (s),Connections/User Sec,Group 11 Connections,Time (s),Connections/User Sec,Group 12 Connections,Time (s),Connections/User Sec,Group 13 Connections,Time (s),Connections/User Sec,Group 14 Connections,Time (s),Connections/User Sec,Group 15 Connections,Time (s),Connections/User Sec
19,"0,02","950,00",27,"0,04","675,00",27,"0,04","675,00",19,"0,03","633,33",28,"0,05","560,00",27,"0,04","675,00",22,"0,03","733,33",27,"0,04","675,00",26,"0,03","866,67",20,"0,09","222,22",26,"0,13","200,00",25,"0,11","227,27",16,"0,04","400,00",12,"0,03","400,00",17,"0,04","425,00"
27,"0,03","900,00",18,"0,02","900,00",27,"0,04","675,00",25,"0,03","833,33",20,"0,04","500,00",27,"0,05","540,00",27,"0,04","675,00",22,"0,03","733,33",28,"0,03","933,33",26,"0,11","236,36",20,"0,09","222,22",26,"0,11","236,36",16,"0,04","400,00",17,"0,05","340,00",11,"0,03","366,67"
27,"0,04","675,00",27,"0,04","675,00",19,"0,02","950,00",28,"0,04","700,00",25,"0,04","625,00",21,"0,03","700,00",27,"0,04","675,00",26,"0,04","650,00",20,"0,03","666,67",27,"0,12","225,00",26,"0,12","216,67",21,"0,11","190,91",9,"0,03","300,00",16,"0,04","400,00",16,"0,04","400,00"
26,"0,03","866,67",27,"0,03","900,00",26,"0,04","650,00",27,"0,03","900,00",28,"0,04","700,00",27,"0,04","675,00",26,"0,04","650,00",27,"0,04","675,00",28,"0,04","700,00",24,"0,11","218,18",26,"0,12","216,67",25,"0,11","227,27",16,"0,04","400,00",16,"0,04","400,00",16,"0,05","320,00"
27,"0,04","675,00",26,"0,04","650,00",27,"0,04","675,00",26,"0,03","866,67",27,"0,04","675,00",28,"0,04","700,00",27,"0,03","900,00",27,"0,04","675,00",27,"0,04","675,00",27,"0,12","225,00",25,"0,11","227,27",27,"0,12","225,00",16,"0,04","400,00",17,"0,06","283,33",15,"0,04","375,00"
27,"0,04","675,00",27,"0,04","675,00",26,"0,04","650,00",27,"0,04","675,00",26,"0,04","650,00",25,"0,04","625,00",27,"0,03","900,00",26,"0,04","650,00",25,"0,04","625,00",26,"0,12","216,67",26,"0,12","216,67",25,"0,11","227,27",11,"0,04","275,00",16,"0,05","320,00",17,"0,05","340,00"
25,"0,03","833,33",27,"0,04","675,00",27,"0,04","675,00",27,"0,04","675,00",27,"0,04","675,00",28,"0,04","700,00",26,"0,04","650,00",28,"0,03","933,33",26,"0,03","866,67",24,"0,11","218,18",26,"0,12","216,67",26,"0,12","216,67",17,"0,04","425,00",15,"0,04","375,00",16,"0,04","400,00"
26,"0,03","866,67",25,"0,04","625,00",27,"0,04","675,00",26,"0,04","650,00",27,"0,04","675,00",27,"0,05","540,00",27,"0,04","675,00",26,"0,04","650,00",27,"0,04","675,00",24,"0,11","218,18",25,"0,11","227,27",26,"0,11","236,36",16,"0,05","320,00",16,"0,05","320,00",16,"0,04","400,00"
27,"0,03","900,00",25,"0,03","833,33",26,"0,03","866,67",28,"0,05","560,00",26,"0,04","650,00",25,"0,04","625,00",28,"0,03","933,33",27,"0,03","900,00",27,"0,03","900,00",27,"0,11","245,45",27,"0,11","245,45",25,"0,11","227,27",12,"0,04","300,00",16,"0,04","400,00",16,"0,04","400,00"
