ecdsa-secp384,P-521,,ecdsa-secp384,mlkem1024,,mldsa87,P-521,,mldsa87,mlkem1024,,falcon1024,P-521,,falcon1024,mlkem1024,,sphincssha2256fsimple,P-521,,sphincssha2256fsimple,mlkem1024,,sphincssha2256ssimple,P-521,,sphincssha2256ssimple,mlkem1024,
360,"5,07","71,01",791,"4,65","170,11",468,"4,26","109,86",1690,"1,70","994,12",307,"2,76","111,23",1155,"1,16","995,69",144,"2,20","65,45",211,"1,01","208,91",24,"0,30","80,00",27,"0,10","270,00"
312,"4,40","70,91",398,"2,25","176,89",582,"5,30","109,81",899,"0,92","977,17",503,"4,52","111,28",1235,"1,22","1012,30",155,"2,38","65,13",239,"1,16","206,03",27,"0,32","84,38",25,"0,10","250,00"
327,"4,68","69,87",582,"3,31","175,83",416,"3,78","110,05",1635,"1,63","1003,07",406,"3,76","107,98",1574,"1,50","1049,33",178,"2,49","71,49",254,"1,15","220,87",26,"0,34","76,47",27,"0,11","245,45"
344,"4,75","72,42",865,"4,89","176,89",348,"3,10","112,26",1376,"1,32","1042,42",401,"3,53","113,60",1680,"1,79","938,55",151,"2,13","70,89",238,"1,12","212,50",25,"0,33","75,76",26,"0,10","260,00"
363,"5,00","72,60",458,"2,82","162,41",496,"4,63","107,13",1388,"1,47","944,22",452,"4,03","112,16",1279,"1,30","983,85",160,"2,19","73,06",157,"0,80","196,25",26,"0,34","76,47",25,"0,10","250,00"
336,"4,74","70,89",788,"4,40","179,09",512,"4,67","109,64",1773,"1,85","958,38",362,"3,30","109,70",1281,"1,36","941,91",170,"2,37","71,73",248,"1,16","213,79",21,"0,25","84,00",27,"0,11","245,45"
397,"5,53","71,79",699,"4,03","173,45",362,"3,33","108,71",2472,"2,52","980,95",491,"4,48","109,60",722,"0,70","1031,43",131,"1,80","72,78",211,"0,97","217,53",22,"0,28","78,57",26,"0,10","260,00"
328,"4,60","71,30",518,"2,95","175,59",322,"2,94","109,52",1296,"1,31","989,31",397,"3,49","113,75",1171,"1,24","944,35",188,"2,59","72,59",143,"0,74","193,24",27,"0,34","79,41",20,"0,08","250,00"
177,"2,47","71,66",421,"2,35","179,15",427,"3,95","108,10",1181,"1,24","952,42",241,"2,18","110,55",1430,"1,45","986,21",126,"1,80","70,00",255,"1,20","212,50",27,"0,33","81,82",26,"0,11","236,36"
377,"5,40","69,81",565,"3,38","167,16",414,"3,68","112,50",2087,"2,09","998,56",570,"5,14","110,89",663,"0,66","1004,55",192,"2,62","73,28",230,"1,10","209,09",24,"0,31","77,42",24,"0,09","266,67"
316,"4,32","73,15",458,"2,66","172,18",269,"2,40","112,08",1266,"1,37","924,09",536,"4,79","111,90",953,"0,96","992,71",150,"2,11","71,09",169,"0,78","216,67",26,"0,32","81,25",27,"0,10","270,00"
252,"3,40","74,12",553,"3,11","177,81",406,"3,63","111,85",598,"0,58","1031,03",337,"2,85","118,25",983,"1,00","983,00",111,"1,48","75,00",220,"1,06","207,55",25,"0,33","75,76",28,"0,12","233,33"
377,"5,14","73,35",910,"5,07","179,49",581,"5,11","113,70",1536,"1,46","1052,05",441,"3,90","113,08",1472,"1,53","962,09",151,"2,12","71,23",213,"0,95","224,21",25,"0,32","78,12",24,"0,09","266,67"
350,"5,10","68,63",645,"3,67","175,75",390,"3,59","108,64",2005,"2,05","978,05",598,"5,37","111,36",795,"0,83","957,83",175,"2,37","73,84",126,"0,61","206,56",26,"0,33","78,79",26,"0,10","260,00"
212,"3,18","66,67",631,"3,81","165,62",354,"3,18","111,32",1393,"1,26","1105,56",275,"2,37","116,03",1521,"1,48","1027,70",125,"1,72","72,67",158,"0,76","207,89",25,"0,33","75,76",27,"0,11","245,45"
282,"4,19","67,30",511,"2,83","180,57",403,"3,62","111,33",1486,"1,33","1117,29",492,"4,52","108,85",1155,"1,16","995,69",155,"2,15","72,09",231,"1,08","213,89",25,"0,32","78,12",26,"0,10","260,00"
335,"5,03","66,60",655,"3,70","177,03",439,"3,88","113,14",988,"0,92","1073,91",407,"3,53","115,30",1058,"1,06","998,11",153,"2,12","72,17",216,"1,06","203,77",27,"0,33","81,82",26,"0,09","288,89"
190,"2,66","71,43",560,"3,12","179,49",434,"3,98","109,05",1067,"1,00","1067,00",516,"4,87","105,95",1008,"0,98","1028,57",149,"2,17","68,66",186,"0,91","204,40",25,"0,29","86,21",28,"0,10","280,00"
300,"4,10","73,17",610,"3,40","179,41",498,"4,51","110,42",1299,"1,15","1129,57",334,"3,06","109,15",1301,"1,31","993,13",158,"2,14","73,83",240,"1,11","216,22",26,"0,33","78,79",24,"0,09","266,67"
309,"4,35","71,03",553,"3,17","174,45",419,"3,86","108,55",1454,"1,31","1109,92",494,"4,40","112,27",1304,"1,28","1018,75",184,"2,53","72,73",207,"0,96","215,62",26,"0,31","83,87",26,"0,09","288,89"
317,"4,52","70,13",337,"1,89","178,31",375,"3,30","113,64",901,"0,81","1112,35",485,"4,30","112,79",876,"0,85","1030,59",169,"2,34","72,22",210,"0,96","218,75",24,"0,33","72,73",24,"0,10","240,00"
355,"4,91","72,30",681,"3,82","178,27",422,"3,89","108,48",789,"0,74","1066,22",517,"4,79","107,93",1289,"1,32","976,52",161,"2,30","70,00",261,"1,27","205,51",24,"0,29","82,76",27,"0,11","245,45"
289,"4,37","66,13",590,"3,29","179,33",374,"3,45","108,41",1059,"1,02","1038,24",505,"4,52","111,73",784,"0,75","1045,33",151,"2,09","72,25",213,"1,00","213,00",26,"0,36","72,22",28,"0,11","254,55"
324,"4,55","71,21",610,"3,43","177,84",484,"4,33","111,78",1646,"1,55","1061,94",413,"3,84","107,55",659,"0,66","998,48",169,"2,30","73,48",125,"0,62","201,61",25,"0,29","86,21",25,"0,09","277,78"
369,"5,34","69,10",573,"3,18","180,19",569,"5,17","110,06",631,"0,60","1051,67",446,"3,94","113,20",903,"0,96","940,62",161,"2,19","73,52",230,"1,06","216,98",22,"0,29","75,86",27,"0,10","270,00"
374,"5,28","70,83",400,"2,37","168,78",513,"4,78","107,32",2119,"2,07","1023,67",502,"4,68","107,26",544,"0,55","989,09",190,"2,53","75,10",261,"1,23","212,20",24,"0,29","82,76",27,"0,11","245,45"
383,"5,55","69,01",638,"3,66","174,32",535,"4,78","111,92",1666,"1,48","1125,68",363,"3,30","110,00",948,"0,96","987,50",176,"2,41","73,03",173,"0,81","213,58",24,"0,33","72,73",25,"0,10","250,00"
206,"3,07","67,10",775,"4,41","175,74",533,"4,90","108,78",474,"0,46","1030,43",521,"4,78","109,00",2163,"2,27","952,86",105,"1,39","75,54",184,"0,87","211,49",25,"0,31","80,65",22,"0,09","244,44"
374,"5,28","70,83",507,"2,94","172,45",608,"5,39","112,80",1530,"1,55","987,10",320,"2,88","111,11",816,"0,81","1007,41",168,"2,35","71,49",256,"1,20","213,33",27,"0,34","79,41",27,"0,11","245,45"
340,"4,53","75,06",404,"2,30","175,65",320,"2,88","111,11",786,"0,77","1020,78",418,"3,67","113,90",852,"0,86","990,70",174,"2,41","72,20",149,"0,73","204,11",27,"0,35","77,14",26,"0,11","236,36"
246,"3,54","69,49",736,"4,14","177,78",445,"4,05","109,88",971,"0,89","1091,01",432,"3,85","112,21",954,"0,97","983,51",133,"1,88","70,74",251,"1,21","207,44",25,"0,30","83,33",26,"0,10","260,00"
403,"5,77","69,84",670,"3,90","171,79",456,"4,02","113,43",888,"0,85","1044,71",494,"4,48","110,27",1415,"1,46","969,18",195,"2,53","77,08",252,"1,21","208,26",27,"0,31","87,10",25,"0,10","250,00"
370,"5,49","67,40",726,"4,09","177,51",450,"4,07","110,57",905,"0,83","1090,36",431,"3,94","109,39",659,"0,70","941,43",172,"2,42","71,07",178,"0,85","209,41",27,"0,32","84,38",25,"0,11","227,27"
267,"3,68","72,55",649,"3,68","176,36",438,"3,94","111,17",1196,"1,13","1058,41",372,"3,43","108,45",1377,"1,37","1005,11",134,"1,76","76,14",187,"0,92","203,26",26,"0,34","76,47",26,"0,10","260,00"
344,"4,84","71,07",620,"3,57","173,67",509,"4,56","111,62",1679,"1,51","1111,92",592,"5,34","110,86",524,"0,51","1027,45",193,"2,66","72,56",194,"0,88","220,45",26,"0,33","78,79",23,"0,09","255,56"
374,"5,24","71,37",664,"3,75","177,07",452,"4,12","109,71",1006,"0,91","1105,49",370,"3,39","109,14",1574,"1,60","983,75",161,"2,39","67,36",188,"0,89","211,24",26,"0,33","78,79",26,"0,10","260,00"
333,"4,46","74,66",804,"4,55","176,70",372,"3,36","110,71",1321,"1,23","1073,98",476,"4,36","109,17",1274,"1,24","1027,42",139,"1,88","73,94",261,"1,21","215,70",26,"0,35","74,29",25,"0,10","250,00"
405,"5,63","71,94",571,"3,35","170,45",480,"4,25","112,94",605,"0,56","1080,36",409,"3,78","108,20",1014,"1,02","994,12",141,"1,96","71,94",213,"1,01","210,89",26,"0,31","83,87",26,"0,10","260,00"
437,"6,13","71,29",295,"1,67","176,65",332,"2,97","111,78",1093,"0,96","1138,54",442,"3,94","112,18",1243,"1,32","941,67",175,"2,53","69,17",216,"1,12","192,86",24,"0,31","77,42",25,"0,10","250,00"
229,"3,41","67,16",796,"4,58","173,80",378,"3,46","109,25",578,"0,52","1111,54",395,"3,68","107,34",1305,"1,32","988,64",155,"2,20","70,45",212,"0,99","214,14",25,"0,32","78,12",26,"0,11","236,36"
335,"4,99","67,13",489,"2,84","172,18",449,"3,92","114,54",1161,"1,10","1055,45",464,"4,16","111,54",1243,"1,24","1002,42",158,"2,15","73,49",185,"0,88","210,23",25,"0,33","75,76",24,"0,09","266,67"
