rsassa-pss-256,X25519,,rsassa-pss-256,P-256,,rsassa-pss-256,mlkem512,,ed25519,X25519,,ed25519,P-256,,ed25519,mlkem512,,falcon512,X25519,,falcon512,P-256,,falcon512,mlkem512,,sphincssha2128fsimple,X25519,,sphincssha2128fsimple,P-256,,sphincssha2128fsimple,mlkem512,,sphincssha2128ssimple,X25519,,sphincssha2128ssimple,P-256,,sphincssha2128ssimple,mlkem512,
451,"0,49","920,41",446,"0,52","857,69",306,"0,33","927,27",468,"0,56","835,71",478,"0,66","724,24",499,"0,66","756,06",489,"0,51","958,82",483,"0,65","743,08",486,"0,55","883,64",287,"1,29","222,48",279,"1,21","230,58",271,"1,06","255,66",39,"0,12","325,00",36,"0,11","327,27",39,"0,11","354,55"
454,"0,49","926,53",445,"0,51","872,55",452,"0,54","837,04",457,"0,56","816,07",481,"0,68","707,35",337,"0,41","821,95",456,"0,54","844,44",469,"0,57","822,81",487,"0,52","936,54",287,"1,24","231,45",294,"1,19","247,06",291,"1,24","234,68",40,"0,11","363,64",38,"0,11","345,45",39,"0,09","433,33"
303,"0,32","946,88",382,"0,46","830,43",451,"0,50","902,00",500,"0,56","892,86",491,"0,69","711,59",496,"0,60","826,67",448,"0,53","845,28",467,"0,59","791,53",328,"0,39","841,03",268,"1,17","229,06",287,"1,24","231,45",292,"1,19","245,38",38,"0,09","422,22",38,"0,10","380,00",36,"0,09","400,00"
451,"0,49","920,41",446,"0,55","810,91",306,"0,34","900,00",501,"0,53","945,28",469,"0,62","756,45",498,"0,63","790,48",491,"0,53","926,42",482,"0,66","730,30",485,"0,55","881,82",266,"1,10","241,82",284,"1,22","232,79",198,"0,79","250,63",40,"0,11","363,64",37,"0,09","411,11",40,"0,11","363,64"
453,"0,49","924,49",444,"0,53","837,74",457,"0,47","972,34",336,"0,42","800,00",488,"0,65","750,77",335,"0,45","744,44",485,"0,56","866,07",456,"0,67","680,60",486,"0,56","867,86",297,"1,20","247,50",285,"1,31","217,56",290,"1,19","243,70",40,"0,11","363,64",40,"0,10","400,00",36,"0,10","360,00"
304,"0,31","980,65",418,"0,52","803,85",449,"0,47","955,32",498,"0,62","803,23",491,"0,62","791,94",497,"0,63","788,89",324,"0,42","771,43",480,"0,58","827,59",328,"0,38","863,16",297,"1,18","251,69",270,"1,25","216,00",290,"1,19","243,70",37,"0,10","370,00",38,"0,10","380,00",38,"0,08","475,00"
453,"0,46","984,78",410,"0,50","820,00",357,"0,36","991,67",499,"0,59","845,76",460,"0,60","766,67",499,"0,64","779,69",488,"0,51","956,86",477,"0,74","644,59",487,"0,56","869,64",195,"0,87","224,14",285,"1,28","222,66",196,"0,79","248,10",40,"0,11","363,64",35,"0,11","318,18",38,"0,11","345,45"
451,"0,48","939,58",445,"0,58","767,24",446,"0,47","948,94",336,"0,39","861,54",450,"0,64","703,12",394,"0,45","875,56",487,"0,54","901,85",448,"0,62","722,58",484,"0,58","834,48",294,"1,18","249,15",281,"1,31","214,50",291,"1,26","230,95",40,"0,09","444,44",38,"0,11","345,45",36,"0,09","400,00"
303,"0,33","918,18",442,"0,58","762,07",453,"0,50","906,00",498,"0,59","844,07",489,"0,70","698,57",487,"0,60","811,67",325,"0,41","792,68",441,"0,60","735,00",382,"0,49","779,59",290,"1,20","241,67",271,"1,18","229,66",289,"1,22","236,89",36,"0,09","400,00",38,"0,10","380,00",37,"0,11","336,36"
451,"0,49","920,41",302,"0,33","915,15",428,"0,47","910,64",500,"0,60","833,33",491,"0,66","743,94",498,"0,58","858,62",486,"0,53","916,98",482,"0,61","790,16",475,"0,59","805,08",193,"0,84","229,76",261,"1,19","219,33",197,"0,82","240,24",36,"0,09","400,00",37,"0,10","370,00",40,"0,10","400,00"
455,"0,44","1034,09",443,"0,60","738,33",454,"0,47","965,96",335,"0,40","837,50",330,"0,46","717,39",473,"0,61","775,41",488,"0,56","871,43",477,"0,69","691,30",485,"0,55","881,82",290,"1,25","232,00",288,"1,27","226,77",291,"1,21","240,50",40,"0,12","333,33",34,"0,09","377,78",37,"0,09","411,11"
352,"0,38","926,32",448,"0,56","800,00",453,"0,48","943,75",500,"0,58","862,07",492,"0,67","734,33",494,"0,65","760,00",331,"0,35","945,71",324,"0,41","790,24",464,"0,55","843,64",287,"1,23","233,33",291,"1,28","227,34",283,"1,24","228,23",38,"0,09","422,22",39,"0,09","433,33",38,"0,09","422,22"
441,"0,49","900,00",301,"0,37","813,51",425,"0,45","944,44",498,"0,60","830,00",492,"0,68","723,53",498,"0,62","803,23",487,"0,54","901,85",477,"0,65","733,85",483,"0,59","818,64",199,"0,82","242,68",196,"0,85","230,59",225,"0,97","231,96",38,"0,10","380,00",39,"0,10","390,00",38,"0,09","422,22"
452,"0,49","922,45",445,"0,53","839,62",417,"0,43","969,77",390,"0,46","847,83",331,"0,42","788,10",469,"0,54","868,52",486,"0,57","852,63",480,"0,63","761,90",486,"0,59","823,73",291,"1,24","234,68",288,"1,23","234,15",288,"1,21","238,02",38,"0,09","422,22",37,"0,11","336,36",37,"0,09","411,11"
428,"0,47","910,64",446,"0,59","755,93",457,"0,48","952,08",489,"0,56","873,21",490,"0,70","700,00",461,"0,52","886,54",385,"0,41","939,02",326,"0,42","776,19",457,"0,55","830,91",294,"1,15","255,65",289,"1,32","218,94",288,"1,22","236,07",39,"0,09","433,33",37,"0,09","411,11",39,"0,10","390,00"
452,"0,48","941,67",302,"0,36","838,89",451,"0,51","884,31",500,"0,62","806,45",492,"0,66","745,45",499,"0,61","818,03",476,"0,55","865,45",484,"0,61","793,44",444,"0,51","870,59",235,"0,96","244,79",196,"0,84","233,33",280,"1,10","254,55",38,"0,09","422,22",39,"0,11","354,55",38,"0,11","345,45"
450,"0,50","900,00",445,"0,56","794,64",307,"0,31","990,32",477,"0,53","900,00",333,"0,43","774,42",499,"0,59","845,76",485,"0,61","795,08",480,"0,62","774,19",482,"0,59","816,95",278,"1,21","229,75",288,"1,25","230,40",292,"1,22","239,34",40,"0,09","444,44",37,"0,11","336,36",35,"0,08","437,50"
420,"0,46","913,04",445,"0,56","794,64",450,"0,52","865,38",499,"0,52","959,62",490,"0,69","710,14",336,"0,42","800,00",466,"0,54","862,96",324,"0,41","790,24",485,"0,54","898,15",295,"1,20","245,83",287,"1,31","219,08",288,"1,17","246,15",39,"0,10","390,00",36,"0,10","360,00",37,"0,11","336,36"
416,"0,47","885,11",352,"0,44","800,00",450,"0,55","818,18",499,"0,57","875,44",489,"0,71","688,73",498,"0,63","790,48",483,"0,56","862,50",482,"0,58","831,03",329,"0,37","889,19",279,"1,17","238,46",191,"0,85","224,71",270,"1,10","245,45",38,"0,12","316,67",37,"0,10","370,00",39,"0,08","487,50"
452,"0,50","904,00",436,"0,56","778,57",305,"0,34","897,06",468,"0,56","835,71",388,"0,52","746,15",498,"0,61","816,39",490,"0,53","924,53",483,"0,60","805,00",484,"0,58","834,48",290,"1,18","245,76",292,"1,25","233,60",267,"1,11","240,54",41,"0,10","410,00",36,"0,11","327,27",40,"0,10","400,00"
454,"0,47","965,96",448,"0,58","772,41",453,"0,46","984,78",458,"0,53","864,15",478,"0,71","673,24",335,"0,41","817,07",455,"0,55","827,27",378,"0,51","741,18",483,"0,57","847,37",291,"1,25","232,80",284,"1,27","223,62",287,"1,23","233,33",37,"0,08","462,50",38,"0,10","380,00",36,"0,09","400,00"
303,"0,34","891,18",430,"0,48","895,83",453,"0,49","924,49",502,"0,53","947,17",493,"0,65","758,46",499,"0,59","845,76",445,"0,53","839,62",469,"0,58","808,62",328,"0,40","820,00",274,"1,15","238,26",231,"1,00","231,00",292,"1,20","243,33",40,"0,11","363,64",38,"0,09","422,22",40,"0,11","363,64"
454,"0,51","890,20",442,"0,58","762,07",306,"0,30","1020,00",499,"0,57","875,44",470,"0,64","734,38",500,"0,58","862,07",487,"0,57","854,39",479,"0,66","725,76",483,"0,63","766,67",268,"1,10","243,64",283,"1,20","235,83",193,"0,83","232,53",41,"0,09","455,56",38,"0,10","380,00",40,"0,11","363,64"
452,"0,44","1027,27",445,"0,57","780,70",455,"0,46","989,13",339,"0,36","941,67",487,"0,68","716,18",334,"0,44","759,09",487,"0,55","885,45",455,"0,62","733,87",487,"0,55","885,45",296,"1,19","248,74",288,"1,27","226,77",289,"1,22","236,89",36,"0,10","360,00",38,"0,10","380,00",38,"0,10","380,00"
304,"0,33","921,21",417,"0,50","834,00",455,"0,46","989,13",503,"0,57","882,46",491,"0,66","743,94",497,"0,63","788,89",328,"0,33","993,94",475,"0,65","730,77",326,"0,39","835,90",294,"1,18","249,15",281,"1,20","234,17",292,"1,22","239,34",40,"0,11","363,64",38,"0,10","380,00",40,"0,09","444,44"
452,"0,47","961,70",411,"0,48","856,25",357,"0,35","1020,00",502,"0,55","912,73",462,"0,62","745,16",497,"0,59","842,37",485,"0,59","822,03",480,"0,63","761,90",487,"0,59","825,42",198,"0,80","247,50",278,"1,29","215,50",197,"0,81","243,21",41,"0,11","372,73",39,"0,08","487,50",36,"0,10","360,00"
451,"0,50","902,00",447,"0,54","827,78",446,"0,45","991,11",337,"0,40","842,50",451,"0,60","751,67",390,"0,50","780,00",487,"0,55","885,45",453,"0,57","794,74",486,"0,59","823,73",294,"1,21","242,98",295,"1,25","236,00",287,"1,24","231,45",35,"0,09","388,89",39,"0,10","390,00",37,"0,10","370,00"
305,"0,33","924,24",449,"0,53","847,17",452,"0,45","1004,44",503,"0,50","1006,00",493,"0,66","746,97",486,"0,58","837,93",326,"0,37","881,08",442,"0,55","803,64",384,"0,47","817,02",295,"1,19","247,90",272,"1,18","230,51",286,"1,16","246,55",38,"0,09","422,22",36,"0,10","360,00",39,"0,10","390,00"
454,"0,48","945,83",298,"0,41","726,83",430,"0,45","955,56",502,"0,53","947,17",491,"0,65","755,38",495,"0,64","773,44",484,"0,58","834,48",481,"0,61","788,52",473,"0,56","844,64",195,"0,84","232,14",267,"1,13","236,28",195,"0,82","237,80",39,"0,11","354,55",37,"0,10","370,00",36,"0,09","400,00"
449,"0,47","955,32",448,"0,56","800,00",450,"0,50","900,00",335,"0,39","858,97",330,"0,48","687,50",475,"0,61","778,69",486,"0,57","852,63",475,"0,69","688,41",485,"0,59","822,03",297,"1,10","270,00",284,"1,29","220,16",289,"1,24","233,06",39,"0,11","354,55",39,"0,11","354,55",40,"0,11","363,64"
352,"0,39","902,56",450,"0,48","937,50",449,"0,55","816,36",501,"0,58","863,79",493,"0,63","782,54",494,"0,65","760,00",329,"0,38","865,79",320,"0,46","695,65",463,"0,51","907,84",294,"1,23","239,02",289,"1,22","236,89",290,"1,20","241,67",37,"0,09","411,11",39,"0,11","354,55",39,"0,10","390,00"
444,"0,52","853,85",298,"0,36","827,78",421,"0,46","915,22",499,"0,60","831,67",490,"0,67","731,34",498,"0,58","858,62",484,"0,60","806,67",482,"0,65","741,54",478,"0,55","869,09",195,"0,80","243,75",192,"0,83","231,33",230,"0,93","247,31",39,"0,11","354,55",38,"0,09","422,22",37,"0,09","411,11"
451,"0,50","902,00",450,"0,52","865,38",417,"0,44","947,73",392,"0,45","871,11",332,"0,45","737,78",463,"0,62","746,77",486,"0,56","867,86",478,"0,66","724,24",489,"0,56","873,21",287,"1,27","225,98",284,"1,31","216,79",283,"1,22","231,97",39,"0,09","433,33",39,"0,10","390,00",40,"0,10","400,00"
429,"0,45","953,33",452,"0,48","941,67",448,"0,47","953,19",489,"0,53","922,64",492,"0,66","745,45",452,"0,59","766,10",385,"0,44","875,00",322,"0,43","748,84",454,"0,57","796,49",293,"1,22","240,16",276,"1,31","210,69",294,"1,16","253,45",38,"0,11","345,45",38,"0,11","345,45",39,"0,09","433,33"
453,"0,49","924,49",299,"0,37","808,11",451,"0,52","867,31",501,"0,57","878,95",491,"0,68","722,06",494,"0,63","784,13",474,"0,58","817,24",483,"0,59","818,64",437,"0,59","740,68",232,"0,94","246,81",195,"0,83","234,94",276,"1,16","237,93",39,"0,10","390,00",37,"0,09","411,11",37,"0,09","411,11"
453,"0,48","943,75",449,"0,55","816,36",305,"0,30","1016,67",475,"0,54","879,63",331,"0,43","769,77",493,"0,69","714,49",487,"0,56","869,64",482,"0,57","845,61",482,"0,56","860,71",277,"1,21","228,93",290,"1,23","235,77",289,"1,19","242,86",36,"0,10","360,00",39,"0,09","433,33",37,"0,08","462,50"
421,"0,49","859,18",447,"0,52","859,62",450,"0,48","937,50",497,"0,56","887,50",490,"0,68","720,59",334,"0,39","856,41",466,"0,48","970,83",324,"0,42","771,43",483,"0,64","754,69",287,"1,22","235,25",287,"1,22","235,25",287,"1,27","225,98",39,"0,10","390,00",38,"0,09","422,22",39,"0,10","390,00"
416,"0,44","945,45",351,"0,39","900,00",450,"0,55","818,18",501,"0,58","863,79",491,"0,59","832,20",498,"0,57","873,68",482,"0,60","803,33",486,"0,56","867,86",325,"0,43","755,81",283,"1,09","259,63",197,"0,85","231,76",274,"1,11","246,85",40,"0,07","571,43",38,"0,11","345,45",38,"0,10","380,00"
452,"0,46","982,61",439,"0,53","828,30",304,"0,34","894,12",470,"0,51","921,57",387,"0,53","730,19",493,"0,62","795,16",487,"0,56","869,64",481,"0,65","740,00",483,"0,62","779,03",292,"1,16","251,72",282,"1,26","223,81",270,"1,08","250,00",37,"0,11","336,36",38,"0,10","380,00",36,"0,11","327,27"
452,"0,52","869,23",447,"0,54","827,78",450,"0,50","900,00",458,"0,57","803,51",479,"0,66","725,76",330,"0,49","673,47",456,"0,54","844,44",382,"0,48","795,83",484,"0,61","793,44",293,"1,24","236,29",283,"1,30","217,69",293,"1,19","246,22",39,"0,10","390,00",38,"0,11","345,45",39,"0,10","390,00"
305,"0,35","871,43",422,"0,54","781,48",454,"0,47","965,96",503,"0,56","898,21",492,"0,64","768,75",493,"0,70","704,29",446,"0,48","929,17",467,"0,67","697,01",329,"0,41","802,44",275,"1,13","243,36",227,"1,01","224,75",290,"1,21","239,67",38,"0,09","422,22",37,"0,11","336,36",38,"0,09","422,22"
