SIG_ALG,KEM_ALG,Read Bytes,Written Bytes
ed25519,P-256,952,1345
ed25519,x25519,919,1312
ed25519,p256_mlkem512,1720,2137
ed25519,x25519_mlkem512,1687,2103
ed25519,mlkem512,1655,2072
