ed25519,P-256,,ed25519,X25519,,ed25519,p256_mlkem512,,ed25519,x25519_mlkem512,,ed25519,mlkem512,
Group 1 Connections,Time (s),Connections/User Sec,Group 2 Connections,Time (s),Connections/User Sec,Group 3 Connections,Time (s),Connections/User Sec,Group 4 Connections,Time (s),Connections/User Sec,Group 5 Connections,Time (s),Connections/User Sec
197,"0,30","656,67",248,"0,29","855,17",236,"0,80","295,00",238,"0,33","721,21",173,"0,24","720,83"
237,"0,36","658,33",180,"0,21","857,14",241,"0,83","290,36",259,"0,37","700,00",259,"0,37","700,00"
257,"0,39","658,97",258,"0,30","860,00",162,"0,57","284,21",216,"0,33","654,55",259,"0,35","740,00"
256,"0,41","624,39",259,"0,35","740,00",240,"0,83","289,16",237,"0,37","640,54",175,"0,24","729,17"
173,"0,27","640,74",246,"0,30","820,00",240,"0,81","296,30",258,"0,37","697,30",260,"0,31","838,71"
257,"0,38","676,32",260,"0,32","812,50",162,"0,57","284,21",259,"0,36","719,44",259,"0,34","761,76"
256,"0,40","640,00",261,"0,31","841,94",241,"0,82","293,90",175,"0,23","760,87",222,"0,30","740,00"
174,"0,27","644,44",244,"0,27","903,70",240,"0,84","285,71",260,"0,34","764,71",259,"0,36","719,44"
257,"0,40","642,50",240,"0,32","750,00",162,"0,54","300,00",260,"0,36","722,22",259,"0,34","761,76"
257,"0,38","676,32",259,"0,34","761,76",241,"0,80","301,25",175,"0,23","760,87",242,"0,32","756,25"
173,"0,26","665,38",260,"0,36","722,22",241,"0,79","305,06",260,"0,35","742,86",238,"0,34","700,00"
257,"0,39","658,97",176,"0,22","800,00",206,"0,68","302,94",257,"0,41","626,83",260,"0,34","764,71"
257,"0,39","658,97",262,"0,30","873,33",241,"0,80","301,25",175,"0,24","729,17",259,"0,36","719,44"
200,"0,30","666,67",259,"0,35","740,00",241,"0,82","293,90",258,"0,35","737,14",174,"0,25","696,00"
254,"0,39","651,28",175,"0,24","729,17",225,"0,75","300,00",256,"0,39","656,41",259,"0,34","761,76"
257,"0,39","658,97",261,"0,31","841,94",222,"0,74","300,00",200,"0,32","625,00",259,"0,36","719,44"
243,"0,37","656,76",260,"0,35","742,86",241,"0,81","297,53",253,"0,40","632,50",174,"0,24","725,00"
258,"0,38","678,95",176,"0,21","838,10",241,"0,78","308,97",256,"0,40","640,00",260,"0,35","742,86"
259,"0,35","740,00",260,"0,31","838,71",163,"0,54","301,85",246,"0,34","723,53",259,"0,34","761,76"
239,"0,36","663,89",260,"0,31","838,71",240,"0,82","292,68",260,"0,33","787,88",176,"0,21","838,10"
238,"0,37","643,24",203,"0,28","725,00",245,"0,73","335,62",260,"0,34","764,71",259,"0,37","700,00"
257,"0,40","642,50",254,"0,35","725,71",162,"0,53","305,66",240,"0,37","648,65",259,"0,35","740,00"
257,"0,39","658,97",260,"0,36","722,22",241,"0,81","297,53",238,"0,32","743,75",204,"0,26","784,62"
174,"0,24","725,00",245,"0,34","720,59",241,"0,81","297,53",256,"0,39","656,41",254,"0,35","725,71"
257,"0,40","642,50",261,"0,30","870,00",162,"0,55","294,55",258,"0,36","716,67",259,"0,36","719,44"
257,"0,39","658,97",260,"0,34","764,71",240,"0,82","292,68",174,"0,25","696,00",246,"0,33","745,45"
173,"0,25","692,00",241,"0,33","730,30",241,"0,82","293,90",259,"0,37","700,00",258,"0,36","716,67"
257,"0,38","676,32",240,"0,32","750,00",191,"0,58","329,31",260,"0,36","722,22",259,"0,34","761,76"
257,"0,41","626,83",259,"0,35","740,00",238,"0,81","293,83",175,"0,23","760,87",243,"0,32","759,38"
173,"0,25","692,00",259,"0,36","719,44",242,"0,79","306,33",257,"0,38","676,32",238,"0,32","743,75"
257,"0,39","658,97",174,"0,22","790,91",230,"0,73","315,07",257,"0,40","642,50",260,"0,35","742,86"
257,"0,38","676,32",262,"0,30","873,33",239,"0,80","298,75",173,"0,27","640,74",259,"0,35","740,00"
201,"0,30","670,00",259,"0,35","740,00",244,"0,74","329,73",256,"0,42","609,52",175,"0,23","760,87"
253,"0,39","648,72",175,"0,23","760,87",225,"0,75","300,00",256,"0,39","656,41",259,"0,34","761,76"
257,"0,40","642,50",259,"0,36","719,44",221,"0,77","287,01",201,"0,30","670,00",260,"0,34","764,71"
245,"0,32","765,62",259,"0,34","761,76",241,"0,80","301,25",254,"0,34","747,06",174,"0,24","725,00"
257,"0,37","694,59",174,"0,23","756,52",241,"0,80","301,25",256,"0,42","609,52",259,"0,33","784,85"
257,"0,40","642,50",259,"0,34","761,76",164,"0,53","309,43",243,"0,38","639,47",259,"0,33","784,85"
240,"0,36","666,67",259,"0,34","761,76",241,"0,81","297,53",256,"0,41","624,39",175,"0,23","760,87"
238,"0,36","661,11",204,"0,24","850,00",241,"0,79","305,06",256,"0,40","640,00",260,"0,35","742,86"
257,"0,38","676,32",258,"0,28","921,43",162,"0,55","294,55",241,"0,35","688,57",258,"0,35","737,14"
257,"0,37","694,59",260,"0,34","764,71",244,"0,75","325,33",238,"0,33","721,21",203,"0,28","725,00"
174,"0,26","669,23",246,"0,31","793,55",242,"0,80","302,50",257,"0,42","611,90",254,"0,36","705,56"
257,"0,40","642,50",260,"0,33","787,88",164,"0,51","321,57",256,"0,40","640,00",259,"0,35","740,00"
258,"0,34","758,82",260,"0,32","812,50",242,"0,77","314,29",173,"0,27","640,74",247,"0,33","748,48"
173,"0,27","640,74",242,"0,30","806,67",242,"0,79","306,33",258,"0,36","716,67",258,"0,35","737,14"
257,"0,38","676,32",241,"0,29","831,03",188,"0,62","303,23",260,"0,35","742,86",259,"0,33","784,85"
257,"0,38","676,32",260,"0,34","764,71",240,"0,74","324,32",175,"0,23","760,87",242,"0,32","756,25"
174,"0,25","696,00",262,"0,29","903,45",242,"0,77","314,29",257,"0,39","658,97",238,"0,33","721,21"
257,"0,39","658,97",175,"0,21","833,33",230,"0,72","319,44",256,"0,40","640,00",259,"0,37","700,00"
