rsassa-pss-256,X25519,,rsassa-pss-256,P-256,,rsassa-pss-256,mlkem512,,ed25519,X25519,,ed25519,P-256,,ed25519,mlkem512,,falcon512,X25519,,falcon512,P-256,,falcon512,mlkem512,,sphincssha2128fsimple,X25519,,sphincssha2128fsimple,P-256,,sphincssha2128fsimple,mlkem512,,sphincssha2128ssimple,X25519,,sphincssha2128ssimple,P-256,,sphincssha2128ssimple,mlkem512,
338,"0,39","866,67",335,"0,45","744,44",334,"0,37","902,70",352,"0,42","838,10",242,"0,37","654,05",347,"0,42","826,19",357,"0,49","728,57",356,"0,48","741,67",350,"0,44","795,45",161,"0,67","240,30",224,"0,97","230,93",236,"0,98","240,82",36,"0,09","400,00",35,"0,10","350,00",39,"0,08","487,50"
323,"0,32","1009,38",334,"0,45","742,22",338,"0,38","889,47",363,"0,43","844,19",359,"0,55","652,73",359,"0,49","732,65",243,"0,27","900,00",355,"0,46","771,74",358,"0,44","813,64",242,"0,96","252,08",217,"0,99","219,19",238,"1,06","224,53",38,"0,10","380,00",35,"0,08","437,50",36,"0,10","360,00"
331,"0,38","871,05",226,"0,27","837,04",313,"0,37","845,95",351,"0,46","763,04",359,"0,54","664,81",363,"0,46","789,13",359,"0,43","834,88",239,"0,33","724,24",340,"0,44","772,73",241,"0,97","248,45",238,"1,10","216,36",229,"0,95","241,05",37,"0,08","462,50",38,"0,11","345,45",38,"0,10","380,00"
335,"0,39","858,97",332,"0,43","772,09",308,"0,36","855,56",355,"0,49","724,49",242,"0,33","733,33",341,"0,45","757,78",359,"0,41","875,61",357,"0,43","830,23",356,"0,41","868,29",160,"0,63","253,97",240,"1,00","240,00",236,"1,01","233,66",37,"0,10","370,00",37,"0,09","411,11",39,"0,10","390,00"
320,"0,33","969,70",332,"0,44","754,55",335,"0,41","817,07",362,"0,49","738,78",359,"0,54","664,81",332,"0,40","830,00",282,"0,34","829,41",355,"0,48","739,58",359,"0,41","875,61",239,"1,05","227,62",161,"0,73","220,55",238,"1,01","235,64",37,"0,11","336,36",35,"0,10","350,00",36,"0,09","400,00"
335,"0,39","858,97",223,"0,33","675,76",336,"0,39","861,54",345,"0,46","750,00",359,"0,52","690,38",363,"0,48","756,25",352,"0,41","858,54",240,"0,31","774,19",337,"0,40","842,50",240,"0,98","244,90",239,"1,03","232,04",228,"0,95","240,00",38,"0,10","380,00",39,"0,12","325,00",35,"0,10","350,00"
337,"0,39","864,10",332,"0,46","721,74",226,"0,25","904,00",362,"0,47","770,21",243,"0,33","736,36",364,"0,48","758,33",358,"0,39","917,95",354,"0,50","708,00",328,"0,43","762,79",191,"0,77","248,05",239,"1,09","219,27",218,"0,95","229,47",36,"0,09","400,00",38,"0,11","345,45",40,"0,09","444,44"
311,"0,36","863,89",330,"0,47","702,13",336,"0,41","819,51",362,"0,46","786,96",359,"0,51","703,92",244,"0,31","787,10",341,"0,43","793,02",354,"0,50","708,00",359,"0,44","815,91",236,"0,92","256,52",162,"0,69","234,78",238,"0,99","240,40",39,"0,10","390,00",36,"0,09","400,00",38,"0,11","345,45"
312,"0,34","917,65",261,"0,36","725,00",334,"0,40","835,00",340,"0,41","829,27",361,"0,45","802,22",363,"0,46","789,13",357,"0,36","991,67",239,"0,36","663,89",358,"0,45","795,56",241,"0,97","248,45",241,"1,08","223,15",236,"0,98","240,82",35,"0,09","388,89",38,"0,10","380,00",36,"0,07","514,29"
335,"0,38","881,58",329,"0,38","865,79",228,"0,28","814,29",334,"0,45","742,22",281,"0,41","685,37",363,"0,50","726,00",358,"0,42","852,38",355,"0,48","739,58",242,"0,30","806,67",231,"0,92","251,09",242,"1,01","239,60",162,"0,66","245,45",37,"0,10","370,00",37,"0,11","336,36",37,"0,09","411,11"
335,"0,40","837,50",333,"0,46","723,91",332,"0,38","873,68",363,"0,50","726,00",353,"0,50","706,00",244,"0,31","787,10",337,"0,39","864,10",355,"0,47","755,32",360,"0,41","878,05",241,"0,99","243,43",163,"0,71","229,58",239,"1,03","232,04",38,"0,09","422,22",37,"0,09","411,11",38,"0,10","380,00"
227,"0,26","873,08",318,"0,41","775,61",336,"0,40","840,00",363,"0,47","772,34",359,"0,52","690,38",361,"0,51","707,84",330,"0,34","970,59",280,"0,36","777,78",358,"0,42","852,38",237,"0,98","241,84",242,"1,03","234,95",241,"0,99","243,43",35,"0,07","500,00",38,"0,10","380,00",36,"0,08","450,00"
337,"0,37","910,81",332,"0,45","737,78",226,"0,27","837,04",244,"0,29","841,38",342,"0,49","697,96",362,"0,52","696,15",358,"0,46","778,26",348,"0,46","756,52",241,"0,30","803,33",227,"0,94","241,49",237,"1,08","219,44",163,"0,70","232,86",37,"0,09","411,11",36,"0,10","360,00",36,"0,09","400,00"
338,"0,39","866,67",331,"0,42","788,10",333,"0,42","792,86",362,"0,52","696,15",359,"0,49","732,65",243,"0,34","714,71",357,"0,41","870,73",355,"0,49","724,49",360,"0,45","800,00",220,"0,91","241,76",189,"0,83","227,71",241,"1,00","241,00",38,"0,09","422,22",38,"0,10","380,00",37,"0,10","370,00"
226,"0,29","779,31",311,"0,43","723,26",333,"0,41","812,20",364,"0,48","758,33",359,"0,51","703,92",362,"0,50","724,00",241,"0,30","803,33",338,"0,45","751,11",359,"0,42","854,76",240,"1,01","237,62",237,"0,97","244,33",237,"0,97","244,33",34,"0,08","425,00",38,"0,11","345,45",37,"0,07","528,57"
337,"0,41","821,95",307,"0,40","767,50",264,"0,31","851,61",245,"0,29","844,83",336,"0,48","700,00",363,"0,47","772,34",359,"0,44","815,91",352,"0,46","765,22",242,"0,27","896,30",241,"1,01","238,61",242,"1,01","239,60",160,"0,70","228,57",38,"0,10","380,00",35,"0,10","350,00",38,"0,10","380,00"
334,"0,39","856,41",333,"0,43","774,42",328,"0,40","820,00",362,"0,47","770,21",330,"0,50","660,00",284,"0,42","676,19",358,"0,38","942,11",356,"0,51","698,04",358,"0,43","832,56",161,"0,67","240,30",228,"0,98","232,65",238,"1,00","238,00",38,"0,09","422,22",39,"0,10","390,00",35,"0,09","388,89"
225,"0,24","937,50",335,"0,45","744,44",336,"0,38","884,21",361,"0,51","707,84",359,"0,51","703,92",353,"0,51","692,16",242,"0,29","834,48",334,"0,44","759,09",359,"0,47","763,83",240,"0,98","244,90",232,"1,09","212,84",238,"1,02","233,33",34,"0,09","377,78",38,"0,10","380,00",36,"0,09","400,00"
335,"0,40","837,50",224,"0,29","772,41",318,"0,37","859,46",244,"0,34","717,65",359,"0,54","664,81",364,"0,50","728,00",358,"0,43","832,56",325,"0,44","738,64",283,"0,35","808,57",241,"0,94","256,38",238,"1,03","231,07",191,"0,74","258,11",34,"0,09","377,78",35,"0,09","388,89",38,"0,10","380,00"
336,"0,37","908,11",333,"0,46","723,91",333,"0,40","832,50",363,"0,47","772,34",243,"0,34","714,71",345,"0,48","718,75",358,"0,40","895,00",355,"0,45","788,89",351,"0,38","923,68",158,"0,66","239,39",224,"1,00","224,00",236,"0,98","240,82",36,"0,09","400,00",36,"0,09","400,00",35,"0,09","388,89"
263,"0,29","906,90",335,"0,43","779,07",334,"0,35","954,29",362,"0,46","786,96",359,"0,49","732,65",359,"0,45","797,78",242,"0,30","806,67",355,"0,50","710,00",356,"0,43","827,91",237,"1,00","237,00",241,"0,99","243,43",239,"1,01","236,63",36,"0,10","360,00",38,"0,10","380,00",38,"0,08","475,00"
331,"0,38","871,05",223,"0,33","675,76",313,"0,36","869,44",285,"0,31","919,35",359,"0,52","690,38",364,"0,46","791,30",360,"0,43","837,21",237,"0,34","697,06",342,"0,42","814,29",238,"1,00","238,00",240,"1,03","233,01",228,"0,92","247,83",36,"0,09","400,00",36,"0,11","327,27",37,"0,10","370,00"
337,"0,41","821,95",333,"0,44","756,82",310,"0,34","911,76",356,"0,44","809,09",243,"0,34","714,71",340,"0,43","790,70",359,"0,41","875,61",354,"0,46","769,57",355,"0,45","788,89",162,"0,66","245,45",221,"0,95","232,63",239,"0,99","241,41",37,"0,09","411,11",35,"0,10","350,00",34,"0,09","377,78"
317,"0,40","792,50",333,"0,45","740,00",336,"0,38","884,21",363,"0,48","756,25",358,"0,53","675,47",333,"0,42","792,86",281,"0,35","802,86",355,"0,45","788,89",357,"0,45","793,33",235,"0,98","239,80",222,"0,96","231,25",240,"1,00","240,00",36,"0,08","450,00",37,"0,11","336,36",36,"0,08","450,00"
335,"0,40","837,50",227,"0,29","782,76",339,"0,39","869,23",344,"0,46","747,83",360,"0,53","679,25",362,"0,45","804,44",351,"0,38","923,68",237,"0,33","718,18",338,"0,38","889,47",239,"1,04","229,81",242,"1,01","239,60",226,"0,98","230,61",37,"0,09","411,11",38,"0,11","345,45",39,"0,11","354,55"
337,"0,41","821,95",331,"0,45","735,56",224,"0,29","772,41",363,"0,45","806,67",242,"0,35","691,43",362,"0,49","738,78",358,"0,38","942,11",355,"0,48","739,58",328,"0,39","841,03",190,"0,74","256,76",239,"1,01","236,63",241,"1,01","238,61",39,"0,10","390,00",36,"0,10","360,00",38,"0,10","380,00"
313,"0,34","920,59",336,"0,45","746,67",334,"0,36","927,78",362,"0,48","754,17",360,"0,49","734,69",244,"0,32","762,50",342,"0,39","876,92",355,"0,45","788,89",359,"0,46","780,43",231,"0,98","235,71",227,"0,98","231,63",239,"0,98","243,88",35,"0,09","388,89",38,"0,10","380,00",35,"0,08","437,50"
311,"0,35","888,57",260,"0,34","764,71",336,"0,40","840,00",339,"0,42","807,14",358,"0,58","617,24",361,"0,52","694,23",354,"0,47","753,19",240,"0,31","774,19",359,"0,42","854,76",239,"0,99","241,41",239,"1,01","236,63",222,"0,96","231,25",36,"0,09","400,00",37,"0,10","370,00",39,"0,10","390,00"
335,"0,40","837,50",329,"0,43","765,12",225,"0,28","803,57",334,"0,42","795,24",280,"0,43","651,16",362,"0,50","724,00",357,"0,48","743,75",354,"0,50","708,00",242,"0,26","930,77",225,"0,96","234,38",236,"1,06","222,64",221,"0,90","245,56",38,"0,10","380,00",36,"0,11","327,27",38,"0,09","422,22"
335,"0,41","817,07",329,"0,48","685,42",336,"0,39","861,54",363,"0,46","789,13",352,"0,54","651,85",244,"0,31","787,10",336,"0,40","840,00",355,"0,47","755,32",356,"0,46","773,91",229,"1,06","216,04",228,"1,01","225,74",237,"0,99","239,39",35,"0,09","388,89",38,"0,10","380,00",34,"0,10","340,00"
228,"0,27","844,44",318,"0,40","795,00",338,"0,34","994,12",363,"0,48","756,25",359,"0,56","641,07",362,"0,48","754,17",329,"0,39","843,59",279,"0,42","664,29",357,"0,47","759,57",238,"0,98","242,86",240,"1,06","226,42",236,"1,01","233,66",38,"0,09","422,22",37,"0,09","411,11",38,"0,10","380,00"
336,"0,38","884,21",331,"0,47","704,26",224,"0,27","829,63",245,"0,29","844,83",342,"0,49","697,96",363,"0,48","756,25",357,"0,45","793,33",347,"0,48","722,92",241,"0,29","831,03",221,"0,98","225,51",231,"1,02","226,47",160,"0,66","242,42",38,"0,08","475,00",37,"0,10","370,00",37,"0,10","370,00"
335,"0,40","837,50",330,"0,45","733,33",339,"0,39","869,23",364,"0,45","808,89",357,"0,57","626,32",244,"0,32","762,50",358,"0,41","873,17",353,"0,48","735,42",358,"0,45","795,56",213,"0,92","231,52",234,"0,99","236,36",238,"1,00","238,00",36,"0,10","360,00",37,"0,10","370,00",37,"0,10","370,00"
226,"0,28","807,14",311,"0,44","706,82",336,"0,40","840,00",365,"0,46","793,48",359,"0,51","703,92",361,"0,50","722,00",242,"0,26","930,77",338,"0,46","734,78",359,"0,45","797,78",236,"1,00","236,00",237,"1,03","230,10",241,"1,01","238,61",38,"0,09","422,22",36,"0,11","327,27",38,"0,09","422,22"
338,"0,40","845,00",304,"0,43","706,98",261,"0,28","932,14",245,"0,30","816,67",337,"0,48","702,08",362,"0,48","754,17",359,"0,41","875,61",353,"0,50","706,00",241,"0,28","860,71",236,"1,02","231,37",228,"1,02","223,53",159,"0,69","230,43",37,"0,09","411,11",39,"0,10","390,00",36,"0,10","360,00"
335,"0,39","858,97",333,"0,45","740,00",331,"0,39","848,72",363,"0,46","789,13",330,"0,49","673,47",287,"0,35","820,00",358,"0,48","745,83",355,"0,49","724,49",359,"0,43","834,88",164,"0,65","252,31",239,"0,97","246,39",238,"1,04","228,85",35,"0,10","350,00",38,"0,10","380,00",36,"0,09","400,00"
224,"0,27","829,63",332,"0,47","706,38",334,"0,41","814,63",363,"0,46","789,13",360,"0,51","705,88",355,"0,44","806,82",241,"0,28","860,71",334,"0,41","814,63",358,"0,44","813,64",237,"1,01","234,65",240,"1,02","235,29",242,"0,98","246,94",36,"0,10","360,00",35,"0,09","388,89",38,"0,10","380,00"
336,"0,36","933,33",226,"0,28","807,14",318,"0,35","908,57",244,"0,31","787,10",358,"0,55","650,91",363,"0,51","711,76",357,"0,47","759,57",324,"0,45","720,00",283,"0,34","832,35",238,"1,03","231,07",223,"0,98","227,55",161,"0,66","243,94",39,"0,08","487,50",37,"0,10","370,00",35,"0,09","388,89"
336,"0,40","840,00",329,"0,51","645,10",331,"0,34","973,53",363,"0,46","789,13",242,"0,35","691,43",345,"0,44","784,09",359,"0,42","854,76",356,"0,49","726,53",349,"0,42","830,95",162,"0,62","261,29",218,"0,97","224,74",240,"1,01","237,62",38,"0,09","422,22",39,"0,10","390,00",39,"0,09","433,33"
261,"0,35","745,71",330,"0,45","733,33",338,"0,33","1024,24",361,"0,50","722,00",360,"0,53","679,25",361,"0,43","839,53",241,"0,28","860,71",354,"0,49","722,45",358,"0,41","873,17",239,"1,02","234,31",235,"1,05","223,81",237,"1,01","234,65",37,"0,10","370,00",34,"0,09","377,78",39,"0,11","354,55"
331,"0,37","894,59",226,"0,30","753,33",311,"0,37","840,54",286,"0,34","841,18",358,"0,58","617,24",362,"0,45","804,44",359,"0,42","854,76",240,"0,31","774,19",344,"0,41","839,02",239,"0,97","246,39",238,"1,08","220,37",183,"0,82","223,17",38,"0,10","380,00",36,"0,11","327,27",34,"0,09","377,78"
