ecdsa-secp384,P-521,,ecdsa-secp384,mlkem1024,,mldsa87,P-521,,mldsa87,mlkem1024,,falcon1024,P-521,,falcon1024,mlkem1024,,sphincssha2256fsimple,P-521,,sphincssha2256fsimple,mlkem1024,,sphincssha2256ssimple,P-521,,sphincssha2256ssimple,mlkem1024,
211,"2,94","71,77",289,"1,85","156,22",239,"2,18","109,63",245,"0,30","816,67",238,"2,25","105,78",279,"0,39","715,38",117,"1,60","73,12",130,"0,68","191,18",26,"0,31","83,87",25,"0,10","250,00"
208,"2,99","69,57",288,"1,90","151,58",242,"2,31","104,76",361,"0,52","694,23",233,"2,26","103,10",343,"0,51","672,55",112,"1,48","75,68",130,"0,65","200,00",26,"0,33","78,79",25,"0,10","250,00"
139,"2,09","66,51",194,"1,23","157,72",232,"2,20","105,45",364,"0,44","827,27",221,"2,11","104,74",352,"0,56","628,57",117,"1,60","73,12",121,"0,64","189,06",24,"0,29","82,76",26,"0,09","288,89"
212,"2,90","73,10",283,"1,99","142,21",245,"2,23","109,87",245,"0,28","875,00",223,"2,06","108,25",339,"0,48","706,25",116,"1,57","73,89",121,"0,65","186,15",23,"0,29","79,31",26,"0,10","260,00"
207,"3,06","67,65",287,"1,84","155,98",239,"2,37","100,84",364,"0,47","774,47",239,"2,19","109,13",350,"0,50","700,00",109,"1,54","70,78",130,"0,73","178,08",27,"0,32","84,38",26,"0,09","288,89"
160,"2,40","66,67",193,"1,27","151,97",228,"2,21","103,17",364,"0,44","827,27",237,"2,27","104,41",352,"0,49","718,37",116,"1,55","74,84",130,"0,66","196,97",24,"0,27","88,89",27,"0,10","270,00"
204,"2,90","70,34",290,"1,80","161,11",220,"2,12","103,77",287,"0,40","717,50",163,"1,52","107,24",333,"0,48","693,75",113,"1,53","73,86",89,"0,47","189,36",26,"0,31","83,87",25,"0,10","250,00"
207,"3,06","67,65",287,"1,87","153,48",242,"2,33","103,86",351,"0,53","662,26",237,"2,24","105,80",323,"0,51","633,33",113,"1,49","75,84",130,"0,71","183,10",25,"0,31","80,65",26,"0,10","260,00"
191,"3,03","63,04",192,"1,22","157,38",238,"2,35","101,28",363,"0,48","756,25",238,"2,20","108,18",352,"0,52","676,92",119,"1,50","79,33",131,"0,69","189,86",24,"0,27","88,89",26,"0,10","260,00"
213,"2,91","73,20",288,"1,89","152,38",165,"1,54","107,14",346,"0,49","706,12",162,"1,49","108,72",353,"0,52","678,85",112,"1,49","75,17",86,"0,47","182,98",25,"0,33","75,76",25,"0,08","312,50"
206,"3,05","67,54",293,"1,79","163,69",246,"2,29","107,42",357,"0,51","700,00",241,"2,20","109,55",238,"0,37","643,24",112,"1,57","71,34",130,"0,68","191,18",26,"0,32","81,25",25,"0,10","250,00"
199,"2,73","72,89",230,"1,41","163,12",243,"2,27","107,05",364,"0,47","774,47",240,"2,20","109,09",353,"0,54","653,70",118,"1,57","75,16",128,"0,75","170,67",23,"0,27","85,19",28,"0,11","254,55"
189,"2,74","68,98",275,"1,93","142,49",164,"1,52","107,89",341,"0,47","725,53",161,"1,51","106,62",352,"0,52","676,92",110,"1,47","74,83",88,"0,51","172,55",24,"0,28","85,71",24,"0,07","342,86"
204,"3,08","66,23",286,"1,82","157,14",246,"2,19","112,33",332,"0,43","772,09",237,"2,23","106,28",239,"0,34","702,94",114,"1,56","73,08",130,"0,71","183,10",26,"0,33","78,79",26,"0,10","260,00"
209,"2,96","70,61",274,"1,80","152,22",241,"2,34","102,99",363,"0,46","789,13",236,"2,25","104,89",350,"0,51","686,27",117,"1,55","75,48",129,"0,67","192,54",26,"0,31","83,87",27,"0,10","270,00"
141,"2,04","69,12",282,"1,94","145,36",163,"1,61","101,24",364,"0,48","758,33",187,"1,70","110,00",354,"0,49","722,45",108,"1,48","72,97",102,"0,54","188,89",25,"0,31","80,65",24,"0,10","240,00"
209,"2,96","70,61",287,"1,87","153,48",244,"2,29","106,55",244,"0,33","739,39",240,"2,20","109,09",238,"0,31","767,74",108,"1,48","72,97",130,"0,70","185,71",25,"0,29","86,21",25,"0,11","227,27"
206,"3,03","67,99",269,"1,73","155,49",245,"2,27","107,93",361,"0,53","681,13",239,"2,23","107,17",354,"0,46","769,57",115,"1,62","70,99",132,"0,72","183,33",25,"0,31","80,65",26,"0,11","236,36"
141,"2,05","68,78",263,"1,75","150,29",194,"1,73","112,14",364,"0,49","742,86",225,"2,09","107,66",353,"0,51","692,16",118,"1,62","72,84",121,"0,65","186,15",25,"0,31","80,65",25,"0,11","227,27"
206,"3,05","67,54",289,"1,86","155,38",237,"2,26","104,87",243,"0,37","656,76",218,"2,03","107,39",279,"0,42","664,29",107,"1,49","71,81",132,"0,70","188,57",25,"0,31","80,65",25,"0,10","250,00"
211,"3,03","69,64",292,"1,84","158,70",244,"2,32","105,17",363,"0,51","711,76",241,"2,21","109,05",344,"0,52","661,54",116,"1,56","74,36",128,"0,69","185,51",25,"0,30","83,33",27,"0,11","245,45"
141,"2,00","70,50",192,"1,28","150,00",233,"2,15","108,37",363,"0,48","756,25",238,"2,26","105,31",354,"0,48","737,50",114,"1,54","74,03",120,"0,65","184,62",26,"0,32","81,25",25,"0,10","250,00"
206,"3,12","66,03",285,"1,88","151,60",241,"2,28","105,70",243,"0,35","694,29",159,"1,52","104,61",339,"0,50","678,00",109,"1,49","73,15",121,"0,61","198,36",26,"0,30","86,67",26,"0,10","260,00"
209,"2,94","71,09",290,"1,85","156,76",240,"2,31","103,90",361,"0,48","752,08",239,"2,24","106,70",349,"0,48","727,08",115,"1,57","73,25",131,"0,71","184,51",24,"0,29","82,76",26,"0,10","260,00"
164,"2,36","69,49",195,"1,23","158,54",227,"2,21","102,71",361,"0,52","694,23",239,"2,18","109,63",354,"0,49","722,45",111,"1,64","67,68",134,"0,68","197,06",26,"0,32","81,25",25,"0,10","250,00"
205,"2,96","69,26",290,"1,82","159,34",222,"2,16","102,78",285,"0,42","678,57",163,"1,46","111,64",336,"0,44","763,64",112,"1,53","73,20",90,"0,47","191,49",26,"0,31","83,87",25,"0,10","250,00"
208,"3,05","68,20",290,"1,81","160,22",239,"2,34","102,14",352,"0,48","733,33",241,"2,21","109,05",322,"0,45","715,56",115,"1,57","73,25",130,"0,68","191,18",24,"0,28","85,71",26,"0,10","260,00"
201,"2,84","70,77",194,"1,25","155,20",246,"2,30","106,96",362,"0,49","738,78",240,"2,20","109,09",352,"0,55","640,00",113,"1,50","75,33",130,"0,66","196,97",26,"0,32","81,25",25,"0,09","277,78"
208,"2,98","69,80",289,"1,85","156,22",160,"1,57","101,91",346,"0,45","768,89",158,"1,54","102,60",354,"0,54","655,56",116,"1,52","76,32",87,"0,48","181,25",26,"0,32","81,25",26,"0,10","260,00"
209,"2,97","70,37",287,"1,88","152,66",243,"2,38","102,10",357,"0,50","714,00",239,"2,25","106,22",238,"0,35","680,00",114,"1,57","72,61",127,"0,69","184,06",24,"0,28","85,71",26,"0,10","260,00"
200,"2,76","72,46",224,"1,55","144,52",246,"2,25","109,33",362,"0,48","754,17",235,"2,32","101,29",353,"0,50","706,00",111,"1,46","76,03",131,"0,71","184,51",24,"0,30","80,00",25,"0,09","277,78"
196,"2,66","73,68",281,"1,80","156,11",166,"1,51","109,93",342,"0,47","727,66",189,"1,75","108,00",354,"0,49","722,45",118,"1,56","75,64",88,"0,46","191,30",25,"0,31","80,65",26,"0,10","260,00"
