rsassa-pss-256,X25519,,rsassa-pss-256,P-256,,rsassa-pss-256,mlkem512,,ed25519,X25519,,ed25519,P-256,,ed25519,mlkem512,,falcon512,X25519,,falcon512,P-256,,falcon512,mlkem512,,sphincssha2128fsimple,X25519,,sphincssha2128fsimple,P-256,,sphincssha2128fsimple,mlkem512,,sphincssha2128ssimple,X25519,,sphincssha2128ssimple,P-256,,sphincssha2128ssimple,mlkem512,
1141,"0,92","1240,22",1515,"1,60","946,88",1010,"0,89","1134,83",859,"0,78","1101,28",1808,"2,00","904,00",1595,"1,47","1085,03",1439,"1,35","1065,93",1084,"1,01","1073,27",1764,"1,42","1242,25",562,"2,27","247,58",441,"2,23","197,76",419,"1,66","252,41",37,"0,09","411,11",41,"0,11","372,73",43,"0,11","390,91"
708,"0,64","1106,25",910,"1,02","892,16",1590,"1,40","1135,71",2046,"1,81","1130,39",1724,"1,87","921,93",1947,"1,80","1081,67",1455,"1,24","1173,39",1883,"1,80","1046,11",2079,"1,83","1136,07",386,"1,61","239,75",536,"2,57","208,56",506,"1,90","266,32",41,"0,11","372,73",41,"0,09","455,56",44,"0,11","400,00"
1719,"1,39","1236,69",833,"0,87","957,47",1206,"1,19","1013,45",902,"0,77","1171,43",1363,"1,53","890,85",1792,"1,58","1134,18",1737,"1,33","1306,02",951,"0,90","1056,67",1386,"1,27","1091,34",427,"1,69","252,66",527,"2,30","229,13",393,"1,54","255,19",35,"0,10","350,00",43,"0,11","390,91",39,"0,09","433,33"
1076,"0,99","1086,87",759,"0,71","1069,01",1323,"1,25","1058,40",2203,"1,93","1141,45",1730,"1,96","882,65",1638,"1,50","1092,00",1474,"1,23","1198,37",1937,"1,79","1082,12",2430,"2,20","1104,55",505,"2,10","240,48",481,"2,15","223,72",441,"1,71","257,89",39,"0,10","390,00",42,"0,12","350,00",42,"0,10","420,00"
1164,"1,00","1164,00",1375,"1,47","935,37",1328,"1,21","1097,52",1622,"1,40","1158,57",1112,"1,17","950,43",2157,"2,08","1037,02",1560,"1,25","1248,00",1362,"1,33","1024,06",954,"0,81","1177,78",519,"2,14","242,52",438,"2,16","202,78",434,"1,73","250,87",41,"0,12","341,67",42,"0,10","420,00",43,"0,11","390,91"
1220,"1,01","1207,92",829,"0,79","1049,37",781,"0,71","1100,00",1530,"1,38","1108,70",2019,"2,23","905,38",1574,"1,41","1116,31",1422,"1,29","1102,33",1986,"1,86","1067,74",2722,"2,48","1097,58",318,"1,29","246,51",464,"1,92","241,67",513,"1,99","257,79",39,"0,10","390,00",41,"0,11","372,73",37,"0,10","370,00"
792,"0,67","1182,09",1245,"1,24","1004,03",1159,"1,03","1125,24",1011,"0,88","1148,86",1719,"1,85","929,19",1272,"1,23","1034,15",1125,"0,94","1196,81",919,"0,91","1009,89",1578,"1,38","1143,48",515,"2,08","247,60",468,"2,04","229,41",290,"1,14","254,39",28,"0,08","350,00",41,"0,10","410,00",43,"0,10","430,00"
1488,"1,30","1144,62",1080,"0,99","1090,91",1123,"1,08","1039,81",2100,"1,87","1122,99",1463,"1,70","860,59",1586,"1,49","1064,43",839,"0,66","1271,21",1553,"1,47","1056,46",1526,"1,33","1147,37",435,"1,82","239,01",422,"2,10","200,95",659,"2,55","258,43",43,"0,11","390,91",43,"0,11","390,91",38,"0,08","475,00"
1642,"1,34","1225,37",1490,"1,56","955,13",1301,"1,25","1040,80",1035,"0,95","1089,47",2130,"2,50","852,00",1213,"1,17","1036,75",2253,"1,78","1265,73",1247,"1,20","1039,17",1625,"1,41","1152,48",359,"1,45","247,59",429,"1,99","215,58",460,"1,79","256,98",43,"0,11","390,91",38,"0,10","380,00",39,"0,10","390,00"
898,"0,74","1213,51",1111,"1,13","983,19",1438,"1,34","1073,13",1469,"1,24","1184,68",1699,"1,80","943,89",1260,"1,16","1086,21",1318,"1,08","1220,37",1337,"1,24","1078,23",1682,"1,41","1192,91",569,"2,34","243,16",530,"2,30","230,43",306,"1,20","255,00",30,"0,07","428,57",40,"0,10","400,00",42,"0,11","381,82"
1567,"1,33","1178,20",968,"0,96","1008,33",1223,"1,15","1063,48",1721,"1,51","1139,74",1465,"1,47","996,60",1370,"1,23","1113,82",1419,"1,10","1290,00",1243,"1,21","1027,27",2095,"1,84","1138,59",577,"2,30","250,87",541,"2,50","216,40",351,"1,36","258,09",44,"0,11","400,00",43,"0,11","390,91",42,"0,11","381,82"
1453,"1,22","1190,98",1367,"1,46","936,30",1296,"1,23","1053,66",1551,"1,40","1107,86",1537,"1,63","942,94",1759,"1,65","1066,06",1281,"1,04","1231,73",2529,"2,41","1049,38",1389,"1,24","1120,16",490,"1,88","260,64",324,"1,42","228,17",404,"1,52","265,79",43,"0,10","430,00",43,"0,11","390,91",42,"0,11","381,82"
1566,"1,30","1204,62",1289,"1,27","1014,96",1069,"0,96","1113,54",1436,"1,30","1104,62",2128,"2,22","958,56",1593,"1,43","1113,99",987,"0,89","1108,99",1280,"1,30","984,62",1531,"1,29","1186,82",561,"2,25","249,33",455,"2,09","217,70",345,"1,39","248,20",30,"0,07","428,57",39,"0,11","354,55",43,"0,12","358,33"
1786,"1,49","1198,66",1693,"1,64","1032,32",1130,"0,94","1202,13",2047,"1,84","1112,50",1470,"1,56","942,31",2151,"1,91","1126,18",1248,"0,99","1260,61",1977,"1,90","1040,53",2076,"1,87","1110,16",464,"1,85","250,81",528,"2,33","226,61",602,"2,32","259,48",40,"0,10","400,00",36,"0,09","400,00",41,"0,10","410,00"
1348,"1,09","1236,70",1036,"1,20","863,33",1332,"1,21","1100,83",2193,"1,91","1148,17",1784,"1,76","1013,64",2171,"1,94","1119,07",1192,"0,93","1281,72",1554,"1,47","1057,14",1336,"1,10","1214,55",559,"2,22","251,80",419,"1,89","221,69",504,"1,98","254,55",42,"0,10","420,00",43,"0,12","358,33",43,"0,12","358,33"
1361,"1,20","1134,17",1895,"1,88","1007,98",1310,"1,23","1065,04",2355,"2,15","1095,35",1645,"1,71","961,99",760,"0,67","1134,33",1347,"1,02","1320,59",1394,"1,39","1002,88",865,"0,77","1123,38",491,"1,97","249,24",527,"2,49","211,65",386,"1,51","255,63",33,"0,09","366,67",39,"0,11","354,55",39,"0,11","354,55"
1058,"0,92","1150,00",953,"1,10","866,36",926,"0,80","1157,50",1959,"1,77","1106,78",2078,"2,08","999,04",1651,"1,45","1138,62",1618,"1,27","1274,02",1559,"1,54","1012,34",972,"0,88","1104,55",366,"1,44","254,17",415,"1,99","208,54",486,"1,97","246,70",41,"0,11","372,73",42,"0,12","350,00",40,"0,10","400,00"
1091,"0,92","1185,87",1295,"1,29","1003,88",1431,"1,18","1212,71",2513,"2,18","1152,75",1699,"1,74","976,44",2783,"2,54","1095,67",1970,"1,81","1088,40",1522,"1,43","1064,34",1831,"1,66","1103,01",521,"2,14","243,46",278,"1,23","226,02",484,"1,90","254,74",43,"0,13","330,77",41,"0,11","372,73",41,"0,11","372,73"
1495,"1,28","1167,97",1280,"1,29","992,25",1161,"0,96","1209,38",1001,"0,93","1076,34",2159,"2,26","955,31",1388,"1,27","1092,91",920,"0,93","989,25",1507,"1,50","1004,67",1436,"1,29","1113,18",315,"1,26","250,00",522,"2,35","222,13",481,"2,00","240,50",42,"0,12","350,00",43,"0,12","358,33",43,"0,11","390,91"
1464,"1,24","1180,65",1630,"1,74","936,78",1273,"1,06","1200,94",2445,"2,18","1121,56",1314,"1,33","987,97",1076,"1,02","1054,90",2321,"2,06","1126,70",1303,"1,30","1002,31",1830,"1,61","1136,65",544,"2,25","241,78",341,"1,57","217,20",551,"2,13","258,69",42,"0,11","381,82",42,"0,11","381,82",42,"0,12","350,00"
908,"0,72","1261,11",1229,"1,31","938,17",1060,"0,88","1204,55",802,"0,69","1162,32",1449,"1,47","985,71",741,"0,67","1105,97",1595,"1,47","1085,03",1167,"1,13","1032,74",1479,"1,35","1095,56",534,"2,16","247,22",396,"1,73","228,90",494,"1,86","265,59",21,"0,06","350,00",42,"0,11","381,82",42,"0,11","381,82"
1468,"1,32","1112,12",880,"0,92","956,52",1722,"1,41","1221,28",1188,"1,03","1153,40",1528,"1,52","1005,26",1327,"1,25","1061,60",1947,"1,80","1081,67",1648,"1,63","1011,04",1627,"1,47","1106,80",332,"1,39","238,85",432,"1,98","218,18",451,"1,80","250,56",42,"0,11","381,82",42,"0,11","381,82",44,"0,11","400,00"
1243,"1,03","1206,80",1121,"1,16","966,38",1157,"1,13","1023,89",2056,"1,73","1188,44",1489,"1,59","936,48",1479,"1,36","1087,50",1792,"1,58","1134,18",1531,"1,42","1078,17",841,"0,72","1168,06",446,"1,78","250,56",516,"2,32","222,41",426,"1,62","262,96",40,"0,11","363,64",42,"0,10","420,00",43,"0,10","430,00"
1463,"1,30","1125,38",835,"0,86","970,93",918,"0,77","1192,21",1785,"1,55","1151,61",2443,"2,41","1013,69",1245,"1,09","1142,20",1638,"1,50","1092,00",1123,"1,04","1079,81",452,"0,39","1158,97",476,"1,88","253,19",460,"2,24","205,36",464,"1,85","250,81",32,"0,09","355,56",44,"0,11","400,00",33,"0,09","366,67"
1866,"1,59","1173,58",1486,"1,54","964,94",1446,"1,25","1156,80",569,"0,48","1185,42",1680,"1,71","982,46",1985,"1,89","1050,26",2157,"2,08","1037,02",1908,"1,92","993,75",1666,"1,46","1141,10",349,"1,39","251,08",553,"2,44","226,64",604,"2,40","251,67",44,"0,13","338,46",41,"0,10","410,00",43,"0,11","390,91"
1367,"1,16","1178,45",1169,"1,21","966,12",1134,"1,02","1111,76",2098,"1,99","1054,27",2380,"2,51","948,21",1768,"1,56","1133,33",1574,"1,41","1116,31",2127,"1,96","1085,20",1559,"1,47","1060,54",563,"2,21","254,75",525,"2,55","205,88",341,"1,41","241,84",42,"0,11","381,82",43,"0,12","358,33",40,"0,10","400,00"
1436,"1,18","1216,95",625,"0,68","919,12",1152,"0,99","1163,64",1612,"1,41","1143,26",1948,"1,99","978,89",1816,"1,69","1074,56",1272,"1,23","1034,15",1066,"1,04","1025,00",1469,"1,34","1096,27",428,"1,69","253,25",450,"2,09","215,31",652,"2,48","262,90",39,"0,10","390,00",39,"0,09","433,33",41,"0,11","372,73"
1406,"1,22","1152,46",976,"0,91","1072,53",1891,"1,57","1204,46",2066,"1,93","1070,47",1981,"2,08","952,40",1422,"1,31","1085,50",1586,"1,49","1064,43",1846,"1,79","1031,28",1226,"1,06","1156,60",302,"1,24","243,55",496,"2,13","232,86",495,"1,98","250,00",40,"0,11","363,64",40,"0,11","363,64",39,"0,10","390,00"
1257,"1,09","1153,21",1157,"1,28","903,91",1210,"1,03","1174,76",2610,"2,30","1134,78",2251,"2,34","961,97",736,"0,68","1082,35",1213,"1,17","1036,75",1397,"1,31","1066,41",1632,"1,42","1149,30",491,"1,90","258,42",424,"2,01","210,95",373,"1,45","257,24",43,"0,12","358,33",42,"0,13","323,08",37,"0,09","411,11"
1257,"1,07","1174,77",754,"0,78","966,67",822,"0,70","1174,29",1810,"1,63","1110,43",1458,"1,54","946,75",2161,"1,96","1102,55",1260,"1,16","1086,21",1596,"1,50","1064,00",1638,"1,52","1077,63",435,"1,80","241,67",527,"2,27","232,16",492,"1,90","258,95",42,"0,11","381,82",44,"0,10","440,00",38,"0,11","345,45"
871,"0,82","1062,20",1450,"1,46","993,15",1094,"0,93","1176,34",702,"0,67","1047,76",1982,"2,03","976,35",2000,"1,82","1098,90",1370,"1,23","1113,82",857,"0,81","1058,02",1545,"1,46","1058,22",585,"2,24","261,16",556,"2,69","206,69",409,"1,66","246,39",37,"0,10","370,00",38,"0,10","380,00",41,"0,11","372,73"
1377,"1,23","1119,51",1175,"1,40","839,29",1632,"1,46","1117,81",1556,"1,42","1095,77",792,"0,80","990,00",865,"0,81","1067,90",1759,"1,65","1066,06",1636,"1,57","1042,04",1534,"1,29","1189,15",440,"1,78","247,19",429,"2,08","206,25",371,"1,42","261,27",44,"0,11","400,00",36,"0,09","400,00",39,"0,12","325,00"
1027,"0,84","1222,62",1280,"1,18","1084,75",711,"0,65","1093,85",2639,"2,28","1157,46",2046,"2,10","974,29",1270,"1,21","1049,59",1593,"1,43","1113,99",2001,"2,03","985,71",2098,"1,79","1172,07",523,"2,06","253,88",434,"1,92","226,04",567,"2,21","256,56",41,"0,11","372,73",42,"0,11","381,82",39,"0,10","390,00"
1727,"1,45","1191,03",1416,"1,47","963,27",1226,"1,05","1167,62",797,"0,68","1172,06",1385,"1,41","982,27",1454,"1,32","1101,52",2151,"1,91","1126,18",2148,"2,07","1037,68",1141,"1,04","1097,12",470,"1,97","238,58",543,"2,62","207,25",501,"1,99","251,76",42,"0,10","420,00",43,"0,11","390,91",44,"0,11","400,00"
1176,"1,02","1152,94",1000,"0,98","1020,41",1108,"0,97","1142,27",1320,"1,15","1147,83",1335,"1,35","988,89",1976,"1,85","1068,11",2171,"1,94","1119,07",1577,"1,47","1072,79",1764,"1,47","1200,00",489,"1,96","249,49",482,"2,19","220,09",490,"1,95","251,28",43,"0,11","390,91",41,"0,10","410,00",40,"0,10","400,00"
1153,"1,13","1020,35",900,"1,00","900,00",1496,"1,28","1168,75",1935,"1,67","1158,68",2313,"2,61","886,21",2381,"2,27","1048,90",760,"0,67","1134,33",1656,"1,52","1089,47",1792,"1,55","1156,13",523,"2,10","249,05",554,"2,42","228,93",555,"2,13","260,56",41,"0,11","372,73",41,"0,11","372,73",41,"0,10","410,00"
1372,"1,22","1124,59",1084,"1,12","967,86",1066,"0,91","1171,43",722,"0,63","1146,03",1524,"1,53","996,08",2176,"1,97","1104,57",1651,"1,45","1138,62",1330,"1,27","1047,24",2070,"1,89","1095,24",599,"2,36","253,81",513,"2,23","230,04",621,"2,41","257,68",39,"0,10","390,00",43,"0,10","430,00",43,"0,12","358,33"
1086,"0,89","1220,22",1898,"1,90","998,95",1381,"1,17","1180,34",1627,"1,40","1162,14",2012,"2,07","971,98",1130,"1,03","1097,09",2783,"2,54","1095,67",1682,"1,65","1019,39",1278,"1,11","1151,35",404,"1,69","239,05",455,"2,13","213,62",470,"1,84","255,43",42,"0,10","420,00",42,"0,11","381,82",43,"0,11","390,91"
1300,"1,17","1111,11",1134,"1,24","914,52",929,"0,82","1132,93",2202,"1,94","1135,05",1841,"2,01","915,92",1719,"1,52","1130,92",1388,"1,27","1092,91",1229,"1,13","1087,61",1956,"1,65","1185,45",507,"2,07","244,93",485,"2,13","227,70",509,"2,01","253,23",42,"0,10","420,00",43,"0,10","430,00",41,"0,11","372,73"
1113,"1,05","1060,00",1086,"1,07","1014,95",1403,"1,24","1131,45",2243,"1,96","1144,39",1473,"1,53","962,75",1750,"1,60","1093,75",1076,"1,02","1054,90",1093,"1,07","1021,50",1524,"1,44","1058,33",517,"2,12","243,87",423,"1,79","236,31",588,"2,37","248,10",43,"0,09","477,78",42,"0,11","381,82",44,"0,12","366,67"
851,"0,73","1165,75",1337,"1,38","968,84",1157,"0,99","1168,69",983,"0,89","1104,49",2188,"2,33","939,06",1482,"1,36","1089,71",1310,"1,21","1082,64",1223,"1,14","1072,81",1273,"1,13","1126,55",345,"1,34","257,46",476,"2,10","226,67",529,"2,08","254,33",38,"0,09","422,22",42,"0,11","381,82",42,"0,11","381,82"
