rsassa-pss-256 - X25519;rsassa-pss-256 - P-256;rsassa-pss-256 - mlkem512;ed25519 - X25519;ed25519 - P-256;ed25519 - mlkem512;falcon512 - X25519;falcon512 - P-256;falcon512 - mlkem512;sphincssha2128fsimple - X25519;sphincssha2128fsimple - P-256;sphincssha2128fsimple - mlkem512;sphincssha2128ssimple - X25519;sphincssha2128ssimple - P-256;sphincssha2128ssimple - mlkem512
37;50;37;52;51;53;54;41;54;34;49;48;23;23;16
50;54;52;45;54;54;43;51;54;50;41;50;16;23;22
53;36;53;51;45;42;53;54;41;50;47;42;24;17;24
54;53;52;54;51;54;54;54;50;34;50;47;24;22;21
51;54;53;53;54;54;52;51;54;50;50;50;22;24;22
53;49;53;53;54;51;53;54;54;51;48;50;24;22;24
54;50;51;54;51;54;54;53;37;43;50;48;24;23;23
51;53;54;53;54;55;52;52;54;50;48;50;22;24;23
53;54;53;53;53;50;53;54;54;51;49;50;24;22;24
53;50;50;54;53;50;55;52;36;47;50;48;23;24;23
52;54;49;52;54;54;50;53;54;47;47;50;22;22;23
53;53;54;54;52;54;50;54;54;50;50;49;22;22;24
52;51;54;54;53;52;54;52;37;51;50;49;24;21;23
52;53;50;50;54;54;54;53;54;47;47;50;23;23;23
54;53;54;50;52;53;37;55;54;51;50;48;23;23;24
51;52;53;55;54;53;54;50;43;50;50;50;23;23;22
53;53;51;54;54;54;54;50;53;48;47;50;23;23;23
54;51;54;51;50;52;36;54;54;50;46;47;23;21;24
50;53;52;55;50;53;54;54;52;49;51;46;24;23;21
49;54;52;53;54;55;54;36;53;48;50;51;23;23;22
54;50;53;52;54;51;37;54;55;51;48;50;23;22;23
53;54;52;54;37;54;54;54;50;48;50;34;24;22;22
37;53;53;53;54;54;54;37;50;49;49;50;22;23;23
53;50;53;53;54;51;43;54;54;51;49;50;24;22;24
54;49;51;54;37;50;53;54;54;48;50;34;23;22;23
36;54;53;52;54;54;54;36;37;50;49;50;23;24;23
54;53;54;54;54;54;51;54;54;50;49;51;24;22;24
53;51;50;54;36;37;54;54;54;47;50;33;24;23;22
36;53;54;51;54;54;54;43;36;47;48;50;21;24;24
54;53;54;55;55;54;51;53;55;50;49;51;22;21;23
53;51;49;54;42;37;55;54;54;51;50;39;24;22;23
42;54;50;50;53;54;54;51;36;47;47;49;24;23;23
53;52;53;50;54;54;50;54;54;51;46;50;22;23;24
53;52;54;55;52;37;50;54;54;50;50;48;24;21;22
51;53;51;54;54;54;54;51;43;48;51;50;23;24;22
54;52;53;51;54;54;54;54;53;50;47;50;23;22;24
53;52;53;54;50;43;51;54;54;49;50;47;24;22;24
50;54;52;54;50;53;55;50;52;49;51;46;23;23;22
50;51;53;52;54;54;53;51;53;50;47;50;23;22;24
54;53;52;54;54;52;52;54;55;49;50;51;24;23;24
53;54;52;53;37;54;54;54;50;49;50;47;23;23;22
51;49;54;53;54;54;52;51;50;50;48;50;24;23;23
53;50;51;54;54;51;53;54;54;48;50;51;23;22;23
54;53;53;52;36;54;54;53;54;50;49;47;22;24;24
51;54;54;54;55;55;52;52;37;50;49;51;23;22;23
53;50;50;54;54;49;54;55;54;48;50;49;24;24;23
52;54;49;51;36;51;54;52;54;50;48;48;22;23;23
52;53;54;54;54;54;51;53;36;50;49;50;21;22;24
54;51;54;55;54;54;54;54;54;47;51;49;23;23;22
51;53;50;50;43;52;54;51;55;47;47;49;24;23;23
