rsassa-pss-256,X25519,,rsassa-pss-256,P-256,,rsassa-pss-256,mlkem512,,ed25519,X25519,,ed25519,P-256,,ed25519,mlkem512,,falcon512,X25519,,falcon512,P-256,,falcon512,mlkem512,,sphincssha2128fsimple,X25519,,sphincssha2128fsimple,P-256,,sphincssha2128fsimple,mlkem512,,sphincssha2128ssimple,X25519,,sphincssha2128ssimple,P-256,,sphincssha2128ssimple,mlkem512,
53,"0,08","662,50",50,"0,07","714,29",50,"0,08","625,00",54,"0,07","771,43",53,"0,10","530,00",50,"0,08","625,00",55,"0,06","916,67",52,"0,07","742,86",36,"0,05","720,00",47,"0,21","223,81",50,"0,23","217,39",48,"0,20","240,00",23,"0,07","328,57",24,"0,07","342,86",23,"0,06","383,33"
52,"0,06","866,67",54,"0,07","771,43",49,"0,07","700,00",52,"0,07","742,86",54,"0,09","600,00",54,"0,09","600,00",50,"0,07","714,29",53,"0,07","757,14",54,"0,08","675,00",47,"0,19","247,37",47,"0,22","213,64",50,"0,21","238,10",22,"0,05","440,00",22,"0,06","366,67",23,"0,07","328,57"
53,"0,07","757,14",53,"0,08","662,50",54,"0,07","771,43",54,"0,08","675,00",52,"0,08","650,00",54,"0,09","600,00",50,"0,06","833,33",54,"0,08","675,00",54,"0,08","675,00",50,"0,24","208,33",50,"0,24","208,33",49,"0,22","222,73",22,"0,06","366,67",22,"0,07","314,29",24,"0,07","342,86"
52,"0,06","866,67",51,"0,08","637,50",54,"0,07","771,43",54,"0,08","675,00",53,"0,08","662,50",52,"0,07","742,86",54,"0,07","771,43",52,"0,07","742,86",37,"0,05","740,00",51,"0,23","221,74",50,"0,24","208,33",49,"0,24","204,17",24,"0,06","400,00",21,"0,06","350,00",23,"0,06","383,33"
52,"0,07","742,86",53,"0,08","662,50",50,"0,06","833,33",50,"0,09","555,56",54,"0,09","600,00",54,"0,08","675,00",54,"0,07","771,43",53,"0,09","588,89",54,"0,07","771,43",47,"0,20","235,00",47,"0,22","213,64",50,"0,23","217,39",23,"0,07","328,57",23,"0,07","328,57",23,"0,07","328,57"
54,"0,07","771,43",53,"0,07","757,14",54,"0,07","771,43",50,"0,07","714,29",52,"0,08","650,00",53,"0,08","662,50",37,"0,05","740,00",55,"0,07","785,71",54,"0,08","675,00",51,"0,22","231,82",50,"0,26","192,31",48,"0,20","240,00",23,"0,05","460,00",23,"0,08","287,50",24,"0,07","342,86"
51,"0,06","850,00",52,"0,07","742,86",53,"0,06","883,33",55,"0,07","785,71",54,"0,09","600,00",53,"0,08","662,50",54,"0,07","771,43",50,"0,07","714,29",43,"0,06","716,67",50,"0,23","217,39",50,"0,25","200,00",50,"0,22","227,27",23,"0,07","328,57",23,"0,07","328,57",22,"0,06","366,67"
53,"0,07","757,14",53,"0,08","662,50",51,"0,07","728,57",54,"0,07","771,43",54,"0,10","540,00",54,"0,08","675,00",54,"0,06","900,00",50,"0,09","555,56",53,"0,08","662,50",48,"0,23","208,70",47,"0,22","213,64",50,"0,23","217,39",23,"0,07","328,57",23,"0,08","287,50",23,"0,06","383,33"
54,"0,07","771,43",51,"0,07","728,57",54,"0,07","771,43",51,"0,08","637,50",50,"0,08","625,00",52,"0,07","742,86",36,"0,05","720,00",54,"0,08","675,00",54,"0,07","771,43",50,"0,23","217,39",46,"0,19","242,11",47,"0,20","235,00",23,"0,06","383,33",21,"0,06","350,00",24,"0,06","400,00"
50,"0,06","833,33",53,"0,07","757,14",52,"0,06","866,67",55,"0,08","687,50",50,"0,08","625,00",53,"0,09","588,89",54,"0,07","771,43",54,"0,09","600,00",52,"0,06","866,67",49,"0,24","204,17",51,"0,24","212,50",46,"0,21","219,05",24,"0,07","342,86",23,"0,07","328,57",21,"0,06","350,00"
49,"0,06","816,67",54,"0,07","771,43",52,"0,07","742,86",53,"0,07","757,14",54,"0,08","675,00",55,"0,08","687,50",54,"0,06","900,00",36,"0,04","900,00",53,"0,07","757,14",48,"0,22","218,18",50,"0,23","217,39",51,"0,22","231,82",23,"0,07","328,57",23,"0,08","287,50",22,"0,06","366,67"
54,"0,07","771,43",50,"0,08","625,00",53,"0,07","757,14",52,"0,07","742,86",54,"0,09","600,00",51,"0,09","566,67",37,"0,05","740,00",54,"0,07","771,43",55,"0,07","785,71",51,"0,23","221,74",48,"0,21","228,57",50,"0,24","208,33",23,"0,05","460,00",22,"0,07","314,29",23,"0,06","383,33"
53,"0,06","883,33",54,"0,08","675,00",52,"0,08","650,00",54,"0,07","771,43",37,"0,06","616,67",54,"0,08","675,00",54,"0,08","675,00",54,"0,08","675,00",50,"0,06","833,33",48,"0,20","240,00",50,"0,22","227,27",34,"0,15","226,67",24,"0,07","342,86",22,"0,07","314,29",22,"0,05","440,00"
37,"0,05","740,00",53,"0,07","757,14",53,"0,07","757,14",53,"0,07","757,14",54,"0,08","675,00",54,"0,08","675,00",54,"0,07","771,43",37,"0,06","616,67",50,"0,06","833,33",49,"0,22","222,73",49,"0,25","196,00",50,"0,22","227,27",22,"0,05","440,00",23,"0,07","328,57",23,"0,06","383,33"
53,"0,07","757,14",50,"0,08","625,00",53,"0,07","757,14",53,"0,08","662,50",54,"0,09","600,00",51,"0,07","728,57",43,"0,06","716,67",54,"0,09","600,00",54,"0,06","900,00",51,"0,25","204,00",49,"0,22","222,73",50,"0,24","208,33",24,"0,06","400,00",22,"0,07","314,29",24,"0,07","342,86"
54,"0,07","771,43",49,"0,08","612,50",51,"0,07","728,57",54,"0,08","675,00",37,"0,05","740,00",50,"0,07","714,29",53,"0,07","757,14",54,"0,09","600,00",54,"0,07","771,43",48,"0,21","228,57",50,"0,22","227,27",34,"0,15","226,67",23,"0,06","383,33",22,"0,06","366,67",23,"0,06","383,33"
36,"0,04","900,00",54,"0,08","675,00",53,"0,07","757,14",52,"0,08","650,00",54,"0,09","600,00",54,"0,09","600,00",54,"0,07","771,43",36,"0,05","720,00",37,"0,05","740,00",50,"0,23","217,39",49,"0,23","213,04",50,"0,23","217,39",23,"0,07","328,57",24,"0,08","300,00",23,"0,07","328,57"
54,"0,07","771,43",53,"0,09","588,89",54,"0,07","771,43",54,"0,08","675,00",54,"0,08","675,00",54,"0,09","600,00",51,"0,07","728,57",54,"0,08","675,00",54,"0,07","771,43",50,"0,23","217,39",49,"0,23","213,04",51,"0,22","231,82",24,"0,06","400,00",22,"0,07","314,29",24,"0,07","342,86"
53,"0,08","662,50",51,"0,07","728,57",50,"0,07","714,29",54,"0,08","675,00",36,"0,06","600,00",37,"0,05","740,00",54,"0,07","771,43",54,"0,09","600,00",54,"0,07","771,43",47,"0,23","204,35",50,"0,24","208,33",33,"0,15","220,00",24,"0,06","400,00",23,"0,06","383,33",22,"0,06","366,67"
36,"0,05","720,00",53,"0,07","757,14",54,"0,07","771,43",51,"0,08","637,50",54,"0,08","675,00",54,"0,07","771,43",54,"0,08","675,00",43,"0,05","860,00",36,"0,05","720,00",47,"0,21","223,81",48,"0,22","218,18",50,"0,22","227,27",21,"0,05","420,00",24,"0,08","300,00",24,"0,07","342,86"
54,"0,07","771,43",53,"0,08","662,50",54,"0,08","675,00",55,"0,07","785,71",55,"0,08","687,50",54,"0,08","675,00",51,"0,08","637,50",53,"0,08","662,50",55,"0,08","687,50",50,"0,22","227,27",49,"0,24","204,17",51,"0,22","231,82",22,"0,05","440,00",21,"0,06","350,00",23,"0,07","328,57"
53,"0,06","883,33",51,"0,06","850,00",49,"0,06","816,67",54,"0,07","771,43",42,"0,07","600,00",37,"0,05","740,00",55,"0,08","687,50",54,"0,07","771,43",54,"0,07","771,43",51,"0,22","231,82",50,"0,23","217,39",39,"0,17","229,41",24,"0,07","342,86",22,"0,07","314,29",23,"0,07","328,57"
42,"0,06","700,00",54,"0,09","600,00",50,"0,07","714,29",50,"0,07","714,29",53,"0,09","588,89",54,"0,09","600,00",54,"0,08","675,00",51,"0,07","728,57",36,"0,05","720,00",47,"0,21","223,81",47,"0,22","213,64",49,"0,22","222,73",24,"0,06","400,00",23,"0,07","328,57",23,"0,07","328,57"
53,"0,07","757,14",52,"0,08","650,00",53,"0,07","757,14",50,"0,06","833,33",54,"0,09","600,00",54,"0,08","675,00",50,"0,06","833,33",54,"0,09","600,00",54,"0,07","771,43",51,"0,24","212,50",46,"0,21","219,05",50,"0,23","217,39",22,"0,05","440,00",23,"0,06","383,33",24,"0,06","400,00"
53,"0,07","757,14",52,"0,07","742,86",54,"0,07","771,43",55,"0,07","785,71",52,"0,08","650,00",37,"0,05","740,00",50,"0,07","714,29",54,"0,07","771,43",54,"0,08","675,00",50,"0,23","217,39",50,"0,23","217,39",48,"0,22","218,18",24,"0,06","400,00",21,"0,06","350,00",22,"0,06","366,67"
51,"0,07","728,57",53,"0,07","757,14",51,"0,07","728,57",54,"0,07","771,43",54,"0,08","675,00",54,"0,08","675,00",54,"0,07","771,43",51,"0,08","637,50",43,"0,05","860,00",48,"0,22","218,18",51,"0,25","204,00",50,"0,23","217,39",23,"0,07","328,57",24,"0,08","300,00",22,"0,07","314,29"
54,"0,08","675,00",52,"0,07","742,86",53,"0,07","757,14",51,"0,08","637,50",54,"0,09","600,00",54,"0,08","675,00",54,"0,07","771,43",54,"0,09","600,00",53,"0,07","757,14",50,"0,22","227,27",47,"0,25","188,00",50,"0,23","217,39",23,"0,06","383,33",22,"0,07","314,29",24,"0,06","400,00"
53,"0,06","883,33",52,"0,07","742,86",53,"0,07","757,14",54,"0,08","675,00",50,"0,09","555,56",43,"0,06","716,67",51,"0,08","637,50",54,"0,08","675,00",54,"0,07","771,43",49,"0,22","222,73",50,"0,23","217,39",47,"0,22","213,64",24,"0,06","400,00",22,"0,07","314,29",24,"0,06","400,00"
50,"0,07","714,29",54,"0,08","675,00",52,"0,07","742,86",54,"0,08","675,00",50,"0,08","625,00",53,"0,08","662,50",55,"0,07","785,71",50,"0,07","714,29",52,"0,06","866,67",49,"0,21","233,33",51,"0,25","204,00",46,"0,22","209,09",23,"0,06","383,33",23,"0,08","287,50",22,"0,06","366,67"
50,"0,06","833,33",51,"0,07","728,57",53,"0,07","757,14",52,"0,08","650,00",54,"0,09","600,00",54,"0,08","675,00",53,"0,07","757,14",51,"0,07","728,57",53,"0,06","883,33",50,"0,22","227,27",47,"0,21","223,81",50,"0,24","208,33",23,"0,06","383,33",22,"0,06","366,67",24,"0,07","342,86"
54,"0,07","771,43",53,"0,08","662,50",52,"0,07","742,86",54,"0,08","675,00",54,"0,08","675,00",52,"0,07","742,86",52,"0,06","866,67",54,"0,08","675,00",55,"0,07","785,71",49,"0,22","222,73",50,"0,25","200,00",51,"0,22","231,82",24,"0,06","400,00",23,"0,07","328,57",24,"0,07","342,86"
53,"0,07","757,14",54,"0,09","600,00",52,"0,07","742,86",53,"0,08","662,50",37,"0,06","616,67",54,"0,08","675,00",54,"0,08","675,00",54,"0,08","675,00",50,"0,07","714,29",49,"0,20","245,00",50,"0,24","208,33",47,"0,22","213,64",23,"0,06","383,33",23,"0,08","287,50",22,"0,07","314,29"
51,"0,06","850,00",49,"0,07","700,00",54,"0,07","771,43",53,"0,07","757,14",54,"0,10","540,00",54,"0,08","675,00",52,"0,07","742,86",51,"0,07","728,57",50,"0,07","714,29",50,"0,24","208,33",48,"0,24","200,00",50,"0,21","238,10",24,"0,07","342,86",23,"0,07","328,57",23,"0,08","287,50"
53,"0,07","757,14",50,"0,07","714,29",51,"0,06","850,00",54,"0,06","900,00",54,"0,08","675,00",51,"0,07","728,57",53,"0,06","883,33",54,"0,08","675,00",54,"0,07","771,43",48,"0,22","218,18",50,"0,24","208,33",51,"0,23","221,74",23,"0,06","383,33",22,"0,06","366,67",23,"0,07","328,57"
54,"0,07","771,43",53,"0,08","662,50",53,"0,07","757,14",52,"0,08","650,00",36,"0,06","600,00",54,"0,09","600,00",54,"0,08","675,00",53,"0,08","662,50",54,"0,07","771,43",50,"0,22","227,27",49,"0,24","204,17",47,"0,22","213,64",22,"0,06","366,67",24,"0,08","300,00",24,"0,06","400,00"
51,"0,07","728,57",54,"0,08","675,00",54,"0,08","675,00",54,"0,07","771,43",55,"0,09","611,11",55,"0,08","687,50",52,"0,07","742,86",52,"0,07","742,86",37,"0,05","740,00",50,"0,21","238,10",49,"0,22","222,73",51,"0,22","231,82",23,"0,06","383,33",22,"0,06","366,67",23,"0,06","383,33"
53,"0,07","757,14",50,"0,08","625,00",50,"0,07","714,29",54,"0,07","771,43",54,"0,08","675,00",49,"0,08","612,50",54,"0,07","771,43",55,"0,08","687,50",54,"0,06","900,00",48,"0,22","218,18",50,"0,23","217,39",49,"0,22","222,73",24,"0,06","400,00",24,"0,07","342,86",23,"0,07","328,57"
52,"0,07","742,86",54,"0,09","600,00",49,"0,06","816,67",51,"0,09","566,67",36,"0,05","720,00",51,"0,08","637,50",54,"0,06","900,00",52,"0,07","742,86",54,"0,07","771,43",50,"0,24","208,33",48,"0,23","208,70",48,"0,23","208,70",22,"0,06","366,67",23,"0,08","287,50",23,"0,06","383,33"
52,"0,06","866,67",53,"0,08","662,50",54,"0,08","675,00",54,"0,07","771,43",54,"0,08","675,00",54,"0,08","675,00",51,"0,07","728,57",53,"0,07","757,14",36,"0,05","720,00",50,"0,24","208,33",49,"0,23","213,04",50,"0,21","238,10",21,"0,06","350,00",22,"0,07","314,29",24,"0,07","342,86"
54,"0,07","771,43",51,"0,08","637,50",54,"0,07","771,43",55,"0,08","687,50",54,"0,09","600,00",54,"0,08","675,00",54,"0,07","771,43",54,"0,08","675,00",54,"0,07","771,43",47,"0,21","223,81",51,"0,23","221,74",49,"0,23","213,04",23,"0,06","383,33",23,"0,07","328,57",22,"0,07","314,29"
51,"0,06","850,00",53,"0,08","662,50",50,"0,07","714,29",50,"0,07","714,29",43,"0,08","537,50",52,"0,07","742,86",54,"0,07","771,43",51,"0,07","728,57",55,"0,08","687,50",47,"0,22","213,64",47,"0,23","204,35",49,"0,23","213,04",24,"0,06","400,00",23,"0,06","383,33",23,"0,07","328,57"
